date,y_test,y_pred,label,predicted_label
2021-02-24,29.700000762939453,29.728219428798234,Actual,Predicted
2021-02-25,30.399999618530277,29.927127906266218,Actual,Predicted
2021-02-25,30.399999618530277,30.342523059925842,Actual,Predicted
2021-02-26,29.64999961853028,30.432690031028365,Actual,Predicted
2021-03-01,32.95000076293945,29.689867689564664,Actual,Predicted
2021-03-02,33.400001525878906,33.8335454013828,Actual,Predicted
2021-03-03,33.25,33.25660496405873,Actual,Predicted
2021-03-04,32.650001525878906,33.71803437424016,Actual,Predicted
2021-03-05,35.20000076293945,32.488752162989414,Actual,Predicted
2021-03-08,36.400001525878906,35.431086877804304,Actual,Predicted
2021-03-09,36.400001525878906,36.500249701132354,Actual,Predicted
2021-03-10,35.900001525878906,36.332627453485244,Actual,Predicted
2021-03-12,36.25,35.76523422695633,Actual,Predicted
2021-03-15,35.45000076293945,36.02208187540388,Actual,Predicted
2021-03-16,34.70000076293945,35.323799847847646,Actual,Predicted
2021-03-17,34.25,34.59850694857281,Actual,Predicted
2021-03-18,32.54999923706055,32.39177560014894,Actual,Predicted
2021-03-19,31.450000762939453,31.483417522123517,Actual,Predicted
2021-03-22,31.75,32.21784937534738,Actual,Predicted
2021-03-23,31.850000381469723,32.04530012849642,Actual,Predicted
2021-03-24,31.64999961853028,32.29962880781184,Actual,Predicted
2021-03-25,30.5,30.95608581411361,Actual,Predicted
2021-03-26,30.450000762939457,30.689603519556847,Actual,Predicted
2021-03-30,30.0,30.292714458552943,Actual,Predicted
2021-03-31,30.149999618530277,29.881299943216273,Actual,Predicted
2021-04-01,29.350000381469723,29.607499859500653,Actual,Predicted
2021-04-05,29.700000762939453,29.92988304611858,Actual,Predicted
2021-04-06,28.95000076293945,29.030536574641143,Actual,Predicted
2021-04-07,29.25,28.898857915825033,Actual,Predicted
2021-04-08,29.549999237060547,29.468803460350358,Actual,Predicted
2021-04-09,29.350000381469727,29.607909734856417,Actual,Predicted
2021-04-12,28.39999961853028,29.398600606223884,Actual,Predicted
2021-04-13,27.250000000000004,27.169881108940988,Actual,Predicted
2021-04-15,27.850000381469727,27.85906639264088,Actual,Predicted
2021-04-16,28.350000381469727,27.640305329359247,Actual,Predicted
2021-04-19,28.0,28.66780897172024,Actual,Predicted
2021-04-20,28.350000381469723,27.939224255010327,Actual,Predicted
2021-04-20,28.350000381469727,28.106128099410693,Actual,Predicted
2021-04-20,28.350000381469727,28.14620059016115,Actual,Predicted
2021-04-22,33.04999923706055,28.189859580190404,Actual,Predicted
2021-04-22,33.04999923706055,34.21192485028216,Actual,Predicted
2021-04-22,33.04999923706055,34.401153083432,Actual,Predicted
2021-04-22,33.04999923706055,34.297410628586256,Actual,Predicted
2021-04-23,35.849998474121094,34.12446019275621,Actual,Predicted
2021-04-26,34.75,35.7146769643054,Actual,Predicted
2021-04-27,34.650001525878906,35.388029572756125,Actual,Predicted
2021-04-28,34.45000076293945,34.372666827530345,Actual,Predicted
2021-04-29,34.25,34.36004052964055,Actual,Predicted
2021-04-30,34.45000076293945,34.736695935073385,Actual,Predicted
2021-05-03,34.49999999999999,34.876339628730285,Actual,Predicted
2021-05-04,34.150001525878906,34.44731805997535,Actual,Predicted
2021-05-05,33.900001525878906,34.246055237173906,Actual,Predicted
2021-05-06,36.54999923706055,33.85313936118584,Actual,Predicted
2021-05-06,36.54999923706055,37.31700195740563,Actual,Predicted
2021-05-07,38.25,37.31506127837943,Actual,Predicted
2021-05-10,39.200000762939446,37.18564823143442,Actual,Predicted
2021-05-11,39.84999847412109,39.71971894393228,Actual,Predicted
2021-05-12,40.29999923706055,40.71240069999021,Actual,Predicted
2021-05-14,38.29999923706055,38.9152378111046,Actual,Predicted
2021-05-17,36.84999847412109,37.26160998526949,Actual,Predicted
2021-05-18,37.40000152587891,37.1800819987577,Actual,Predicted
2021-05-19,40.84999847412109,37.6904810732707,Actual,Predicted
2021-05-20,44.400001525878906,41.83206518779418,Actual,Predicted
2021-05-20,44.400001525878906,41.416951797317495,Actual,Predicted
2021-05-21,41.70000076293945,41.47453789260075,Actual,Predicted
2021-05-24,42.299999237060554,41.962508086772466,Actual,Predicted
2021-05-25,41.79999923706055,41.26439314121741,Actual,Predicted
2021-05-26,41.900001525878906,42.62252018978766,Actual,Predicted
2021-05-27,44.5,42.535498157696914,Actual,Predicted
2021-05-28,44.84999847412109,45.55620949226596,Actual,Predicted
2021-05-31,42.79999923706055,43.991413601688606,Actual,Predicted
2021-06-01,43.349998474121094,43.210163102554695,Actual,Predicted
2021-06-02,43.0,42.91403970426062,Actual,Predicted
2021-06-03,42.45000076293945,43.63172200476965,Actual,Predicted
2021-06-04,42.95000076293945,42.82328214043412,Actual,Predicted
2021-06-07,43.59999847412108,43.367268496926094,Actual,Predicted
2021-06-08,43.5,44.12209661026295,Actual,Predicted
2021-06-09,43.400001525878906,43.75677752134403,Actual,Predicted
2021-06-10,48.95000076293945,42.70112840318559,Actual,Predicted
2021-06-10,48.95000076293945,49.57840315292545,Actual,Predicted
2021-06-11,48.70000076293945,49.65359755198852,Actual,Predicted
2021-06-14,46.400001525878906,47.92161636276758,Actual,Predicted
2021-06-15,46.9000015258789,47.38733714768415,Actual,Predicted
2021-06-16,46.450000762939446,47.54498487575711,Actual,Predicted
2021-06-17,45.400001525878906,45.462494054373515,Actual,Predicted
2021-06-18,44.84999847412108,45.289609454868575,Actual,Predicted
2021-06-21,46.900001525878906,44.095779275667944,Actual,Predicted
2021-06-22,47.299999237060554,47.20703370822463,Actual,Predicted
2021-06-23,46.25,46.96959675040543,Actual,Predicted
2021-06-24,46.24999999999999,47.04354446675207,Actual,Predicted
2021-06-25,45.5,46.26868226109829,Actual,Predicted
2021-06-28,44.70000076293945,44.90233664836694,Actual,Predicted
2021-06-29,44.650001525878906,44.321784723674284,Actual,Predicted
2021-06-30,44.25000000000001,44.805816694949094,Actual,Predicted
2021-07-01,43.84999847412108,44.17642771995381,Actual,Predicted
2021-07-02,43.79999923706055,43.88563236823899,Actual,Predicted
2021-07-05,43.54999923706055,43.74876259990697,Actual,Predicted
2021-07-06,42.95000076293946,43.330847307189615,Actual,Predicted
2021-07-07,43.09999847412109,42.744136711645154,Actual,Predicted
2021-07-08,43.04999923706055,43.31009191855388,Actual,Predicted
2021-07-09,42.29999923706055,42.99720730961305,Actual,Predicted
2021-07-12,42.65000152587891,42.59722877752086,Actual,Predicted
2021-07-13,42.29999923706055,42.33907736562708,Actual,Predicted
2021-07-14,41.50000000000001,41.68656781333806,Actual,Predicted
2021-07-15,42.84999847412109,41.8854748078683,Actual,Predicted
2021-07-16,42.900001525878906,43.472251609065204,Actual,Predicted
2021-07-19,41.95000076293945,42.80428823983512,Actual,Predicted
2021-07-20,41.95000076293945,42.17545140356447,Actual,Predicted
2021-07-22,43.45000076293946,41.5612694559061,Actual,Predicted
2021-07-22,43.45000076293946,42.43037084257857,Actual,Predicted
2021-07-22,43.45000076293946,42.389392520471944,Actual,Predicted
2021-07-23,41.95000076293945,42.44290888858812,Actual,Predicted
2021-07-26,41.0,41.03520376721297,Actual,Predicted
2021-07-27,39.04999923706055,39.26846330331509,Actual,Predicted
2021-07-28,38.400001525878906,38.141823100708926,Actual,Predicted
2021-07-29,39.09999847412109,39.20817780769334,Actual,Predicted
2021-07-30,39.599998474121094,39.77448426731517,Actual,Predicted
2021-08-02,39.650001525878906,39.96636834531447,Actual,Predicted
2021-08-03,39.29999923706055,39.902423263205854,Actual,Predicted
2021-08-04,38.900001525878906,39.29740223703892,Actual,Predicted
2021-08-05,37.650001525878906,38.49848839743516,Actual,Predicted
2021-08-06,37.5,37.4028242510704,Actual,Predicted
2021-08-09,40.20000076293945,37.34499897469987,Actual,Predicted
2021-08-09,40.20000076293945,40.25416088573676,Actual,Predicted
2021-08-10,39.99999999999999,40.20348644197981,Actual,Predicted
2021-08-11,38.400001525878906,38.5289481744576,Actual,Predicted
2021-08-12,39.09999847412109,39.2095727615041,Actual,Predicted
2021-08-13,38.79999923706055,39.24416737648704,Actual,Predicted
2021-08-16,38.0,38.29327308669152,Actual,Predicted
2021-08-17,37.200000762939446,37.755621809838765,Actual,Predicted
2021-08-18,37.400001525878906,37.535398599823594,Actual,Predicted
2021-08-20,36.54999923706055,37.49168312115136,Actual,Predicted
2021-08-23,35.400001525878906,35.605277856561536,Actual,Predicted
2021-08-24,34.79999923706055,34.43236426989108,Actual,Predicted
2021-08-25,35.70000076293945,35.54064066215317,Actual,Predicted
2021-08-26,35.79999923706055,35.661472687340634,Actual,Predicted
2021-08-27,34.900001525878906,35.348451695095385,Actual,Predicted
2021-08-30,34.95000076293945,35.040351292319,Actual,Predicted
2021-08-31,35.349998474121094,35.08703401890741,Actual,Predicted
2021-09-01,35.45000076293945,35.69650442459087,Actual,Predicted
2021-09-02,36.09999847412109,35.214533760631426,Actual,Predicted
2021-09-03,37.04999923706055,35.91728240269396,Actual,Predicted
2021-09-06,37.5,37.15782627968385,Actual,Predicted
2021-09-07,36.54999923706055,37.279611086289364,Actual,Predicted
2021-09-08,36.29999923706055,36.54214009079262,Actual,Predicted
2021-09-09,36.0,36.28336695421895,Actual,Predicted
2021-09-13,36.70000076293945,36.14286095271027,Actual,Predicted
2021-09-14,40.400001525878906,36.729878591084116,Actual,Predicted
2021-09-14,40.400001525878906,41.11775411181348,Actual,Predicted
2021-09-15,41.24999999999999,41.08637929671794,Actual,Predicted
2021-09-16,39.150001525878906,40.008722508537836,Actual,Predicted
2021-09-17,38.5,39.30547646036713,Actual,Predicted
2021-09-20,38.54999923706055,38.17208455553311,Actual,Predicted
2021-09-21,37.150001525878906,37.8118112367784,Actual,Predicted
2021-09-22,40.400001525878906,37.48769547831727,Actual,Predicted
2021-09-22,40.400001525878906,40.20431291356982,Actual,Predicted
2021-09-22,40.400001525878906,40.0644341864666,Actual,Predicted
2021-09-23,40.150001525878906,40.325712619655455,Actual,Predicted
2021-09-24,39.29999923706055,40.00963723764793,Actual,Predicted
2021-09-27,38.24999999999999,39.23134830906656,Actual,Predicted
2021-09-28,39.29999923706055,38.75577212329593,Actual,Predicted
2021-09-29,39.400001525878906,38.900623265600444,Actual,Predicted
2021-09-30,39.20000076293945,39.392099277370455,Actual,Predicted
2021-10-01,41.84999847412109,38.90338542367019,Actual,Predicted
2021-10-04,44.5,43.04708155222676,Actual,Predicted
2021-10-05,45.20000076293945,45.26813573118648,Actual,Predicted
2021-10-06,44.70000076293945,46.13870591940097,Actual,Predicted
2021-10-07,44.00000000000001,43.92980280638506,Actual,Predicted
2021-10-08,43.9000015258789,44.44855855230289,Actual,Predicted
2021-10-11,43.59999847412109,44.044602075964484,Actual,Predicted
2021-10-12,47.400001525878906,43.819669939524296,Actual,Predicted
2021-10-13,46.99999999999999,47.85742852587429,Actual,Predicted
2021-10-14,46.34999847412109,45.101760445379256,Actual,Predicted
2021-10-18,48.75,46.95836478003272,Actual,Predicted
2021-10-19,52.5,47.96043286063076,Actual,Predicted
2021-10-19,52.5,48.21076334036858,Actual,Predicted
2021-10-20,48.29999923706055,48.024242557998384,Actual,Predicted
2021-10-21,46.95000076293945,47.563473177386385,Actual,Predicted
2021-10-22,46.29999923706055,46.39441642977688,Actual,Predicted
2021-10-25,43.34999847412109,44.27006159651898,Actual,Predicted
2021-10-26,43.34999847412109,42.19267601435686,Actual,Predicted
2021-10-27,43.150001525878906,44.688916004049396,Actual,Predicted
2021-10-28,41.900001525878906,43.31520664253862,Actual,Predicted
2021-10-29,41.900001525878906,42.19326525865778,Actual,Predicted
2021-11-01,42.45000076293945,43.10370924176589,Actual,Predicted
2021-11-02,43.75000000000001,43.58942490991617,Actual,Predicted
2021-11-03,43.5,44.0693943166465,Actual,Predicted
2021-11-04,43.34999847412109,43.59408963745488,Actual,Predicted
2021-11-08,46.0,44.44635811426573,Actual,Predicted
2021-11-09,46.79999923706055,46.99167619144452,Actual,Predicted
2021-11-10,48.400001525878906,47.162796301999094,Actual,Predicted
2021-11-11,48.45000076293945,49.091306202824256,Actual,Predicted
2021-11-12,47.299999237060554,48.19270265156367,Actual,Predicted
2021-11-15,47.5,48.437399314642064,Actual,Predicted
2021-11-16,46.0,46.26520580054016,Actual,Predicted
2021-11-17,45.650001525878906,46.055497600284404,Actual,Predicted
2021-11-18,45.04999923706055,45.945125306367615,Actual,Predicted
2021-11-22,43.45000076293945,44.238831262783755,Actual,Predicted
2021-11-23,42.70000076293945,42.134760789809846,Actual,Predicted
2021-11-24,42.65000152587891,43.533803397329706,Actual,Predicted
2021-11-25,42.59999847412109,42.82293202259287,Actual,Predicted
2021-11-26,42.79999923706054,43.224229490349174,Actual,Predicted
2021-11-29,42.099998474121094,42.352890666175334,Actual,Predicted
2021-11-30,42.25,42.24231338239334,Actual,Predicted
2021-12-01,42.09999847412108,42.422873912797684,Actual,Predicted
2021-12-02,41.9000015258789,42.18167580015258,Actual,Predicted
2021-12-03,42.0,41.80795249407371,Actual,Predicted
2021-12-06,42.099998474121094,42.26274485914395,Actual,Predicted
2021-12-07,41.95000076293945,41.603431383067964,Actual,Predicted
2021-12-08,42.45000076293945,41.7732586857105,Actual,Predicted
2021-12-09,45.1500015258789,42.48181466355619,Actual,Predicted
2021-12-09,45.150001525878906,45.802390781462364,Actual,Predicted
2021-12-10,50.70000076293945,45.77478352312724,Actual,Predicted
2021-12-10,50.70000076293946,51.850149921171905,Actual,Predicted
2021-12-10,50.70000076293946,51.71891105766254,Actual,Predicted
2021-12-10,50.70000076293946,51.56511569566016,Actual,Predicted
2021-12-10,50.70000076293946,51.41449399119442,Actual,Predicted
2021-12-10,50.70000076293946,51.469536781776185,Actual,Predicted
2021-12-13,53.900001525878906,51.45423834503858,Actual,Predicted
2021-12-13,53.9000015258789,53.63899303494922,Actual,Predicted
2021-12-13,53.9000015258789,53.87360860792233,Actual,Predicted
2021-12-13,53.9000015258789,53.321083576483765,Actual,Predicted
2021-12-13,53.9000015258789,53.627877188514624,Actual,Predicted
2021-12-13,53.9000015258789,53.80544688621285,Actual,Predicted
2021-12-14,55.79999923706054,53.71418504170782,Actual,Predicted
2021-12-14,55.799999237060554,56.1271374638822,Actual,Predicted
2021-12-14,55.799999237060554,56.191027974528936,Actual,Predicted
2021-12-14,55.799999237060554,55.65253293335866,Actual,Predicted
2021-12-14,55.799999237060554,55.982190641464705,Actual,Predicted
2021-12-14,55.799999237060554,56.09606639463411,Actual,Predicted
2021-12-14,55.799999237060554,56.045798024034085,Actual,Predicted
2021-12-15,54.400001525878906,56.03822045081135,Actual,Predicted
2021-12-16,53.04999923706055,54.16992807439037,Actual,Predicted
2021-12-17,49.70000076293946,51.142543444280385,Actual,Predicted
2021-12-20,45.0,47.4387620082231,Actual,Predicted
2021-12-21,45.400001525878906,45.47446177715982,Actual,Predicted
2021-12-22,46.20000076293945,45.81082890661027,Actual,Predicted
2021-12-23,45.900001525878906,47.06340262895733,Actual,Predicted
2021-12-24,46.25,46.27742140464064,Actual,Predicted
2021-12-27,45.79999923706055,46.83546029145712,Actual,Predicted
2021-12-28,45.549999237060554,45.55963727804044,Actual,Predicted
2021-12-29,45.29999923706055,45.87010853786925,Actual,Predicted
2021-12-30,44.95000076293945,45.51263414772673,Actual,Predicted
2021-12-31,46.00000000000001,44.89611670872322,Actual,Predicted
2022-01-03,46.9000015258789,45.77066164383873,Actual,Predicted
2022-01-04,47.650001525878906,47.33226752312701,Actual,Predicted
2022-01-05,46.70000076293945,47.65078273520761,Actual,Predicted
2022-01-06,46.70000076293945,46.6780993186887,Actual,Predicted
2022-01-07,47.650001525878906,47.300241534738745,Actual,Predicted
2022-01-10,47.04999923706055,47.27463702365634,Actual,Predicted
2022-01-11,47.09999847412109,47.619703257871556,Actual,Predicted
2022-01-12,46.650001525878906,46.78036841690698,Actual,Predicted
2022-01-13,48.650001525878906,46.68163928632798,Actual,Predicted
2022-01-14,48.5,48.475029419677696,Actual,Predicted
2022-01-17,49.34999847412109,49.31450350311928,Actual,Predicted
2022-01-18,50.79999923706054,50.086565891755924,Actual,Predicted
2022-01-18,50.799999237060554,50.96663948126843,Actual,Predicted
2022-01-18,50.799999237060554,50.67097411542382,Actual,Predicted
2022-01-19,55.1500015258789,50.51384903367681,Actual,Predicted
2022-01-19,55.150001525878906,54.00584504649316,Actual,Predicted
2022-01-19,55.150001525878906,54.36842890208017,Actual,Predicted
2022-01-19,55.150001525878906,53.77080669260325,Actual,Predicted
2022-01-19,55.150001525878906,53.66112974343891,Actual,Predicted
2022-01-20,55.599998474121094,53.6898087722634,Actual,Predicted
2022-01-20,55.59999847412108,56.59981202704073,Actual,Predicted
2022-01-21,56.5,57.158800178818446,Actual,Predicted
2022-01-24,54.1500015258789,54.24642720612468,Actual,Predicted
2022-01-25,51.15000152587891,51.69410688152994,Actual,Predicted
2022-01-27,58.400001525878906,50.23629181224893,Actual,Predicted
2022-01-27,58.400001525878906,61.116702475497995,Actual,Predicted
2022-01-27,58.400001525878906,61.01857065197817,Actual,Predicted
2022-01-27,58.400001525878906,60.8638320321552,Actual,Predicted
2022-01-27,58.400001525878906,60.26800379849184,Actual,Predicted
2022-01-27,58.400001525878906,60.377797120035844,Actual,Predicted
2022-01-27,58.400001525878906,60.21190456996956,Actual,Predicted
2022-01-27,58.400001525878906,60.35783047377526,Actual,Predicted
2022-01-27,58.400001525878906,60.55130011544634,Actual,Predicted
2022-01-27,58.400001525878906,60.46898734013472,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-27,58.400001525878906,60.69415698336738,Actual,Predicted
2022-01-28,65.0,60.69415698336738,Actual,Predicted
2022-01-28,65.0,61.92382666336621,Actual,Predicted
2022-01-28,65.0,62.07896601074062,Actual,Predicted
2022-01-28,65.0,61.55764861456817,Actual,Predicted
2022-01-31,60.099998474121094,61.44131895879995,Actual,Predicted
2022-02-01,59.599998474121094,61.69019722685783,Actual,Predicted
2022-02-02,63.349998474121094,59.20149085601645,Actual,Predicted
2022-02-03,67.4000015258789,63.858577884873114,Actual,Predicted
2022-02-03,67.4000015258789,68.15202329770867,Actual,Predicted
2022-02-03,67.4000015258789,67.8034564408861,Actual,Predicted
2022-02-03,67.4000015258789,68.31678895480782,Actual,Predicted
2022-02-03,67.4000015258789,68.08894104323304,Actual,Predicted
2022-02-04,67.8499984741211,68.24552220581943,Actual,Predicted
2022-02-07,65.69999694824219,68.16895639546566,Actual,Predicted
2022-02-08,64.25,66.13003547432805,Actual,Predicted
2022-02-09,70.0,64.85518866771558,Actual,Predicted
2022-02-09,70.0,72.57454737515455,Actual,Predicted
2022-02-09,70.0,72.80042090868847,Actual,Predicted
2022-02-09,70.0,72.74766154026678,Actual,Predicted
2022-02-09,70.0,72.40950266947438,Actual,Predicted
2022-02-09,70.0,72.6162880015259,Actual,Predicted
2022-02-10,77.0,72.63479330689391,Actual,Predicted
2022-02-10,77.0,77.86351441658196,Actual,Predicted
2022-02-10,77.0,78.05548247393763,Actual,Predicted
2022-02-10,77.0,77.56858865074554,Actual,Predicted
2022-02-11,76.30000305175781,77.54518602441308,Actual,Predicted
2022-02-15,70.5,74.61640028158578,Actual,Predicted
2022-02-16,72.0999984741211,72.69788167440801,Actual,Predicted
2022-02-17,68.19999694824219,69.98181421328584,Actual,Predicted
2022-02-18,67.75,68.39889187516228,Actual,Predicted
2022-02-21,65.69999694824219,68.02782779268814,Actual,Predicted
2022-02-22,61.650001525878906,64.52862606919368,Actual,Predicted
2022-02-23,61.90000152587891,61.8142969184725,Actual,Predicted
2022-02-24,59.0,64.24757446858517,Actual,Predicted
2022-02-25,60.20000076293945,57.166402774946576,Actual,Predicted
2022-02-28,62.950000762939446,61.94159707702202,Actual,Predicted
2022-03-02,62.650001525878906,64.3958777108776,Actual,Predicted
2022-03-03,63.700000762939446,64.77045750478939,Actual,Predicted
2022-03-04,62.65000152587891,64.40737787909192,Actual,Predicted
2022-03-07,59.75,63.06448235162855,Actual,Predicted
2022-03-08,61.25,60.39890891941559,Actual,Predicted
2022-03-09,68.0,63.51931791221876,Actual,Predicted
2022-03-10,68.5,69.08573236877237,Actual,Predicted
2022-03-11,68.25,68.59820117790021,Actual,Predicted
2022-03-14,66.44999694824219,68.16939293167479,Actual,Predicted
2022-03-15,69.19999694824219,68.18398418944236,Actual,Predicted
2022-03-16,68.0,67.76097783815572,Actual,Predicted
2022-03-17,69.6500015258789,68.12240485026561,Actual,Predicted
2022-03-21,71.30000305175781,70.38855091523817,Actual,Predicted
2022-03-22,74.0,70.98450153358081,Actual,Predicted
2022-03-23,74.94999694824219,75.90696292606658,Actual,Predicted
2022-03-24,77.3499984741211,73.50686451457895,Actual,Predicted
2022-03-24,77.3499984741211,77.10975365502385,Actual,Predicted
2022-03-24,77.3499984741211,77.17563562157757,Actual,Predicted
2022-03-24,77.3499984741211,77.24423382990128,Actual,Predicted
2022-03-24,77.3499984741211,76.9965620944397,Actual,Predicted
2022-03-24,77.3499984741211,77.01311563325872,Actual,Predicted
2022-03-24,77.3499984741211,76.60795536832902,Actual,Predicted
2022-03-25,75.4000015258789,76.6363267383719,Actual,Predicted
2022-03-28,74.9000015258789,74.96424133465392,Actual,Predicted
2022-03-29,73.75,74.8434173682099,Actual,Predicted
2022-03-30,78.25,73.4496099691973,Actual,Predicted
2022-03-30,78.25,75.89670443001447,Actual,Predicted
2022-03-30,78.25,76.18800496293807,Actual,Predicted
2022-03-30,78.25,76.34708192050424,Actual,Predicted
2022-03-30,78.25,76.34132476324874,Actual,Predicted
2022-03-30,78.25,76.36350746564884,Actual,Predicted
2022-03-30,78.25,76.20570704391235,Actual,Predicted
2022-03-30,78.25,76.20956639637215,Actual,Predicted
2022-03-31,74.80000305175781,75.86911666930203,Actual,Predicted
2022-04-01,76.30000305175781,76.42892019175979,Actual,Predicted
2022-04-04,81.25,77.36345820816317,Actual,Predicted
