id,date,polarity,subjectivity,compound
94,2020-01-03,0.21,0.32,0.93
96,2020-01-03,-0.04,0.4,-0.62
103,2020-01-03,0.06,0.32,-0.98
104,2020-01-03,0.15,0.48,0.81
105,2020-01-03,0.13,0.45,-0.98
108,2020-01-03,0.23,0.34,0.89
99,2020-01-03,0.07,0.53,-0.1
100,2020-01-03,0.1,0.4,1.0
112,2020-01-03,0.07,0.41,0.94
102,2020-01-03,0.01,0.29,-0.96
101,2020-01-03,0.19,0.49,0.93
107,2020-01-03,0.0,0.29,0.96
111,2020-01-03,0.03,0.27,-0.93
109,2020-01-03,0.22,0.39,0.95
106,2020-01-03,0.09,0.38,0.99
118,2020-01-03,0.11,0.45,0.89
119,2020-01-03,0.01,0.31,0.98
110,2020-01-03,-0.03,0.44,0.68
120,2020-01-03,0.17,0.42,0.99
122,2020-01-03,0.13,0.19,0.89
123,2020-01-03,0.1,0.5,1.0
114,2020-01-03,0.07,0.28,0.99
113,2020-01-03,0.08,0.41,0.96
115,2020-01-03,0.33,0.45,0.93
127,2020-01-03,-0.01,0.47,0.95
128,2020-01-03,0.2,0.38,0.98
116,2020-01-03,0.05,0.33,-0.93
121,2020-01-03,0.15,0.42,0.99
132,2020-01-14,0.02,0.38,-0.86
126,2020-01-03,0.07,0.44,0.93
117,2020-01-03,0.21,0.41,0.93
134,2020-01-08,0.08,0.26,0.97
125,2020-01-03,0.2,0.45,0.91
135,2020-01-08,0.02,0.26,0.77
124,2020-01-03,0.15,0.43,0.99
130,2020-01-03,0.02,0.45,-0.99
139,2020-01-08,0.06,0.3,0.49
133,2020-01-08,0.08,0.42,0.97
129,2020-01-03,0.16,0.43,0.83
142,2020-01-08,0.1,0.31,0.42
143,2020-01-08,0.08,0.3,0.96
145,2020-01-08,0.04,0.41,0.9
137,2020-01-08,0.08,0.25,0.32
138,2020-01-08,0.15,0.41,0.38
140,2020-01-08,0.06,0.3,0.49
136,2020-01-08,0.02,0.26,0.77
131,2020-01-03,0.07,0.43,0.98
150,2020-01-08,0.15,0.38,0.99
151,2020-01-08,0.21,0.43,1.0
152,2020-01-08,0.05,0.23,0.98
148,2020-01-08,0.17,0.4,1.0
154,2020-01-08,0.05,0.38,0.79
144,2020-01-08,0.05,0.31,0.98
156,2020-01-08,0.12,0.41,1.0
155,2020-01-08,-0.09,0.29,-0.99
157,2020-01-08,0.11,0.38,0.91
159,2020-01-08,0.0,0.44,0.96
149,2020-01-08,0.05,0.31,0.27
147,2020-01-08,0.05,0.28,0.97
162,2020-01-08,0.05,0.28,0.99
164,2020-01-08,0.14,0.29,0.99
153,2020-01-08,-0.05,0.36,-0.99
146,2020-01-08,0.01,0.27,0.0
166,2020-01-08,0.23,0.45,1.0
168,2020-01-08,0.02,0.39,0.99
169,2020-01-08,0.02,0.39,0.99
141,2020-01-08,0.07,0.41,0.94
170,2020-01-08,0.05,0.37,0.99
158,2020-01-08,-0.01,0.35,0.97
171,2020-01-08,0.07,0.37,0.97
172,2020-01-08,0.08,0.52,0.95
173,2020-01-08,0.03,0.67,1.0
160,2020-01-08,0.02,0.46,0.88
163,2020-01-08,0.07,0.31,-0.84
175,2020-01-08,0.01,0.16,-0.68
177,2020-01-08,-0.02,0.34,-0.96
165,2020-01-08,-0.07,0.28,0.94
161,2020-01-08,0.02,0.46,0.88
181,2020-01-08,0.02,0.47,0.86
167,2020-01-08,0.05,0.42,0.72
176,2020-01-08,0.22,0.5,1.0
178,2020-01-08,0.17,0.3,0.97
174,2020-01-08,0.08,0.54,0.96
185,2020-01-08,0.1,0.47,0.9
180,2020-01-08,0.16,0.38,0.96
186,2020-01-08,0.04,0.32,0.98
179,2020-01-08,0.3,0.56,0.89
188,2020-01-08,-0.14,0.54,-0.77
189,2020-01-08,0.07,0.56,0.83
190,2020-01-08,0.0,0.0,0.44
182,2020-01-08,0.09,0.42,0.74
192,2020-01-01,0.05,0.36,-0.88
193,2020-01-01,0.09,0.4,0.98
196,2020-01-01,-0.01,0.34,0.94
195,2020-01-01,-0.01,0.34,0.94
197,2020-01-01,-0.02,0.33,0.64
199,2020-01-01,0.04,0.26,-0.46
200,2020-01-01,0.04,0.3,0.76
184,2020-01-08,0.1,0.42,0.94
183,2020-01-08,0.13,0.4,0.96
201,2020-01-01,0.06,0.18,0.74
202,2020-01-01,0.03,0.38,0.83
203,2020-01-01,0.2,0.39,0.49
187,2020-01-08,0.13,0.34,0.91
208,2020-01-01,0.08,0.42,0.99
191,2020-01-08,-0.29,0.52,0.34
210,2020-01-01,0.13,0.53,0.99
194,2020-01-01,0.09,0.4,0.98
198,2020-01-01,0.25,0.5,0.99
211,2020-01-01,-0.04,0.42,0.88
214,2020-01-01,0.02,0.37,-0.03
207,2020-01-01,0.01,0.22,0.98
205,2020-01-01,0.05,0.39,-0.75
204,2020-01-01,0.2,0.39,0.49
206,2020-01-01,0.12,0.47,0.99
218,2020-01-01,0.06,0.38,0.96
216,2020-01-01,0.05,0.38,0.99
213,2020-01-01,0.18,0.41,1.0
220,2020-01-01,0.02,0.35,0.95
222,2020-01-01,0.08,0.31,0.99
212,2020-01-01,-0.0,0.34,0.99
217,2020-01-01,0.16,0.44,1.0
215,2020-01-01,0.04,0.24,0.56
226,2020-01-01,0.05,0.44,0.96
209,2020-01-01,0.08,0.42,0.99
221,2020-01-01,0.11,0.44,0.99
219,2020-01-01,0.06,0.38,0.96
227,2020-01-01,0.03,0.29,0.74
230,2020-01-01,0.11,0.39,1.0
231,2020-01-01,0.0,0.27,0.82
232,2020-01-01,0.15,0.28,0.54
233,2020-01-01,0.13,0.43,1.0
234,2020-01-01,0.13,0.35,0.82
235,2020-01-01,0.05,0.44,1.0
223,2020-01-01,0.11,0.41,0.88
236,2020-01-01,0.05,0.44,1.0
237,2020-01-01,0.15,0.31,0.99
239,2020-01-01,0.08,0.43,0.97
240,2020-01-01,0.1,0.43,0.98
241,2020-01-01,0.09,0.31,0.97
225,2020-01-01,0.04,0.27,0.98
243,2020-01-01,0.08,0.34,0.98
224,2020-01-01,0.04,0.2,0.96
247,2020-01-01,0.02,0.41,0.98
238,2020-01-01,0.15,0.31,0.99
228,2020-01-01,0.01,0.5,-0.7
229,2020-01-01,-0.02,0.23,0.81
249,2020-01-02,0.0,0.35,0.91
242,2020-01-01,0.1,0.35,0.98
252,2020-01-02,0.02,0.43,-0.97
245,2020-01-01,0.21,0.34,0.87
254,2020-01-02,0.09,0.34,0.89
255,2020-01-02,-0.02,0.33,0.13
257,2020-01-02,0.03,0.38,-0.97
244,2020-01-01,0.15,0.34,0.99
246,2020-01-01,-0.17,0.31,0.4
258,2020-01-02,0.22,0.47,0.99
259,2020-01-02,0.08,0.49,0.98
260,2020-01-02,0.08,0.49,0.98
261,2020-01-02,0.1,0.32,0.98
248,2020-01-02,0.08,0.32,0.82
250,2020-01-02,0.07,0.47,0.93
266,2020-01-02,0.13,0.4,0.92
267,2020-01-02,0.03,0.35,0.87
256,2020-01-02,-0.02,0.33,0.13
251,2020-01-02,0.07,0.47,0.93
253,2020-01-02,-0.02,0.46,0.91
270,2020-01-02,0.01,0.37,0.9
263,2020-01-02,0.16,0.38,0.98
271,2020-01-02,0.16,0.49,0.99
262,2020-01-02,0.1,0.32,0.98
274,2020-01-02,0.02,0.39,0.99
264,2020-01-02,0.11,0.45,0.99
265,2020-01-02,0.22,0.32,0.7
277,2020-01-02,0.06,0.56,0.98
268,2020-01-02,0.01,0.23,0.98
278,2020-01-02,0.11,0.35,0.99
280,2020-01-02,0.16,0.44,0.98
269,2020-01-02,0.06,0.36,0.95
282,2020-01-02,0.08,0.36,0.89
272,2020-01-02,-0.09,0.34,-0.23
273,2020-01-02,0.04,0.34,0.99
275,2020-01-02,0.11,0.41,0.92
276,2020-01-02,0.06,0.56,0.98
286,2020-01-02,0.02,0.43,0.99
281,2020-01-02,0.23,0.52,1.0
279,2020-01-02,0.08,0.36,0.99
290,2020-01-02,0.04,0.29,0.93
283,2020-01-02,0.11,0.35,0.74
291,2020-01-02,0.03,0.31,-0.7
284,2020-01-02,0.1,0.34,1.0
285,2020-01-02,0.06,0.4,0.99
289,2020-01-02,0.21,0.39,0.92
288,2020-01-02,0.14,0.37,0.94
295,2020-01-02,0.1,0.52,0.9
297,2020-01-02,0.21,0.34,0.81
287,2020-01-02,0.14,0.37,0.96
300,2020-01-02,-0.09,0.64,0.49
292,2020-01-02,0.08,0.33,0.97
294,2020-01-02,0.08,0.56,0.94
293,2020-01-02,0.06,0.39,0.97
304,2020-01-02,0.24,0.34,1.0
296,2020-01-02,0.05,0.34,0.1
306,2020-01-05,0.14,0.45,0.46
303,2020-01-02,0.28,0.41,0.95
308,2020-01-05,0.15,0.38,0.0
298,2020-01-02,0.11,0.47,0.97
302,2020-01-02,0.25,0.51,0.99
301,2020-01-02,0.01,0.36,-0.17
311,2020-01-05,0.0,0.4,0.98
312,2020-01-05,0.0,0.35,0.7
313,2020-01-05,0.13,0.33,1.0
305,2020-01-05,0.07,0.26,-0.95
299,2020-01-02,0.04,0.44,0.91
307,2020-01-05,-0.04,0.42,-0.99
319,2020-01-05,0.03,0.33,0.86
309,2020-01-05,-0.07,0.26,-0.61
320,2020-01-05,0.09,0.55,0.99
315,2020-01-05,0.16,0.45,0.94
310,2020-01-05,0.11,0.37,-0.99
316,2020-01-05,0.03,0.35,-1.0
314,2020-01-05,0.13,0.43,1.0
323,2020-01-05,-0.01,0.28,0.74
324,2020-01-05,0.05,0.22,0.99
317,2020-01-05,0.09,0.33,-0.97
318,2020-01-05,-0.04,0.31,0.76
328,2020-01-05,0.07,0.3,0.99
330,2020-01-05,0.01,0.37,0.99
329,2020-01-05,0.01,0.2,0.42
332,2020-01-05,0.1,0.41,0.99
322,2020-01-05,0.08,0.39,0.42
321,2020-01-05,0.09,0.4,0.99
327,2020-01-05,0.06,0.37,0.96
334,2020-01-05,-0.07,0.47,-0.99
335,2020-01-05,0.09,0.35,0.12
338,2020-01-05,0.1,0.4,-0.99
325,2020-01-05,0.05,0.27,0.41
326,2020-01-05,-0.03,0.23,0.98
342,2020-01-05,0.25,0.3,-0.8
333,2020-01-05,0.07,0.37,0.98
331,2020-01-05,0.09,0.32,0.99
343,2020-01-05,0.16,0.37,-0.96
345,2020-01-05,0.11,0.37,0.99
336,2020-01-05,0.14,0.48,0.94
337,2020-01-05,0.03,0.23,-0.57
339,2020-01-05,0.13,0.6,-0.97
350,2020-01-05,0.15,0.43,0.61
340,2020-01-05,0.07,0.34,0.99
341,2020-01-05,0.07,0.34,0.99
344,2020-01-05,-0.12,0.41,0.89
346,2020-01-05,0.04,0.29,-0.61
353,2020-01-05,-0.02,0.33,-0.9
354,2020-01-05,0.01,0.48,0.8
355,2020-01-05,0.1,0.36,0.84
348,2020-01-05,0.12,0.31,0.96
347,2020-01-05,0.04,0.29,-0.61
357,2020-01-05,0.01,0.43,0.2
351,2020-01-05,-0.03,0.33,-1.0
349,2020-01-05,0.12,0.31,0.96
352,2020-01-05,0.06,0.37,0.43
356,2020-01-05,0.1,0.43,-0.97
358,2020-01-05,-0.04,0.11,-0.98
360,2020-01-05,0.05,0.21,0.98
361,2020-01-05,0.15,0.36,-0.72
365,2020-01-06,-0.05,0.44,0.96
366,2020-01-06,0.08,0.37,0.99
367,2020-01-06,0.15,0.44,1.0
359,2020-01-05,0.1,0.33,0.99
369,2020-01-06,0.15,0.41,-0.85
370,2020-01-06,0.06,0.34,-0.25
363,2020-01-05,0.12,0.25,0.89
371,2020-01-06,0.11,0.38,1.0
372,2020-01-06,0.14,0.44,1.0
373,2020-01-06,0.08,0.39,0.88
374,2020-01-06,0.26,0.63,0.87
375,2020-01-06,0.11,0.31,0.97
362,2020-01-05,0.03,0.35,-0.97
377,2020-01-06,0.11,0.48,0.99
378,2020-01-06,0.21,0.57,0.53
379,2020-01-06,0.1,0.39,1.0
384,2020-01-06,0.06,0.38,0.98
364,2020-01-05,-0.06,0.35,-0.99
376,2020-01-06,0.08,0.46,1.0
368,2020-01-06,0.04,0.42,0.9
380,2020-01-06,0.09,0.43,0.95
381,2020-01-06,0.09,0.49,0.99
382,2020-01-06,0.03,0.42,0.76
383,2020-01-06,0.08,0.37,0.99
388,2020-01-06,0.08,0.46,1.0
389,2020-01-06,0.03,0.36,-0.51
390,2020-01-06,0.33,0.38,1.0
391,2020-01-06,0.12,0.37,0.99
385,2020-01-06,0.1,0.39,1.0
393,2020-01-06,0.05,0.3,0.96
392,2020-01-06,0.18,0.38,0.82
398,2020-01-06,0.12,0.43,0.49
386,2020-01-06,0.11,0.48,0.99
387,2020-01-06,-0.05,0.44,0.96
394,2020-01-06,0.06,0.42,0.98
397,2020-01-06,0.04,0.29,0.98
395,2020-01-06,0.32,0.62,0.73
403,2020-01-06,0.05,0.46,0.46
404,2020-01-06,0.15,0.44,0.99
405,2020-01-06,0.1,0.25,0.64
396,2020-01-06,0.04,0.29,0.98
399,2020-01-06,0.01,0.41,0.61
406,2020-01-06,0.13,0.39,0.99
408,2020-01-06,0.08,0.39,0.71
407,2020-01-06,0.05,0.25,0.87
409,2020-01-06,0.06,0.39,-0.08
402,2020-01-06,0.05,0.46,0.46
400,2020-01-06,0.13,0.19,0.95
413,2020-01-06,-0.04,0.37,-0.89
416,2020-01-06,0.01,0.47,0.72
401,2020-01-06,0.16,0.37,0.98
419,2020-01-06,-0.07,0.35,-0.75
410,2020-01-06,0.09,0.47,0.92
420,2020-01-06,0.06,0.31,0.96
414,2020-01-06,0.1,0.35,-0.99
412,2020-01-06,0.07,0.51,0.93
411,2020-01-06,0.13,0.56,0.97
423,2020-01-06,0.05,0.38,0.97
415,2020-01-06,0.06,0.44,0.96
417,2020-01-06,0.02,0.31,0.98
428,2020-01-04,0.1,0.32,0.73
418,2020-01-06,0.16,0.49,0.93
422,2020-01-06,0.07,0.28,0.99
421,2020-01-06,0.1,0.39,0.94
430,2020-01-04,0.1,0.34,0.42
431,2020-01-04,0.1,0.34,0.42
427,2020-01-04,0.1,0.32,0.73
433,2020-01-04,0.03,0.34,0.91
424,2020-01-06,0.09,0.37,-0.96
434,2020-01-04,-0.0,0.3,-0.99
425,2020-01-06,0.09,0.37,-0.96
435,2020-01-04,-0.05,0.29,-0.99
438,2020-01-04,0.05,0.39,0.9
439,2020-01-04,0.26,0.53,0.98
426,2020-01-04,0.06,0.35,-0.98
442,2020-01-04,-0.12,0.58,-0.84
443,2020-01-04,-0.04,0.27,0.6
429,2020-01-04,-0.0,0.37,-0.99
444,2020-01-04,-0.01,0.37,-1.0
446,2020-01-04,0.03,0.38,-1.0
432,2020-01-04,0.05,0.26,-0.9
436,2020-01-04,0.05,0.37,0.71
437,2020-01-04,0.05,0.37,0.71
440,2020-01-04,0.1,0.29,0.93
450,2020-01-04,0.09,0.38,-0.99
451,2020-01-04,0.02,0.34,0.99
452,2020-01-04,0.14,0.53,0.99
453,2020-01-04,0.0,0.2,0.64
454,2020-01-04,0.24,0.45,0.95
455,2020-01-04,0.18,0.31,0.94
457,2020-01-04,0.08,0.4,0.98
458,2020-01-04,0.02,0.52,0.78
441,2020-01-04,0.03,0.1,0.36
445,2020-01-04,-0.01,0.37,-1.0
461,2020-01-04,0.13,0.31,0.99
447,2020-01-04,-0.01,0.38,-0.92
460,2020-01-04,-0.06,0.42,-1.0
463,2020-01-04,0.03,0.28,0.92
465,2020-01-04,-0.0,0.47,-0.99
466,2020-01-04,0.08,0.37,1.0
467,2020-01-04,0.17,0.46,0.98
468,2020-01-04,0.17,0.46,0.98
469,2020-01-04,0.04,0.42,0.97
456,2020-01-04,0.07,0.25,-0.48
448,2020-01-04,0.08,0.42,0.64
459,2020-01-04,-0.16,0.54,-0.97
471,2020-01-04,0.16,0.35,0.61
472,2020-01-04,0.01,0.35,0.97
449,2020-01-04,0.05,0.43,-0.95
474,2020-01-04,0.54,0.71,0.57
475,2020-01-04,0.08,0.37,0.98
477,2020-01-04,0.01,0.5,0.97
478,2020-01-04,0.04,0.24,-0.91
462,2020-01-04,0.36,0.57,-0.54
470,2020-01-04,0.04,0.42,0.97
464,2020-01-04,0.24,0.49,0.94
479,2020-01-04,0.17,0.35,0.88
473,2020-01-04,0.08,0.32,0.99
480,2020-01-04,0.22,0.47,0.97
481,2020-01-04,0.13,0.35,0.97
487,2020-01-07,0.13,0.6,1.0
489,2020-01-07,0.02,0.39,0.8
483,2020-01-04,-0.29,0.42,-0.99
485,2020-01-04,0.11,0.4,0.94
491,2020-01-07,0.12,0.35,0.78
476,2020-01-04,-0.02,0.41,0.63
484,2020-01-04,0.11,0.53,0.9
492,2020-01-07,0.05,0.34,0.25
482,2020-01-04,0.22,0.59,0.34
494,2020-01-07,0.01,0.25,0.88
488,2020-01-07,-0.01,0.22,0.99
497,2020-01-07,0.05,0.36,-0.95
498,2020-01-07,0.02,0.37,-0.64
500,2020-01-07,0.09,0.37,0.99
486,2020-01-04,0.18,0.39,1.0
490,2020-01-07,0.02,0.39,0.8
503,2020-01-07,0.17,0.44,0.4
505,2020-01-07,0.13,0.46,0.99
493,2020-01-07,0.05,0.34,0.25
502,2020-01-07,0.07,0.27,0.87
501,2020-01-07,0.09,0.37,0.99
495,2020-01-07,0.03,0.34,-0.97
508,2020-01-07,0.03,0.35,0.97
510,2020-01-07,0.02,0.42,0.38
511,2020-01-07,0.02,0.42,0.38
512,2020-01-07,0.0,0.4,0.91
514,2020-01-07,0.06,0.32,0.4
506,2020-01-07,0.11,0.36,0.9
504,2020-01-07,0.17,0.44,0.4
515,2020-01-07,0.09,0.43,0.96
516,2020-01-07,0.02,0.41,0.99
517,2020-01-07,0.23,0.45,0.95
520,2020-01-07,0.05,0.33,0.99
513,2020-01-07,0.18,0.27,0.98
509,2020-01-07,0.1,0.37,0.97
507,2020-01-07,0.11,0.38,0.92
496,2020-01-07,0.15,0.35,0.99
524,2020-01-07,-0.02,0.42,0.98
525,2020-01-07,-0.02,0.42,0.98
499,2020-01-07,0.09,0.41,0.97
518,2020-01-07,0.23,0.45,0.95
529,2020-01-07,0.16,0.31,0.95
519,2020-01-07,-0.03,0.38,-0.92
530,2020-01-07,-0.01,0.32,0.99
532,2020-01-07,0.15,0.44,-0.88
521,2020-01-07,0.04,0.48,0.97
527,2020-01-07,0.07,0.3,0.91
523,2020-01-07,0.04,0.48,0.97
522,2020-01-07,0.02,0.48,0.97
534,2020-01-07,0.07,0.46,0.98
537,2020-01-07,0.06,0.14,0.27
526,2020-01-07,0.07,0.31,0.89
540,2020-01-07,0.11,0.33,0.84
528,2020-01-07,0.02,0.29,1.0
541,2020-01-07,0.13,0.4,0.93
533,2020-01-07,0.07,0.24,-0.53
531,2020-01-07,-0.02,0.31,-0.99
544,2020-01-07,-0.09,0.51,-0.96
545,2020-01-07,0.26,0.38,0.29
536,2020-01-07,-0.01,0.37,0.98
538,2020-01-07,0.06,0.33,0.92
539,2020-01-07,0.06,0.47,0.99
550,2020-01-09,0.03,0.37,0.99
551,2020-01-09,0.12,0.42,0.95
543,2020-01-07,0.09,0.35,0.9
552,2020-01-09,0.1,0.41,0.98
553,2020-01-09,0.1,0.41,0.98
542,2020-01-07,0.1,0.44,1.0
555,2020-01-09,0.05,0.42,0.76
535,2020-01-07,-0.01,0.37,0.98
547,2020-01-07,0.12,0.39,0.93
559,2020-01-09,0.15,0.31,0.99
548,2020-01-07,0.21,0.35,0.92
549,2020-01-07,0.04,0.45,0.88
562,2020-01-09,0.19,0.47,1.0
554,2020-01-09,0.17,0.48,0.97
556,2020-01-09,0.05,0.42,0.76
563,2020-01-09,-0.03,0.21,0.78
565,2020-01-09,0.12,0.41,0.98
566,2020-01-09,-0.08,0.26,0.0
561,2020-01-09,0.07,0.32,0.97
557,2020-01-09,0.0,0.47,0.54
567,2020-01-09,0.09,0.44,1.0
569,2020-01-09,0.01,0.3,0.98
570,2020-01-09,0.07,0.37,0.99
558,2020-01-09,-0.02,0.41,-0.99
571,2020-01-09,0.12,0.32,0.82
572,2020-01-09,0.18,0.49,1.0
574,2020-01-09,0.18,0.49,1.0
560,2020-01-09,0.09,0.18,-0.36
578,2020-01-09,0.07,0.38,0.92
564,2020-01-09,-0.12,0.58,-1.0
579,2020-01-09,0.01,0.45,0.99
580,2020-01-09,0.01,0.45,0.99
581,2020-01-09,0.04,0.26,-0.95
568,2020-01-09,0.01,0.34,-0.84
573,2020-01-09,0.18,0.49,1.0
584,2020-01-09,0.06,0.4,0.93
586,2020-01-09,0.06,0.33,0.91
585,2020-01-09,-0.01,0.19,0.51
546,2020-01-07,0.17,0.47,0.87
577,2020-01-09,0.13,0.32,1.0
590,2020-01-09,0.05,0.43,1.0
576,2020-01-09,-0.03,0.43,-0.95
591,2020-01-09,0.06,0.42,0.92
582,2020-01-09,0.03,0.39,0.97
592,2020-01-09,0.05,0.34,-0.7
575,2020-01-09,0.07,0.44,0.98
593,2020-01-09,0.05,0.35,0.81
595,2020-01-09,0.09,0.56,0.95
597,2020-01-09,0.11,0.5,0.95
598,2020-01-09,-0.03,0.27,0.79
588,2020-01-09,0.17,0.37,0.99
587,2020-01-09,0.17,0.34,0.94
583,2020-01-09,0.04,0.35,-0.57
589,2020-01-09,0.0,0.33,-0.83
594,2020-01-09,0.12,0.49,0.86
596,2020-01-09,0.06,0.62,0.98
606,2020-01-09,0.11,0.37,0.93
607,2020-01-09,0.06,0.14,0.27
599,2020-01-09,0.1,0.43,0.97
600,2020-01-09,0.16,0.4,0.95
608,2020-01-09,0.02,0.23,0.95
609,2020-01-09,0.17,0.48,1.0
610,2020-01-09,0.29,0.58,1.0
611,2020-01-09,0.01,0.34,0.94
602,2020-01-09,0.11,0.41,-0.65
601,2020-01-09,0.08,0.45,0.98
603,2020-01-09,0.1,0.3,-0.12
617,2020-01-12,0.07,0.39,0.95
604,2020-01-09,0.13,0.38,0.18
618,2020-01-12,0.14,0.39,-0.73
605,2020-01-09,0.13,0.38,0.18
613,2020-01-12,0.04,0.47,0.25
612,2020-01-09,0.06,0.35,0.99
615,2020-01-12,0.11,0.39,0.16
614,2020-01-12,-0.01,0.31,0.7
616,2020-01-12,0.13,0.39,-0.93
619,2020-01-12,0.08,0.35,-0.91
625,2020-01-12,0.1,0.39,0.99
620,2020-01-12,0.1,0.42,-0.98
626,2020-01-12,0.1,0.39,0.99
628,2020-01-12,0.03,0.24,0.44
631,2020-01-12,0.04,0.39,-0.75
632,2020-01-12,-0.02,0.31,0.18
621,2020-01-12,0.09,0.41,0.99
623,2020-01-12,0.02,0.42,-0.61
627,2020-01-12,0.04,0.27,0.97
622,2020-01-12,0.03,0.33,0.36
624,2020-01-12,-0.03,0.38,-0.79
637,2020-01-12,0.06,0.49,-0.42
638,2020-01-12,0.1,0.42,0.85
630,2020-01-12,0.13,0.38,0.98
629,2020-01-12,0.11,0.28,0.77
633,2020-01-12,0.04,0.32,0.48
634,2020-01-12,0.04,0.32,0.48
635,2020-01-12,0.01,0.26,0.98
644,2020-01-12,-0.05,0.43,-1.0
645,2020-01-12,0.05,0.37,-0.94
636,2020-01-12,0.13,0.39,0.99
643,2020-01-12,0.06,0.32,0.97
646,2020-01-12,0.07,0.43,0.97
647,2020-01-12,0.17,0.28,0.23
639,2020-01-12,-0.0,0.48,-0.36
641,2020-01-12,0.06,0.32,1.0
649,2020-01-12,0.07,0.31,0.68
652,2020-01-12,0.0,0.13,0.74
642,2020-01-12,0.1,0.47,-0.59
653,2020-01-12,-0.04,0.22,0.67
654,2020-01-12,0.12,0.31,0.96
655,2020-01-12,0.15,0.42,1.0
656,2020-01-12,0.23,0.43,0.99
640,2020-01-12,0.06,0.32,1.0
650,2020-01-12,-0.07,0.29,-0.98
