id,date,polarity,subjectivity,compound
7,2013-01-01,0.01,0.43,0.89
2,2013-01-01,0.09,0.52,0.99
0,2013-01-01,0.12,0.43,0.99
4,2013-01-01,0.19,0.36,0.05
6,2013-01-01,0.14,0.61,0.99
3,2013-01-01,0.02,0.34,0.99
8,2013-01-01,0.13,0.34,0.99
10,2013-01-01,-0.01,0.4,-0.97
9,2013-01-01,0.02,0.37,0.93
12,2013-01-01,0.06,0.42,-0.98
13,2013-01-01,0.07,0.54,0.87
11,2013-01-01,0.02,0.33,0.03
14,2013-01-01,0.04,0.33,-0.95
15,2013-01-01,0.04,0.42,0.97
16,2013-01-01,0.03,0.39,0.09
17,2013-01-01,0.06,0.29,0.76
18,2013-01-01,0.1,0.36,0.97
20,2013-01-01,0.07,0.33,0.99
23,2013-01-01,0.25,0.52,0.96
24,2013-01-01,0.06,0.24,0.81
25,2013-01-01,0.03,0.35,0.61
26,2013-01-01,0.09,0.47,0.98
27,2013-01-01,0.1,0.37,0.97
28,2013-01-01,0.09,0.54,0.95
29,2013-01-01,0.09,0.38,0.95
31,2013-01-01,0.1,0.44,0.93
32,2013-01-01,-0.08,0.45,-0.91
30,2013-01-01,0.11,0.53,0.98
33,2013-01-01,0.02,0.33,-0.65
35,2013-01-01,0.04,0.34,0.97
34,2013-01-01,0.12,0.44,0.99
36,2013-01-01,-0.04,0.24,0.98
38,2013-01-01,0.03,0.21,0.95
39,2013-01-01,0.05,0.28,-0.94
37,2013-01-01,0.08,0.45,0.99
40,2013-01-01,0.07,0.38,0.96
41,2013-01-01,-0.02,0.38,-0.38
5,2013-01-01,0.04,0.21,0.56
42,2013-01-01,0.01,0.25,-0.58
44,2013-01-01,-0.1,0.4,0.23
43,2013-01-01,0.14,0.37,0.95
46,2013-01-01,0.13,0.41,0.99
1,2013-01-01,0.15,0.51,0.81
48,2013-01-01,0.02,0.36,0.98
47,2013-01-01,0.05,0.32,0.91
19,2013-01-01,0.0,0.38,-1.0
49,2013-01-01,0.05,0.4,-0.99
52,2013-01-01,0.09,0.36,1.0
54,2013-01-01,0.08,0.3,0.99
53,2013-01-01,0.07,0.48,0.82
56,2013-01-01,0.0,0.1,0.05
55,2013-01-01,0.25,0.52,0.99
50,2013-01-01,-0.02,0.41,0.99
58,2013-01-01,0.38,0.48,0.61
57,2013-01-01,-0.0,0.53,0.91
60,2013-01-03,0.11,0.46,0.56
61,2013-01-02,0.08,0.49,0.96
59,2013-01-01,0.1,0.54,0.92
21,2013-01-01,0.25,0.32,0.99
63,2013-01-09,0.05,0.38,-0.92
62,2013-01-08,0.05,0.31,0.99
66,2013-01-01,0.08,0.35,0.96
64,2013-01-01,-0.06,0.25,-0.93
22,2013-01-01,0.17,0.53,1.0
67,2013-01-01,0.13,0.39,-0.69
65,2013-01-01,-0.01,0.39,0.18
69,2013-01-01,-0.02,0.33,0.51
68,2013-01-01,0.08,0.25,0.57
71,2013-01-01,0.12,0.63,0.36
70,2013-01-01,-0.04,0.33,-0.88
72,2013-01-01,0.0,0.0,-0.3
73,2013-01-01,0.09,0.34,1.0
75,2013-01-01,0.3,0.5,0.03
74,2013-01-01,0.0,0.0,-0.3
76,2013-01-01,0.1,0.34,-1.0
78,2013-01-01,0.06,0.39,0.96
77,2013-01-01,0.05,0.37,-0.64
80,2013-01-01,0.01,0.21,-0.91
