id,date,polarity,subjectivity,compound
1430,2023-01-15,0.2,0.45,1.0
1432,2023-01-15,0.11,0.47,0.99
1425,2023-01-15,0.16,0.35,0.95
1436,2023-01-15,0.2,0.41,0.99
1438,2023-01-15,-0.05,0.38,-0.95
1440,2023-01-15,0.0,0.41,-0.85
1435,2023-01-15,0.23,0.43,0.99
1443,2023-01-15,0.1,0.31,0.98
1441,2023-01-15,0.14,0.4,0.99
1446,2023-01-15,0.02,0.33,-0.08
1445,2023-01-15,0.19,0.33,0.98
1444,2023-01-15,-0.09,0.35,-0.99
1447,2023-01-15,0.14,0.46,0.99
1448,2023-01-15,0.15,0.43,0.99
1449,2023-01-15,0.16,0.41,1.0
1451,2023-01-15,-0.01,0.26,-0.99
1452,2023-01-15,-0.01,0.33,0.7
1453,2023-01-15,0.03,0.32,0.93
1454,2023-01-15,0.0,0.26,0.66
1456,2023-01-15,0.17,0.34,0.85
1457,2023-01-15,-0.06,0.2,0.95
1458,2023-01-15,0.01,0.41,-0.9
1459,2023-01-15,0.08,0.42,-0.9
1439,2023-01-15,0.18,0.27,0.46
1442,2023-01-15,0.09,0.18,0.42
1460,2023-01-15,-0.01,0.32,0.88
1461,2023-01-15,-0.01,0.32,0.88
1462,2023-01-12,0.09,0.44,0.95
1429,2023-01-15,0.15,0.5,0.98
1465,2023-01-12,0.04,0.68,-0.86
1466,2023-01-12,0.06,0.38,0.99
1467,2023-01-12,0.16,0.48,0.9
1468,2023-01-12,0.03,0.43,0.84
1469,2023-01-12,0.09,0.39,0.82
1470,2023-01-12,0.11,0.26,0.94
1472,2023-01-12,0.15,0.43,1.0
1428,2023-01-15,0.07,0.28,0.6
1455,2023-01-15,0.0,0.26,0.66
1464,2023-01-12,0.08,0.41,0.1
1473,2023-01-12,0.09,0.44,0.95
1463,2023-01-12,0.1,0.44,0.99
1471,2023-01-12,0.25,0.39,0.91
1437,2023-01-15,0.04,0.26,-0.2
1450,2023-01-15,0.05,0.27,0.96
1805,2023-01-04,-0.01,0.26,-0.93
1800,2023-01-04,0.13,0.31,0.94
1801,2023-01-04,-0.03,0.08,0.91
1810,2023-01-04,-0.01,0.58,0.0
1809,2023-01-04,0.07,0.41,1.0
1812,2023-01-04,-0.0,0.36,0.66
1814,2023-01-04,0.24,0.52,0.98
1811,2023-01-04,0.04,0.39,0.96
1818,2023-01-04,0.02,0.46,0.95
1817,2023-01-04,0.06,0.45,1.0
1816,2023-01-04,0.02,0.35,-0.99
1819,2023-01-04,0.09,0.41,0.96
1820,2023-01-04,0.03,0.54,0.17
1815,2023-01-04,0.11,0.55,0.88
1821,2023-01-04,-0.01,0.52,-0.78
1822,2023-01-04,-0.03,0.56,0.95
1825,2023-01-04,0.08,0.49,0.83
1828,2023-01-04,0.22,0.42,0.95
1823,2023-01-04,0.18,0.54,1.0
1829,2023-01-04,-0.15,0.52,-0.75
1831,2023-01-04,0.07,0.44,0.95
1833,2023-01-04,0.11,0.55,0.88
1830,2023-01-04,0.29,0.39,0.75
1834,2023-01-04,0.13,0.49,0.99
1824,2023-01-04,0.04,0.38,-0.79
1806,2023-01-04,0.04,0.35,-0.92
1813,2023-01-04,0.13,0.41,0.69
1839,2023-01-04,0.15,0.39,0.98
1838,2023-01-04,-0.03,0.45,0.99
1832,2023-01-04,0.02,0.32,0.94
1827,2023-01-04,0.03,0.4,0.84
1841,2023-01-03,0.26,0.38,0.96
1826,2023-01-04,0.35,0.47,0.75
1842,2023-01-03,-0.06,0.34,-0.89
1843,2023-01-03,-0.03,0.44,-0.94
1844,2023-01-03,0.13,0.4,1.0
1845,2023-01-03,0.06,0.29,-0.99
1846,2023-01-03,0.19,0.42,0.93
1848,2023-01-03,0.07,0.4,0.99
1849,2023-01-03,0.03,0.25,-0.99
1850,2023-01-03,0.05,0.22,0.93
1835,2023-01-04,0.27,0.4,0.88
1853,2023-01-03,-0.17,0.75,0.03
1854,2023-01-03,0.21,0.22,0.92
