id,date,polarity,subjectivity,compound
5,2010-01-08,0.07,0.47,0.98
4,2010-01-08,0.01,0.4,0.96
6,2010-01-08,0.08,0.33,0.99
2,2010-01-08,0.15,0.41,0.99
1,2010-01-08,0.21,0.47,1.0
0,2010-01-08,0.11,0.26,0.99
3,2010-01-08,0.05,0.42,0.97
7,2010-01-08,0.08,0.47,0.99
8,2010-01-08,-0.01,0.4,0.96
9,2010-01-08,0.05,0.48,0.98
10,2010-01-08,0.15,0.44,0.99
12,2010-01-08,0.12,0.16,0.94
11,2010-01-08,0.13,0.47,0.98
13,2010-01-08,0.12,0.16,0.94
15,2010-01-08,0.06,0.43,0.89
14,2010-01-08,0.1,0.59,0.97
16,2010-01-08,0.13,0.32,0.99
17,2010-01-08,0.05,0.25,0.05
18,2010-01-08,0.04,0.37,0.99
19,2010-01-08,0.0,0.0,0.0
20,2010-01-08,0.0,0.0,0.0
23,2010-01-08,0.01,0.44,0.93
24,2010-01-08,0.08,0.49,-0.44
21,2010-01-08,0.11,0.36,0.93
25,2010-01-08,0.11,0.49,0.44
22,2010-01-08,0.16,0.59,0.95
26,2010-01-08,0.07,0.42,0.96
27,2010-01-08,-0.18,0.44,0.87
29,2010-01-08,0.15,0.35,0.96
30,2010-01-08,0.04,0.34,-0.92
28,2010-01-08,0.21,0.53,0.99
31,2010-01-08,0.11,0.46,-0.36
32,2010-01-08,0.16,0.59,0.98
33,2010-01-08,-0.02,0.36,-0.79
34,2010-01-08,0.06,0.38,0.38
35,2010-01-08,0.1,0.46,0.99
36,2010-01-08,0.05,0.48,0.85
38,2010-01-08,0.09,0.39,-0.98
37,2010-01-08,0.06,0.3,0.9
39,2010-01-08,0.01,0.43,-0.96
40,2010-01-08,0.17,0.5,-1.0
41,2010-01-08,0.08,0.24,-0.79
42,2010-01-08,0.22,0.44,0.99
46,2010-01-08,0.06,0.51,-0.8
49,2010-01-08,0.07,0.44,-0.93
44,2010-01-08,0.06,0.48,0.96
45,2010-01-08,0.13,0.49,0.99
48,2010-01-08,0.02,0.44,0.92
47,2010-01-08,0.05,0.24,0.95
43,2010-01-08,0.07,0.73,0.77
50,2010-01-08,0.13,0.35,0.9
52,2010-01-08,0.09,0.38,0.99
51,2010-01-08,0.12,0.44,-0.94
53,2010-01-08,0.02,0.48,0.85
55,2010-01-08,0.07,0.47,0.97
56,2010-01-08,0.16,0.33,0.98
54,2010-01-08,0.06,0.48,0.74
57,2010-01-08,0.16,0.43,0.71
58,2010-01-08,-0.01,0.44,0.84
61,2010-01-04,0.03,0.27,-0.64
59,2010-01-08,0.1,0.39,0.98
60,2010-01-02,0.05,0.3,0.84
62,2010-01-06,0.15,0.3,-0.77
63,2010-01-03,0.11,0.43,0.85
64,2010-01-05,0.11,0.43,0.99
65,2010-01-01,0.19,0.5,1.0
66,2010-01-07,0.09,0.31,0.99
67,2010-01-09,-0.04,0.37,-0.49
68,2010-01-11,0.1,0.46,-0.71
