id,date,polarity,subjectivity,compound
6,2008-01-07,0.15,0.3,0.98
4,2008-01-07,0.15,0.39,1.0
5,2008-01-07,0.06,0.26,0.99
3,2008-01-07,-0.01,0.25,-0.98
2,2008-01-07,-0.04,0.38,0.96
1,2008-01-07,0.1,0.49,0.79
0,2008-01-07,-0.12,0.29,0.86
7,2008-01-07,0.21,0.42,1.0
8,2008-01-07,0.06,0.29,0.99
11,2008-01-07,-0.03,0.43,0.98
10,2008-01-07,-0.1,0.1,-0.32
9,2008-01-07,-0.14,0.36,-0.99
14,2008-01-07,-0.04,0.61,0.88
13,2008-01-07,-0.0,0.46,-0.68
15,2008-01-07,0.04,0.39,0.96
12,2008-01-07,0.16,0.42,0.62
17,2008-01-07,0.05,0.2,0.98
16,2008-01-07,0.1,0.3,-0.94
20,2008-01-07,0.09,0.35,0.93
21,2008-01-07,0.05,0.41,-0.8
23,2008-01-07,0.1,0.34,0.87
22,2008-01-07,0.22,0.56,0.98
19,2008-01-07,-0.25,0.66,0.03
18,2008-01-07,0.01,0.35,-0.18
24,2008-01-07,0.0,0.41,0.82
25,2008-01-07,0.13,0.53,0.98
28,2008-01-07,0.06,0.34,0.96
26,2008-01-07,0.02,0.44,-0.96
27,2008-01-07,-0.13,0.19,-0.99
31,2008-01-07,0.02,0.43,0.95
29,2008-01-07,-0.01,0.32,-0.94
30,2008-01-07,0.0,0.32,-0.91
34,2008-01-07,0.28,0.41,0.99
36,2008-01-07,0.07,0.31,0.98
35,2008-01-07,0.07,0.35,0.99
33,2008-01-07,0.0,0.5,-0.23
40,2008-01-07,0.18,0.46,0.99
38,2008-01-07,-0.01,0.31,0.78
32,2008-01-07,0.23,0.57,0.98
37,2008-01-07,0.45,0.52,0.44
39,2008-01-07,0.01,0.43,0.73
79,2008-01-04,0.08,0.41,-0.94
82,2008-01-08,0.07,0.24,0.92
81,2008-01-03,0.29,0.36,0.86
84,2008-01-09,0.03,0.37,-0.93
86,2008-01-01,-0.25,0.27,-0.97
83,2008-01-02,0.09,0.48,0.8
161,2008-01-10,0.03,0.38,-0.44
200,2008-01-03,-0.02,0.25,-0.89
201,2008-01-03,0.0,0.31,0.0
203,2008-01-03,0.1,0.33,-0.86
202,2008-01-03,0.02,0.36,0.9
204,2008-01-03,-0.15,0.33,0.27
242,2008-01-12,0.0,0.0,0.27
243,2008-01-08,0.06,0.36,0.3
244,2008-01-08,0.0,0.21,0.92
246,2008-01-08,-0.05,0.43,-0.68
245,2008-01-08,0.09,0.3,-0.08
247,2008-01-08,0.04,0.55,0.95
248,2008-01-08,0.01,0.35,-0.98
249,2008-01-08,0.17,0.4,-0.46
289,2008-01-02,0.06,0.29,0.57
287,2008-01-02,0.08,0.42,0.98
364,2008-01-17,0.04,0.49,0.93
365,2008-01-18,0.07,0.38,0.63
366,2008-01-13,-0.22,0.25,-0.32
368,2008-01-16,-0.05,0.42,-0.61
367,2008-01-15,0.05,0.37,0.99
370,2008-01-20,0.0,0.0,0.0
409,2008-01-11,-0.07,0.28,-0.98
369,2008-01-14,-0.06,0.22,-0.97
410,2008-01-11,0.35,0.2,0.73
412,2008-01-11,0.02,0.23,0.8
487,2008-01-21,0.0,0.0,0.0
489,2008-01-28,0.07,0.23,-0.99
490,2008-01-26,0.07,0.24,0.94
491,2008-01-24,0.05,0.45,0.94
493,2008-01-17,0.14,0.31,0.96
494,2008-01-17,-0.2,0.5,0.0
532,2008-01-22,0.07,0.25,0.61
78,2008-01-01,0.14,0.44,0.92
533,2008-01-23,0.1,0.42,0.62
535,2008-01-18,0.06,0.26,0.94
85,2008-01-01,-0.14,0.22,-0.92
198,2008-01-11,0.11,0.37,-0.69
199,2008-01-03,-0.04,0.45,-0.91
610,2008-01-15,0.11,0.44,0.69
612,2008-01-15,-0.03,0.42,-0.77
613,2008-01-15,0.1,0.2,0.72
614,2008-01-15,0.0,0.25,0.49
288,2008-01-02,0.14,0.38,-0.38
611,2008-01-15,0.2,0.42,0.96
534,2008-01-18,0.0,0.0,-0.13
411,2008-01-11,-0.03,0.28,-0.97
488,2008-01-27,0.13,0.31,-0.15
5201,2008-02-19,-0.02,0.44,-0.99
5202,2008-02-19,0.13,0.33,0.9
5195,2008-02-19,0.15,0.35,0.95
5198,2008-02-19,0.01,0.33,-0.84
5206,2008-02-19,0.05,0.42,-0.81
5199,2008-02-19,0.06,0.36,0.96
5204,2008-02-19,0.14,0.6,0.98
5200,2008-02-19,-0.09,0.21,-0.82
5180,2008-02-19,0.06,0.53,0.94
5194,2008-02-19,0.04,0.45,0.95
5208,2008-02-19,-0.08,0.38,0.19
5203,2008-02-19,-0.0,0.51,-0.42
5205,2008-02-19,0.1,0.45,-0.95
5207,2008-02-19,-0.03,0.43,-0.73
5213,2008-02-19,0.07,0.37,0.25
5209,2008-02-19,0.05,0.33,0.97
5212,2008-02-19,0.1,0.49,0.77
5211,2008-02-19,-0.04,0.23,-0.53
5210,2008-02-19,-0.03,0.22,-0.96
5214,2008-02-19,0.06,0.39,0.97
5221,2008-02-18,0.15,0.43,0.99
5222,2008-02-18,0.17,0.32,0.97
5218,2008-02-19,0.12,0.48,0.21
5216,2008-02-19,0.11,0.43,0.99
5215,2008-02-19,0.05,0.29,0.92
5217,2008-02-19,0.05,0.36,-0.87
5220,2008-02-19,0.07,0.4,0.78
5219,2008-02-19,0.11,0.35,-0.05
5227,2008-02-18,0.07,0.35,1.0
5223,2008-02-18,0.08,0.4,0.94
5232,2008-02-18,0.15,0.51,0.96
5233,2008-02-18,0.03,0.43,0.95
5228,2008-02-18,0.08,0.39,0.98
5229,2008-02-18,0.17,0.5,0.98
5225,2008-02-18,0.04,0.27,0.98
5224,2008-02-18,0.03,0.28,0.44
5226,2008-02-18,-0.04,0.32,0.9
5239,2008-02-18,0.1,0.44,-0.99
5231,2008-02-18,0.02,0.34,1.0
5230,2008-02-18,-0.07,0.39,0.84
5234,2008-02-18,0.07,0.36,0.96
5235,2008-02-18,0.1,0.48,0.95
5240,2008-02-18,0.08,0.34,0.99
5236,2008-02-18,0.06,0.41,0.84
5237,2008-02-18,0.05,0.18,0.56
5244,2008-02-18,-0.06,0.22,-0.95
5243,2008-02-18,0.03,0.43,-0.34
5248,2008-02-18,0.08,0.46,0.97
5238,2008-02-18,0.15,0.4,-0.15
5242,2008-02-18,-0.0,0.35,-0.49
5241,2008-02-18,-0.03,0.45,0.36
5245,2008-02-18,0.06,0.38,0.92
5253,2008-02-18,0.05,0.43,0.93
5255,2008-02-18,-0.0,0.41,-0.91
5246,2008-02-18,0.0,0.42,0.32
5250,2008-02-18,0.13,0.51,1.0
5258,2008-02-18,0.06,0.2,0.74
5259,2008-02-18,0.04,0.4,0.95
5260,2008-02-18,0.08,0.68,0.25
5247,2008-02-18,0.18,0.48,-0.96
5254,2008-02-18,0.06,0.34,0.95
5251,2008-02-18,0.17,0.44,1.0
5249,2008-02-18,0.06,0.35,0.97
5257,2008-02-18,-0.03,0.38,0.97
5252,2008-02-18,0.06,0.39,0.91
5256,2008-02-18,0.16,0.38,0.97
5261,2008-02-18,0.08,0.5,-0.59
5267,2008-02-18,0.02,0.09,0.32
5264,2008-02-18,-0.11,0.43,-0.32
5263,2008-02-18,0.08,0.28,-0.1
5262,2008-02-18,-0.08,0.33,-0.6
5265,2008-02-18,-0.12,0.51,0.7
5266,2008-02-18,0.06,0.27,0.84
5268,2008-02-18,0.15,0.38,0.99
5269,2008-02-18,-0.04,0.29,0.94
5272,2008-02-18,0.02,0.32,-0.75
5270,2008-02-18,0.07,0.32,0.99
5271,2008-02-18,0.01,0.19,0.46
5280,2008-02-21,0.07,0.39,0.99
5281,2008-02-20,0.11,0.43,1.0
5275,2008-02-18,0.0,0.32,-0.98
5274,2008-02-18,-0.03,0.35,0.83
5273,2008-02-18,0.04,0.37,-0.97
5285,2008-02-19,0.15,0.32,0.92
5276,2008-02-18,-0.04,0.35,0.97
5287,2008-02-19,-0.04,0.25,0.44
5278,2008-02-18,0.19,0.47,0.96
5279,2008-02-18,0.02,0.55,0.65
5282,2008-02-19,0.12,0.4,0.99
5277,2008-02-18,0.04,0.45,0.99
5283,2008-02-19,0.18,0.41,1.0
5286,2008-02-19,-0.08,0.5,0.23
5291,2008-02-19,-0.02,0.22,0.71
5284,2008-02-19,-0.03,0.39,-0.99
5288,2008-02-19,-0.06,0.34,0.87
5290,2008-02-19,0.11,0.49,0.6
5289,2008-02-19,0.03,0.3,-0.46
5292,2008-02-19,0.02,0.39,0.92
5294,2008-02-19,0.03,0.24,-0.0
5296,2008-02-19,0.02,0.25,0.95
5297,2008-02-19,0.03,0.11,0.73
5293,2008-02-19,0.01,0.38,0.78
5295,2008-02-19,0.09,0.49,0.36
5298,2008-02-19,-0.04,0.33,-0.84
5300,2008-02-19,0.02,0.28,0.23
5301,2008-02-19,0.03,0.4,-0.1
5304,2008-02-19,0.01,0.23,-0.88
5302,2008-02-19,0.01,0.24,0.59
5303,2008-02-19,0.04,0.3,0.59
5307,2008-02-19,0.05,0.1,0.73
5309,2008-02-19,0.01,0.38,0.87
5299,2008-02-19,0.14,0.3,0.98
5314,2008-02-19,-0.05,0.38,0.0
5306,2008-02-19,0.03,0.29,0.9
5308,2008-02-19,0.11,0.34,0.95
5305,2008-02-19,0.02,0.52,-0.86
5317,2008-02-19,0.16,0.42,0.99
5315,2008-02-19,0.1,0.35,0.93
5312,2008-02-19,0.04,0.6,-0.97
