date,inr=x_percent_change,cl=f_percent_change,treasury_yeild_10_years_percent_change,usdx-index_percent_change,^nsei_percent_change,^bsesn_percent_change,^gspc_percent_change,hsi_percent_change,sha_percent_change,^sti_percent_change
2008-02-26,-0.0015509762857985748,0.004250640711642245,,,0.017600194748813774,0.017378452825957444,0.013812671311938092,,,0.004202393891685024
2008-02-27,-0.0024553297716239254,0.016627973804951696,,,0.013334667789061607,0.008816663590455867,0.006917910698779991,,,0.005399866992332387
2008-02-28,-0.003139520389588727,-0.012291811038164003,,,-0.0003130714898144753,0.0011120167682212854,-0.0009194445013966648,0.08854164629398477,,-0.006560147731727678
2008-02-29,0.003174685556579152,0.029606553254843373,,,0.00316987996774326,-8.469462874991495e-05,-0.008941874498678653,,,-0.015516468840868259
2008-03-03,0.0023608084904413046,-0.007310654320815048,,,-0.011655426863829392,-0.0137877659916017,-0.027089704735838473,-0.06698558480144227,,-0.033008939171476355
2008-03-04,0.008619438018911378,0.005989794111222092,,,-0.05178520149325165,-0.05124604110638473,0.0005335524788218838,,,-0.002347513991859115
2008-03-05,-0.0011179505598044794,-0.0285993205705612,,,-0.017918433272763983,-0.02026583675632314,-0.003447628658457922,,,-0.0030516742649829933
2008-03-06,-0.000870448101939292,0.050241159250967,,,,,0.0052383276215375914,,,0.0024563611332307934
2008-03-07,-0.003235950336200228,0.009089213625608546,,,0.011748964864830139,0.01237403887282889,-0.02201393598744974,-0.06153846247896872,,-0.017697501631553408
2008-03-10,0.0048696359271256,-0.0030340351865038636,,,-0.030438454029342317,-0.03424965567807952,-0.00841036155495387,,,-0.01035835337189061
2008-03-11,0.0018638824497943388,0.026153114218673463,,,0.006035670235996118,-0.0032424488346794278,-0.015463479186547755,0.04918027981350977,,0.00855252574885273
2008-03-12,-0.003447932276773637,0.007877650251165462,,,0.01364469655288932,0.012524125486197041,0.037129844018763646,,,0.019955552301314503
2008-03-13,-0.004878634703918243,0.01075860385237082,,,0.0012536422406288661,0.00029957409116573814,-0.00899557389406277,,,-0.038516862867287345
2008-03-14,0.003626915566462839,0.0037300188222272107,,,-0.050985201630490556,-0.047782229205212315,0.005126921336342381,-0.005208328482694931,,0.011926346119355877
2008-03-17,-0.0012212088950783332,-0.0010876710286452634,,,0.02642955801761365,0.026252571708654866,-0.02078326255529206,,,-0.01629441587261047
2008-03-18,0.007461005132493024,-0.041103337418819566,,,-0.05113989570135928,-0.06034250933094538,-0.008958683785356624,,,0.014620026183868946
2008-03-19,-0.005449081530436794,0.03538983585323074,,,0.006639848481119073,0.001618538260477241,0.042409537587205545,,,-0.00013061822051802015
2008-03-20,-0.0005229842306716713,-0.045147092804592656,,,,,-0.024287198495755873,-0.06282722872536994,,-0.0029295565604246783
2008-03-21,0.0035382878868888495,,,,,,,,,
2008-03-24,-0.002234640575495958,-0.025268060243297936,,,0.009033795568607986,0.010878791435878938,0.023944459241282294,,,0.036418905435573294
2008-03-25,0.0,-0.0096228963352235,,,0.007848774212832735,0.019644791635867204,0.015321430427423755,,,0.02472851583542274
2008-03-26,-0.0033097730575589587,0.0035693100155961585,,,0.05806043508439226,0.06070152000984138,0.0023038976355772363,,,-0.0016565520184350308
2008-03-27,0.00012486438499164978,0.04623592421196843,,,-0.009974352095079447,-0.008056743328449766,-0.008765759863092576,,,0.010009275032214823
2008-03-28,-0.002796003543382147,0.015864025316045187,,,0.00028990387264857573,-0.004430363686716267,-0.011460481132498803,,,0.002214713499938949
2008-03-31,-0.008261309772902079,-0.018218990993796796,,,0.023135448475751774,0.022211554156959055,-0.007950186296811988,0.10614528562546385,,-0.008093867117085561
2008-04-02,0.006916527802319619,-0.005906659414310526,,,0.0010665972515577146,-0.0011390827674592618,0.03589635162305439,,,0.0256258139917305
2008-04-03,0.0007771122371554264,0.038126345277614083,,,0.00309109329550889,0.007921116179266162,-0.0019340702025878178,,,0.015022655561010229
2008-04-04,-0.0009017860658046776,-0.009539253863713676,,,0.0036599010619926746,0.005215703221830298,0.0013016381788634025,0.1111111244903803,,-0.005041695697119217
2008-04-07,-0.0019807082516885375,0.023114721020462317,,,-0.02611285420114146,-0.030912878439523107,0.0007959963585105552,,,0.00835346587984038
2008-04-08,0.0017083480199895694,0.026922647939183753,,,0.02457503664998924,0.026980168164999135,0.001561598518908739,-0.07272731016490004,,-0.01618519675682245
2008-04-09,-0.0011035671192679089,-0.005408345015093739,,,-0.010827163499552556,-0.010754528129406114,-0.0051000333693589596,-0.014705868603311214,,-0.013001435011152532
2008-04-10,-0.0003012182915070904,0.021843343286470467,,,0.007941121552397769,0.013016076021366866,-0.008092072375784248,-0.049751255878767595,,-0.008130145542334858
2008-04-11,0.0018333386345842624,-0.006854894176990653,,,-0.002959691864540044,-0.0060422467460615,0.004474051958627907,-0.020942388770709416,,0.020319133833766097
2008-04-14,-0.0028828745432213144,0.00027244373018425706,,,,,-0.020374180867005588,0.005347588469389063,,-0.026835190815496353
2008-04-15,0.0023632420293210423,0.01470857776974259,,,0.0094654140476442,0.007170393426192565,-0.0033837848145123394,0.01595743163077738,,0.004446338259641957
2008-04-16,-0.00012543751236076173,0.018163911421748027,,,0.021317364021055225,0.02188944810914274,0.004599876286541397,0.015706853991273754,,0.010142352861958134
2008-04-17,-0.0008779813567477006,0.010018449604326154,,,0.0015677154092705846,0.005604319551224,0.02269126593960967,,,0.012570100216196615
2008-04-18,0.0010796927822446518,-0.0006090637313003329,,,,,0.0006229145243917012,,,-0.0004573878445099988
2008-04-21,-0.0054675539307204625,0.01593245534851362,,,0.01454793045191469,0.014590372483527915,0.018139002605601598,,,0.014791005376160947
2008-04-22,0.004110607175063381,0.0067700822606807515,,,0.01585190771302998,0.015662140597228803,-0.0015535248305403278,,,0.005089698536083244
2008-04-23,0.00027620794750783044,0.016087839084462412,,,0.0024418909445106216,0.0026607434283289367,-0.008810233726340452,,,0.0020739348783682197
2008-04-24,0.0008034924192131076,-0.008963723466571545,,,-0.00524825243599099,-0.005113843381753383,0.0028999174924811697,0.03092780464424631,,-0.005100455443672126
2008-04-25,0.00439034707428228,-0.018934957188327394,,,-0.004569106459276421,0.0013798635599520715,0.006442277675030057,,,0.0036663159241335833
2008-04-28,0.0007493138356738882,0.021195925695506698,,,0.022370690215028907,0.024214966302009543,0.006494736452591685,,,0.0038975077859441233
2008-04-29,-0.0008486309220997316,0.001940629121229808,,,-0.004313690577739756,-0.006424130370273052,-0.0010516015703288023,-0.004999995231628418,,-0.009142148362543614
2008-04-30,0.0067198176157049925,-0.026273707339638276,,,0.020797127442401635,0.021303527983607302,-0.003888692631555574,,,-0.007745043919160454
2008-05-02,0.0021340533866419146,-0.008284879684393476,,,-0.0056972567907323645,-0.005245020888375202,0.017140713043443022,,,0.02805462165451518
2008-05-05,0.002451320248290631,0.03377180203632696,,,0.012059910982883075,0.01809469396074139,0.0032355987230489117,,,0.0036896081845235627
2008-05-06,0.0008645139405817449,0.03137896780824456,,,-0.006876208631936518,-0.006205568787764554,-0.004533583753450953,0.020100483246901606,,0.00021858133796433124
2008-05-07,0.003775910074067449,0.015587189281988574,,,-0.009167528076700852,-0.006740111850570514,0.007651933303949521,0.01970441498363309,,-0.006094666818968834
2008-05-08,0.01580905148598539,0.013870670487542371,,,-0.0017785276972066798,-0.0019397455711260092,-0.018113789643415187,,,-0.017674497660969537
2008-05-09,0.009294192401591865,0.0012952615857726112,,,-0.010476059719112063,-0.014917557162999043,0.0036695517058173465,,,-0.003105367756515153
2008-05-12,-0.006906522994985549,0.0183523049418788,,,-0.019501366441818557,-0.02011516366575711,-0.006725447922866741,-0.03381639396149068,,0.005733621326971222
2008-05-13,0.010117901710101239,-0.013734485075526827,,,0.006030948520559584,0.0073985515871626654,0.011020778542468471,0.02499997615814209,,0.007314100676842008
2008-05-14,0.0034184632764610815,0.012637846352731172,,,-0.010942335635808896,-0.006407784467137531,-0.0003846713469071963,,,-0.0015327094883336961
2008-05-15,0.009315353888748323,-0.012559632692573262,,,0.01088188257651936,0.013459805835384444,0.004005584274660284,,,0.0027887741003673203
2008-05-16,9.436569281211655e-05,-0.0008050110540846887,,,0.020651469047737816,0.022098110932868894,0.01058446448937381,,,0.0106191122860564
2008-05-19,-7.076759157627967e-05,0.017483065750295068,,,,,0.0012503981989189568,,,
2008-05-20,-0.00035404308286526024,0.006017912191946246,,,0.00829875281022433,0.00469070835244792,0.0008980456160240936,-0.004878044241882981,,-0.012836722478623601
2008-05-21,0.006139130383088497,0.01589928550917106,,,-0.010227426566581179,-0.011744220057403143,-0.009273589104020525,,,-0.0009312788535458332
2008-05-22,0.00021118656771050814,0.0317656357950577,,,0.002487723982676894,0.0007533565514361383,-0.0160535326762633,-0.01960782480441495,,-0.011273357322027213
2008-05-23,0.010746133143678657,-0.01772171392056011,,,-0.018016024697004956,-0.01948893231895165,0.0026173787135196093,,,-0.012246731510588301
2008-05-26,-0.010863979624249199,,,,-0.01570016367858834,-0.015228431087144369,,,,-0.006037459476713371
2008-05-27,-0.0015255207809233985,0.01054968969167937,,,-0.014454519376767306,-0.01808691441350555,-0.013210400686713916,-0.02499997615814198,,0.0038829789702982042
2008-05-28,0.006252266223470167,-0.02526663345339669,,,-0.0031281731697051975,-0.0044597459247025725,0.006846221470047914,,,0.005594854861974563
2008-05-29,-0.0009110150216789319,0.016918840298927776,,,0.01204788166629324,0.015346866029000965,0.00396289048336179,,,0.00893774849754911
2008-05-30,-0.0022444747223682162,-0.03365638459741497,,,-0.01688580343402681,-0.012653839876165777,0.005334937252062774,,,0.010073490592671177
2008-06-02,-0.003397705085348446,0.005765248078536735,,,0.007197132416693882,0.0060866000113719,0.0015161665944682574,,,-0.0014314475858784434
2008-06-03,-0.008017672226444898,0.0032195026856848092,,,-0.026796163812485806,-0.02146685240242091,-0.01050426376141451,,,-0.010699363842927533
2008-06-04,0.0012325658880701297,-0.027003792422905404,-0.018383278771090392,0.004250623885917909,-0.005000463082153246,-0.0062640223881577,-0.005787827748960504,,,-0.006068565963114402
2008-06-05,0.006391753564166373,-0.016169210411966672,0.010774756285274452,0.0024576734696252563,-0.02762989193700707,-0.028051236349511958,-0.0003266963555413311,,,0.0028996566314964923
2008-06-06,0.006609856584543119,0.044889597111834566,0.02157360406091381,-0.005175660723935228,0.01992107809465113,0.01643139783768575,0.0194961506013727,,,0.0009033674803082896
2008-06-09,-0.0017993518945743044,0.0841223279880208,,,-0.01050906863927293,-0.012526540895318752,-0.030889208795217657,0.010256400224333422,,-0.01992861202795623
2008-06-10,0.0021771351601836187,-0.03024388180792979,,,-0.027410349351437803,-0.03249898782835375,0.0007936884587542617,-0.0456852954677839,,-0.01652712057001241
2008-06-11,0.0004906380451039596,-0.022627528148972113,0.02680360721442891,0.01166779716315156,-0.01136435383761198,-0.011738247719068173,-0.0024380715658895162,,,0.004523489715715692
2008-06-12,-0.005533581981875424,0.03861097721791053,-0.006343010490363454,-0.006648548438882568,0.01658508162344909,0.019884837214769045,-0.016894343630766133,-0.02127657550770317,,-0.008737160014327417
2008-06-13,0.003662621795944812,0.0026396876188771287,0.03240854407070947,0.008878595941518871,0.0034817401317504453,0.004272539628887068,0.003279698773364689,,,-0.013439678513474034
2008-06-16,0.001918190632954722,-0.013748755355333708,,,-0.004901582720285903,-0.003972411991261642,0.015046261393385607,,,0.019251118337356786
2008-06-17,-0.00039695793243432206,-0.0018537742760532847,,,0.012264484103970795,0.013575072564137298,8.086979639659985e-05,,,-0.0028581364882568237
2008-06-18,-0.00238233702646953,-0.004457366471993644,-0.004711425206124962,-0.0013584974682991358,0.017605248769819573,0.019555962073716234,-0.006771332979186372,,,0.003913196343243867
2008-06-19,0.00304357669830249,0.019923873430269516,-0.01680473372781059,-0.0009522513684599434,-0.015173027650171932,-0.01749331482516764,-0.009711824147480862,0.0,,-0.015601569167366209
2008-06-20,0.00028012319365728434,-0.03475270891525053,0.010832932113625404,0.0005446759110925612,-0.017054361035530496,-0.021677643962033744,0.003752324501292961,,,0.003057529673635894
2008-06-23,-0.001260112343697689,0.020389620183008324,,,-0.034789408960981295,-0.03424579332874307,-0.018542855877975318,-0.032608728750215664,,-0.00754883080797442
2008-06-24,0.0022196547288922236,0.015748109143304313,,,-0.018665663647200705,-0.01907653514667012,5.307283862717146e-05,,,-0.005702965876610866
2008-06-25,-0.0010957194197034148,0.0019013785022038425,-0.01511516314779264,-0.0025875255345227683,-0.017649495221049014,-0.013064860388785189,-0.002814841378983308,,,0.008257557256828418
2008-06-26,-0.003710800931524176,-0.017883189403227646,0.0024360535931789978,-0.004232632556871357,0.014685835044102126,0.008045198322092873,0.005843407020038891,,,-0.0018985226755134144
2008-06-27,-0.0008667045256023659,0.037829774971708016,-0.019927095990279427,-0.006033209927327668,0.01486136803259273,0.014187693560323244,-0.029365225496321277,-0.06741573409952314,,-0.008400019950907337
2008-06-30,0.0014770637885849936,0.004081977418434484,,,-0.0415214132228123,-0.04296271708505937,-0.0037174293266511696,,,-0.002831572441564077
2008-07-02,0.003207328505402242,0.006928580147879464,0.003267152550892159,-0.0012420094016286048,-0.035589225994077496,-0.037136739791818134,0.0038359642028808595,,,-0.00019267253094435073
2008-07-03,0.0061140020447958965,0.018443683627731876,-0.008266533066132243,-0.0046981343913996155,0.05045232505453262,0.05423220189320081,-0.018203620507462343,,,-0.008870608819718013
2008-07-04,0.001925133046353608,,,,-0.04094448157566919,-0.04175086908617437,,,,
2008-07-07,-0.0025927614269160076,0.01198012031879251,,,0.022989237725275426,0.027484849201271234,0.0010939223012293344,-0.11445779628410274,,0.01863256328886741
2008-07-08,0.0015318995820433957,-0.02698051035920487,,,0.0034860557768924302,0.00535084245391705,-0.008385434805281472,,,-0.0161888396189898
2008-07-09,0.0032675682403894846,-0.03770249710086236,-0.012722646310432637,0.004678739636128699,-0.010285347685328784,-0.013037111567761545,0.017080348777318167,,,0.010739203200109342
2008-07-10,-0.005058624139529876,7.357958041019943e-05,-0.011855670103092738,-0.0058896040024763565,0.04225847658039208,0.04603936110803464,-0.02277617247212279,,,-0.005497644798926779
2008-07-11,0.0004410463994096709,0.041161269526735295,-0.0059989567031820895,-0.0012400660997500842,0.0012268402339230193,-0.0027226313380097995,0.006989751385279262,,,0.008705604906809262
2008-07-14,-0.006033563706516716,0.024214670542639833,,,-0.027197200999602777,-0.03277199138597816,-0.011089943474586646,,,-0.007762627960825592
2008-07-15,-0.003618850190129571,0.0006892117691244696,,,-0.0022968754823721907,-0.010344573086623003,-0.009027859437682183,,,-0.025264146876457512
2008-07-16,0.010169457589301411,-0.04435864104910854,-0.009278350515463926,-0.0006951474053156923,-0.044211168075444576,-0.04908434466810672,-0.010901257116461414,-0.1802720956035777,,0.0016144372902499337
2008-07-17,-0.00044074614490928574,-0.029839982886928903,0.023413111342351797,0.0026435924873969485,-0.011499351314752654,-0.007919621084650658,0.025063544061050526,,,0.010150539834301045
2008-07-18,-0.008377426644402167,-0.039450316319444206,0.026436197254702615,0.002497918470661168,0.03419184155671746,0.042625503984859314,0.012012559511679536,,,-0.005715623277585861
2008-07-21,-0.00035101893243627737,-0.0031710760662889323,,,0.03674758072112902,0.03992959016824446,0.0002857269877663327,0.13278005055858702,,0.025100687550785292
2008-07-22,-0.0014748507801975684,0.016759685920902455,,,0.016433502352006843,0.015741352823425352,-0.0005394340212932648,-0.032967001296892263,,-0.009780060088228869
2008-07-23,0.0,-0.023580559342241715,0.007376444553725165,0.006389762644527317,0.01937735248377209,0.01835086075803171,0.013492063492063493,,,0.030553600577290323
2008-07-24,-0.015379884928560619,-0.027432548577987183,0.012448132780082808,0.004968958107755297,0.05582408471019062,0.059420602835993076,0.004064167115309319,0.0,,-0.0003592062942318337
2008-07-25,-2.3888976390969713e-05,0.008437764398611946,-0.03182256509161034,0.0016481527715467555,-0.009660918934707432,-0.011060594821414041,-0.023124422822433998,-0.003787875024959444,,-0.018469329705491748
2008-07-28,0.006714961096826333,-0.017770306522436087,,,-0.02744972141794357,-0.033976382495559974,0.004167508055895793,0.041825053349554255,,-0.004293599551428935
2008-07-29,-0.0020341202375835114,0.01192601975682609,,,0.004696359924712386,0.005195813057177408,-0.018596564103509756,,,-0.008177698961524088
2008-07-30,0.007679121332178461,-0.02036399300221908,0.006470881035340916,0.009084597134629018,-0.032836268043981716,-0.03885748306613902,0.023356008464828625,,,0.013490085297314214
2008-07-31,-0.0024696477820185234,0.03748256084908759,0.000989119683481812,0.0001364343237330339,0.029523659354888633,0.03594014304936854,0.016671991298141287,,,0.0014185275487096224
2008-08-26,0.0005422840818441385,0.004537955223661977,,,0.0018255328166011443,0.003392661051380452,-0.019625434383095237,,,-0.009606910766508419
2008-08-27,0.029245444324960915,0.010077282830024832,-0.0018464785017146181,0.005990350228019872,0.0004959005144503248,0.0022054910814630754,0.0036863724474373704,-0.02545452117919922,,-0.0007756579926321058
2008-08-28,-0.00048082218234925787,0.01616930366467514,-0.003171247357293872,-0.00258895792880254,-0.010466836275216138,-0.01280395484953836,0.007982653959549587,-0.018656698160751942,,-0.005208731477631552
2008-08-29,-9.157930077106625e-05,-0.021667415615120006,0.006097560975609791,0.001297845504301886,-0.01819624330264279,-0.017378040429611843,0.014840144050698714,,,0.018190245697463768
2008-09-01,-0.0005727726232514224,,,,0.03464641670621737,0.03674387403983177,,,,-0.009547587574797277
2008-09-02,0.00799997761461318,-0.0011246410376029694,,,-0.002603233407396789,-0.004532965126441934,-0.013723665251360114,,,0.01663721278870468
2008-09-03,0.006435642705456161,-0.049800797207638935,,,,,-0.004092514347066113,,,-0.018996394710448578
2008-09-04,-0.00822465176891658,-0.0032813837695356766,-0.013080619327282416,0.00038429414256462306,0.03572375361201702,0.03802808666892893,-0.002035078566797902,-0.026616033694073622,,-0.029735484032171543
2008-09-05,0.01127739991189181,-0.013351615042026557,-0.014606437652150465,0.006659047594265438,-0.012488898756660746,-0.010017418013572981,-0.029922057599709555,-0.03124997089616889,,-0.019740708260209527
2008-09-08,0.004167823989725722,-0.015386004653867047,,,-0.02146033282277556,-0.027872122620664866,0.004430764724152746,0.028225779316303965,,0.0467250267546437
2008-09-09,-0.008906808095651135,0.001035422926491436,,,0.029869265867206073,0.03183823932966194,0.020510161929778156,,,-0.007897609333862844
2008-09-10,0.013808416979168295,-0.02896364780635874,-0.018826739427012264,-0.004271843411073915,-0.003034069555271113,-0.002958183371821975,-0.03413816796421554,-0.01568625984353196,,-0.019003389023101395
2008-09-11,0.006095628412740767,-0.006585321432384711,0.012513904338153484,0.007570952681388005,-0.015317696941115384,-0.015982367195254962,0.006149422411268219,,,-0.030986768845859908
2008-09-12,0.007345952986916646,-0.016669906940428122,-0.0052183466080747394,0.003757094646389362,-0.024987261022101016,-0.023073675449879726,0.01380637741170204,,,0.011616795807293042
2008-09-15,0.0048689287146614696,0.003073238328074101,,,-0.014416150896360272,-0.022582652813358646,0.0021215341580877187,-0.1274900137285408,,-0.032722938223636075
2008-09-16,0.004801512129233366,-0.054062079503900844,,,-0.03678659692886703,-0.03353663491417802,-0.047135897021297016,,,-0.010102397576649923
2008-09-17,0.018764930423187342,-0.04764389930219457,0.0022968705139247794,0.0020275756163945003,0.0004910506145385749,-0.0009215489007665983,0.017523287725070665,-0.031963547868679484,,-0.017120086189102834
2008-09-18,-0.012914903489136622,0.06593529386309593,-0.02320252076768833,-0.012267636271657948,-0.016356206027395948,-0.018929151830014496,-0.04714070706031326,,,-3.30998448747514e-05
2008-09-19,0.009590502979324221,0.007410390738687918,0.007917888563049763,-0.001024340615219936,0.007459590181188798,0.003973430938774969,0.043341774386061994,,,0.05781230636454389
2008-09-22,-0.017709332017632102,0.06814472809056937,,,0.05128588652344201,0.05457664126618406,0.04025656305868331,,,-0.005838130706773958
2008-09-23,-0.010086474814235392,0.15657574977863475,,,-0.005229420013544549,-0.0033726870281075567,-0.03823659998939855,,,-0.026578781808152884
2008-09-24,0.011670053133765745,-0.1183426875230375,0.003920543648719322,0.00420221919363831,-0.022767882641835185,-0.030343094357559944,-0.01563263356626766,0.037735927567532065,,0.00044017100125840603
2008-09-25,0.00268725640904903,-0.008254359331956736,-0.018224420723769924,0.004184647519489471,0.008323462761173801,0.009005687033467264,-0.0019777277304528977,0.018181800448205245,,-0.013464686029611017
2008-09-26,0.005991888189100597,0.02165887840182915,0.024131530098117263,0.002604466693521676,-0.012183885926704717,-0.010614543467934848,0.019656504245599456,,,-0.013411133697117755
2008-09-29,0.0071042439396958885,-0.01046100063446448,,,-0.030482492766445334,-0.03284816546802004,0.003382429116127509,,,-0.0207840369978152
2008-09-30,-0.00010755447539832895,-0.09841890451058588,,,-0.033925086549620474,-0.03865232347432649,-0.088067762217696,-0.07142860944173758,,-0.0010291511136885265
2008-10-01,0.0023229670899594275,0.044308358632041606,0.05368942731277528,0.025558228661956516,0.01848025387758441,0.021013412262072526,0.05417467058217239,-0.009615375798129148,,
2008-10-02,-0.0007296065633648116,-0.020965824951789412,-0.0154167755422002,0.0001258905019216057,,,-0.004543988840816589,-0.019417457749564656,,0.0019882851493387304
2008-10-03,-0.0036077711132555543,-0.04628029650957325,-0.03237791932059445,0.012333287343736446,0.0075359709262706135,0.01518147053552716,-0.04029079197981707,,,-0.028126577137423402
2008-10-06,0.012370985016384384,-0.0009577946803872246,,,-0.03352526765092071,-0.04054557234846031,-0.013506522985628464,,,-0.056070228049642665
2008-10-07,0.012602964667780029,-0.06465700758851706,,,-0.05655656926127433,-0.05784780359355832,-0.03851784119121029,-0.059405943515569326,,0.004256742629206821
2008-10-08,0.0032166484252515296,0.02562350600794201,0.02335084646818436,-0.008692446131244006,0.0011797853858693862,-0.009020730841797242,-0.0573948408433638,,,-0.06610183933729817
2008-10-09,0.004861944456413617,-0.012325123700224256,0.05961209355390761,-0.0007409781309005497,,,-0.011332702537251034,,,0.033978971427007315
2008-10-10,-0.007549520457954598,-0.026531767187409672,0.03203230148048458,0.003089852770245815,-0.025772248875860593,-0.031370016815401164,-0.07616709580816616,,,-0.07341954323266804
2008-10-13,0.017546420579100015,-0.10266774183657394,,,-0.06651201959990022,-0.07066430775015795,-0.011759289177065747,,,0.06570762883551799
2008-10-14,-0.005926909666680558,0.0449164173775816,,,0.06425402921916608,0.0742070093477883,0.11580036951513709,0.03684213333182741,,0.025024662746495185
