other_income,net_profit_loss_from_ordinary_activities_after_tax,tax,profit_loss_from_ordinary_activities_before_tax,date,expenditure,net_profit,profit_after_interest_but_before_exceptional_items,depreciation_and_amortisation_expense,finance_costs,total_income,employee_benefit_expense,exceptional_item,basic_eps,diluted_eps
26.0,"-2,951.00",,"-2,951.00",2022-05-07,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-08,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-09,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-10,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-11,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-12,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-13,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-14,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-15,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-16,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-17,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-18,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-19,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-20,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-21,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-22,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-23,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-24,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-25,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-26,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-27,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-28,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-29,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-30,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-05-31,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-01,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-02,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-03,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-04,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-05,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-06,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-07,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-08,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-09,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-10,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-11,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-12,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-13,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-14,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-15,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-16,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-17,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-18,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-19,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-20,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-21,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-22,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-23,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-24,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-25,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-26,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-27,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-28,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-29,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
26.0,"-2,951.00",,"-2,951.00",2022-06-30,"-5,641.80","-2,951.00","-2,951.00",-398.50,"-3,758.80","2,690.80",-139.80,,-1.51,-1.51
13.8,"-2,927.60",,"-2,927.60",2022-07-01,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-02,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-03,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-04,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-05,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-06,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-07,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-08,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-09,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-10,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-11,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-12,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-13,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-14,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-15,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-16,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-17,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-18,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-19,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-20,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-21,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-22,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-23,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-24,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-25,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-26,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-27,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-28,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-29,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-30,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-07-31,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-01,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-02,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-03,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-04,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-05,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-06,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-07,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-08,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-09,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-10,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-11,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-12,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-13,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-14,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-15,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-16,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-17,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-18,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-19,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-20,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-21,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-22,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-23,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-24,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-25,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-26,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-27,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-28,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-29,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-30,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-08-31,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-09-01,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-09-02,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-09-03,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-09-04,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
13.8,"-2,927.60",,"-2,927.60",2022-09-05,"-5,665.30","-2,927.60","-2,874.90",-377.30,"-3,732.10","2,790.40",-153.50,-52.70,-1.5,-1.5
