date,net_profit_loss_from_ordinary_activities_after_tax_yrly,profit_loss_from_ordinary_activities_before_tax_yrly,other_income_yrly,basic_eps_yrly,expenditure_yrly,other_expenses_yrly,tax_yrly,diluted_eps_yrly,net_profit_yrly,profit_after_interest_but_before_exceptional_items_yrly,depreciation_and_amortisation_expense_yrly
2008-09-21,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-22,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-23,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-24,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-25,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-26,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-27,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-28,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-29,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-09-30,175.88,255.31,107.8,10.43,-931.86,,-79.43,10.43,175.88,,
2008-10-01,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-02,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-03,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-04,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-05,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-06,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-07,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-08,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-09,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-10,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-11,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-12,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-13,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-14,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-15,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-16,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-17,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-18,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-19,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-20,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-21,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-22,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-23,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-24,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-25,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-26,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-27,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-28,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-29,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-30,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-10-31,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-01,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-02,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-03,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-04,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-05,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-06,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-07,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-08,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-09,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-10,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-11,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-12,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-13,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-14,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-15,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-16,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-17,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-18,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-19,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-20,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-21,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-22,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-23,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-24,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-25,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-26,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-27,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-28,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-29,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-11-30,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-01,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-02,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-03,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-04,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-05,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-06,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-07,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-08,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-09,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-10,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-11,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-12,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-13,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-14,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-15,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-16,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-17,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-18,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-19,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-20,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-21,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-22,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-23,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-24,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-25,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-26,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-27,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-28,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-29,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-30,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2008-12-31,112.3,163.81,148.14,6.66,-917.42,,-51.5,6.66,112.30,163.81,
2009-01-01,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-02,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-03,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-04,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-05,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-06,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-07,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-08,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-09,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-10,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-11,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-12,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-13,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-14,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-15,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-16,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-17,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-18,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-19,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-20,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-21,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-22,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-23,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-24,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-25,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-26,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
2009-01-27,86.11,141.85,109.7,5.11,-956.12,,-55.74,5.11,86.11,141.85,
