depreciation_and_amortisation_expense_yrly,employee_benefit_expense_yrly,exceptional_item_yrly,expenditure_yrly,finance_costs_yrly,net_profit_loss_from_ordinary_activities_after_tax_yrly,net_profit_yrly,other_income_yrly,profit_loss_from_ordinary_activities_before_tax_yrly,profit_after_interest_but_before_exceptional_items_yrly,total_income_yrly,basic_eps_yrly,date_yrly,diluted_eps_yrly
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-17,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-18,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-19,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-20,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-21,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-22,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-23,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-24,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-25,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-26,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-27,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-28,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-29,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-06-30,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-01,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-02,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-03,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-04,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-05,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-06,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-07,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-08,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-09,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-10,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-11,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-12,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-13,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-14,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-15,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-16,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-17,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-18,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-19,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-20,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-21,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-22,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-23,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-24,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-25,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-26,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-27,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-28,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-29,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-30,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-07-31,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-01,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-02,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-03,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-04,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-05,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-06,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-07,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-08,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-09,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-10,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-11,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-12,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-13,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-14,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-15,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-16,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-17,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-18,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-19,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-20,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-21,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-22,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-23,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-24,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-25,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-26,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-27,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-28,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-29,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-30,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-08-31,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-01,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-02,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-03,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-04,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-05,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-06,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-07,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-08,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-09,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-10,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-11,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-12,76.5
-569.9,"-6,046.80",0.0,"-52,773.00","-35,881.40","11,969.40","11,965.90",212.1,"18,315.30","18,315.30","71,088.30",76.56,2018-09-13,76.5
