date,net_profit_qtr,net_profit_loss_from_ordinary_activities_after_tax_qtr,other_income_qtr,tax_qtr,profit_loss_from_ordinary_activities_before_tax_qtr,depreciation_and_amortisation_expense_qtr,other_expenses_qtr,basic_eps_qtr,expenditure_qtr,diluted_eps_qtr,profit_after_interest_but_before_exceptional_items_qtr
2016-03-11,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-12,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-13,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-14,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-15,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-16,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-17,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-18,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-19,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-20,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-21,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-22,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-23,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-24,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-25,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-26,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-27,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-28,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-29,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-30,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-03-31,408.31,408.31,103.24,-148.96,557.27,-21.84,-516.13,3.88,"-4,930.93",3.88,557.27
2016-07-01,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-02,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-03,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-04,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-05,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-06,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-07,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-08,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-09,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-10,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-11,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-12,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-13,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-14,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-15,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-16,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-17,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-18,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-19,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-20,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-21,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-22,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-23,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-24,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-25,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-26,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-27,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-28,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-29,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-30,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-07-31,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-01,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-02,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-03,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-04,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-05,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-06,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-07,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-08,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-09,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-10,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-11,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-12,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-13,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-14,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-15,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-16,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-17,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-18,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-19,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-20,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-21,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-22,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-23,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-24,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-25,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-26,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-27,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-28,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-29,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-30,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-08-31,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-01,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-02,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-03,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-04,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-05,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-06,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-07,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-08,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-09,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-10,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-11,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-12,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-13,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-14,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-15,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-16,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-17,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-18,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-19,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-20,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-21,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-22,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-23,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-24,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-25,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-26,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-27,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-28,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-29,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-09-30,378.19,378.19,41.43,-176.27,554.46,-21.64,-523.37,3.6,"-4,698.10",3.6,554.46
2016-10-01,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-02,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-03,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-04,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-05,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-06,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-07,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-08,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-09,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-10,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-11,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-12,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-13,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-14,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-15,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-16,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-17,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-18,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-19,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-20,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-21,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-22,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-23,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-24,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-25,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-26,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-27,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-28,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-29,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-30,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-10-31,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-01,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-02,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-03,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-04,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-05,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-06,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-07,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-08,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-09,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-10,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-11,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-12,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-13,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-14,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-15,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-16,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-17,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-18,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-19,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-20,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
2016-11-21,386.54,386.54,52.07,-188.7,575.24,-22.93,-532.75,3.68,"-5,578.82",3.68,575.24
