current_tax_qtr,face_value_in_rs_qtr,diluted_eps_qtr,other_expenses_qtr,profit_loss_from_ordinary_activities_before_tax_qtr,basic_diluted_eps_after_extraordinary_items_qtr,profit_from_operations_before_other_income_interest_and_exceptional_items_qtr,deferred_tax_qtr,tax_qtr,profit_after_interest_but_before_exceptional_items_qtr,finance_costs_qtr,net_profit_loss_from_ordinary_activities_after_tax_qtr,total_income_qtr,basic_eps_qtr,date,interest_qtr,depreciation_and_amortisation_expense_qtr,net_profit_qtr,basic_for_discontinued_continuing_operation_qtr,net_sales_qtr,other_income_qtr,profit_before_interest_and_exceptional_items_qtr,equity_capital_qtr,expenditure_qtr
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-07-28,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-07-29,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-07-30,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-07-31,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-01,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-02,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-03,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-04,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-05,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-06,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-07,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-08,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-09,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-10,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-11,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-12,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-13,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-14,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-15,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-16,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-17,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-18,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-19,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-20,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-21,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-22,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-23,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-24,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-25,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-26,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-27,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-28,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-29,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-30,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-08-31,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-01,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-02,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-03,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-04,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-05,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-06,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-07,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-08,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-09,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-10,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-11,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-12,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-13,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-14,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-15,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-16,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-17,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-18,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-19,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-20,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-21,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-22,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-23,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-24,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-25,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-26,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-27,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-28,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-29,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,9.92,"-1,836.80","1,645.90",,"1,579.30",,-395.0,"1,582.10",-88.8,"1,250.90",,9.92,2012-09-30,-88.8,-208.8,"1,250.90",,,91.6,"1,670.90",252.3,"-6,133.60"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-01,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-02,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-03,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-04,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-05,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-06,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-07,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-08,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-09,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-10,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-11,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-12,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-13,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-14,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-15,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-16,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-17,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-18,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-19,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-20,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-21,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-22,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-23,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-24,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-25,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-26,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-27,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-28,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-29,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-30,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-10-31,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-01,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-02,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-03,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-04,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-05,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-06,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-07,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-08,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-09,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-10,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-11,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-12,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-13,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-14,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-15,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-16,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-17,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-18,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-19,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-20,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-21,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-22,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-23,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-24,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-25,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-26,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-27,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-28,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-29,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-11-30,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-12-01,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
,2.0,6.97,"-1,682.30","1,147.90",,"1,368.00",,-269.0,"1,333.70",,878.90,,6.97,2012-12-02,-74.0,-215.8,878.90,,,39.7,"1,407.70",252.3,"-5,642.20"
