other_income,net_profit_loss_from_ordinary_activities_after_tax,tax,profit_loss_from_ordinary_activities_before_tax,date,expenditure,net_profit,profit_after_interest_but_before_exceptional_items,depreciation_and_amortisation_expense,finance_costs,total_income,employee_benefit_expense,exceptional_item,basic_eps,diluted_eps
746.50,"2,581.50",-876.10,"3,457.60",2022-04-14,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-15,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-16,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-17,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-18,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-19,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-20,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-21,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-22,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-23,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-24,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-25,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-26,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-27,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-28,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-29,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-04-30,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-01,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-02,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-03,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-04,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-05,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-06,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-07,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-08,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-09,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-10,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-11,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-12,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-13,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-14,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-15,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-16,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-17,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-18,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-19,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-20,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-21,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-22,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-23,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-24,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-25,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-26,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-27,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-28,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-29,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-30,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-05-31,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-01,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-02,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-03,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-04,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-05,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-06,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-07,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-08,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-09,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-10,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-11,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-12,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-13,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-14,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-15,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-16,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-17,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-18,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-19,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-20,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-21,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-22,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-23,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-24,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-25,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-26,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-27,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-28,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-29,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
746.50,"2,581.50",-876.10,"3,457.60",2022-06-30,"-11,705.20","4,692.10","3,457.60",-373.30,"-1,052.20","15,162.80","-1,227.60",0.00,1.9,1.9
581.60,"2,602.70",-909.60,"3,512.30",2022-07-01,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-02,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-03,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-04,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-05,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-06,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-07,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-08,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-09,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-10,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-11,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-12,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-13,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-14,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-15,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-16,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-17,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-18,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-19,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-20,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-21,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-22,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-23,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-24,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-25,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-26,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-27,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-28,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-29,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-30,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-07-31,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-01,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-02,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-03,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-04,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-05,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-06,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-07,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-08,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-09,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-10,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-11,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-12,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-13,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-14,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-15,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-16,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-17,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-18,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-19,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-20,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-21,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-22,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-23,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-24,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-25,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-26,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-27,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-28,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-29,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-30,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-08-31,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-09-01,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
581.60,"2,602.70",-909.60,"3,512.30",2022-09-02,"-10,092.70","4,772.00","3,512.30",-366.70,"-1,069.30","13,605.00","-1,363.00",0.00,1.93,1.93
