depreciation_and_amortisation_expense_qtr,employee_benefit_expenses_qtr,employee_benefit_expense_qtr,equity_capital_qtr,exceptional_item_qtr,expenditure_qtr,face_value_in_rs_qtr,finance_costs_qtr,interest_qtr,net_profit_loss_from_ordinary_activities_after_tax_qtr,net_profit_qtr,number_of_public_shareholding_qtr,other_income_qtr,percentage_of_public_shareholding_qtr,profit_loss_from_ordinary_activities_before_tax_qtr,profit_after_interest_but_before_exceptional_items_qtr,profit_before_interest_and_exceptional_items_qtr,profit_from_operations_before_other_income_interest_and_exceptional_items_qtr,revenue_from_operations_qtr,tax_qtr,total_income_qtr,basic_eps_qtr,date_qtr,diluted_eps_qtr
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-18,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-19,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-20,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-21,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-22,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-23,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-24,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-25,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-26,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-27,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-28,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-29,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-04-30,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-01,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-02,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-03,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-04,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-05,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-06,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-07,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-08,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-09,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-10,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-11,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-12,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-13,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-14,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-15,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-16,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-17,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-18,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-19,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-20,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-21,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-22,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-23,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-24,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-25,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-26,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-27,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-28,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-29,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-30,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-05-31,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-01,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-02,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-03,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-04,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-05,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-06,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-07,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-08,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-09,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-10,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-11,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-12,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-13,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-14,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-15,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-16,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-17,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-18,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-19,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-20,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-21,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-22,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-23,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-24,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-25,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-26,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-27,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-28,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-29,-1.51
-398.50,,-139.8,,,"-5,641.80",,"-3,758.80",,"-2,951.00","-2,951.00",,26.0,,"-2,951.00","-2,951.00",,,,,"2,690.80",-1.51,2022-06-30,-1.51
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-01,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-02,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-03,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-04,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-05,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-06,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-07,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-08,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-09,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-10,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-11,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-12,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-13,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-14,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-15,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-16,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-17,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-18,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-19,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-20,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-21,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-22,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-23,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-24,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-25,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-26,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-27,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-28,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-29,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-30,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-07-31,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-01,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-02,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-03,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-04,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-05,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-06,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-07,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-08,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-09,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-10,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-11,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-12,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-13,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-14,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-15,-1.5
-377.30,,-153.5,,-52.70,"-5,665.30",,"-3,732.10",,"-2,927.60","-2,927.60",,13.8,,"-2,927.60","-2,874.90",,,,,"2,790.40",-1.5,2022-08-16,-1.5
