depreciation_and_amortisation_expense_qtr,employee_benefit_expenses_qtr,employee_benefit_expense_qtr,equity_capital_qtr,exceptional_item_qtr,expenditure_qtr,face_value_in_rs_qtr,finance_costs_qtr,interest_qtr,net_profit_loss_from_ordinary_activities_after_tax_qtr,net_profit_qtr,number_of_public_shareholding_qtr,other_income_qtr,percentage_of_public_shareholding_qtr,profit_loss_from_ordinary_activities_before_tax_qtr,profit_after_interest_but_before_exceptional_items_qtr,profit_before_interest_and_exceptional_items_qtr,profit_from_operations_before_other_income_interest_and_exceptional_items_qtr,revenue_from_operations_qtr,tax_qtr,total_income_qtr,basic_eps_qtr,date_qtr,diluted_eps_qtr
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-11,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-12,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-13,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-14,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-15,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-16,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-17,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-18,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-19,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-20,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-21,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-22,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-23,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-24,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-25,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-26,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-27,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-28,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-29,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-04-30,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-05-01,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-05-02,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-05-03,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-05-04,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-05-05,18.22
-126.6,,"-1,412.70",,,"-11,584.50",,"-8,018.30",,"2,852.50","2,852.50",,2.0,,"4,387.80","4,387.80",,,"15,970.30","-1,535.30","15,972.30",18.25,2018-05-06,18.22
