date,net_profit_loss_from_ordinary_activities_after_tax_yrly,current_tax_yrly,basic_eps_for_continuing_operation_yrly,net_profit_yrly,finance_costs_yrly,employee_benefit_expense_yrly,profit_after_interest_but_before_exceptional_items_yrly,net_sales_yrly,tax_yrly,diluted_for_discontinued_continuing_operation_yrly,diluted_eps_yrly,basic_for_discontinued_continuing_operation_yrly,other_income_yrly,total_income_yrly,expenditure_yrly,depreciation_and_amortisation_expense_yrly,profit_loss_from_ordinary_activities_before_tax_yrly,exceptional_item_yrly,other_expenses_yrly,deferred_tax_yrly,diluted_eps_for_continuing_operation_yrly,basic_eps_yrly
2017-10-05,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-06,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-07,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-08,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-09,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-10,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-11,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-12,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-13,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-14,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-15,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-16,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-17,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-18,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-19,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-20,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-21,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-22,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-23,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-24,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-25,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-26,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-27,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-28,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-29,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-30,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-10-31,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-01,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-02,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-03,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-04,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-05,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-06,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-07,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-08,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-09,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-10,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-11,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-12,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-13,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-14,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-15,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-16,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-17,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-18,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-19,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-20,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-21,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-22,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-23,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-24,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-25,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-26,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-27,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-28,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-29,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-11-30,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-01,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-02,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-03,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-04,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-05,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-06,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-07,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-08,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-09,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-10,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-11,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-12,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-13,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-14,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-15,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-16,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-17,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-18,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-19,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-20,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-21,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-22,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-23,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-24,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-25,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-26,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-27,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-28,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-29,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-30,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2017-12-31,278.40,-119.18,,280.65,-13.74,-726.07,369.61,"4,154.15",-91.21,1.77,1.77,1.77,23.77,"4,177.92","-3,808.31",-115.25,369.61,0.00,-624.18,27.97,,1.77
2018-01-01,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-02,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-03,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-04,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-05,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-06,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-07,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-08,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-09,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-10,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-11,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-12,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-13,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-14,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-15,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-16,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-17,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-18,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-19,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-20,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-21,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-22,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-23,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-24,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-25,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-26,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-27,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-28,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-29,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-30,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-01-31,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-01,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-02,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-03,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-04,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-05,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-06,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-07,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-08,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-09,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-10,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-11,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-12,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
2018-02-13,268.78,-103.35,,271.23,-19.19,-723.98,423.06,"4,622.11",-154.28,1.71,1.71,1.71,39.34,"4,661.45","-4,238.39",,423.06,0.00,-718.42,-50.93,,1.71
