date,other_expenses_yrly,diluted_eps_yrly,profit_loss_from_ordinary_activities_before_tax_yrly,depreciation_and_amortisation_expense_yrly,other_income_yrly,basic_eps_yrly,profit_after_interest_but_before_exceptional_items_yrly,net_profit_loss_from_ordinary_activities_after_tax_yrly,net_profit_yrly,expenditure_yrly,tax_yrly
2016-07-01,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-02,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-03,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-04,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-05,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-06,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-07,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-08,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-09,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-10,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-11,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-12,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-13,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-14,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-15,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-16,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-17,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-18,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-19,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-20,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-21,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-22,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-23,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-24,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-25,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-26,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-27,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-28,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-29,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-30,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-07-31,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-01,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-02,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-03,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-04,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-05,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-06,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-07,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-08,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-09,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-10,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-11,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-12,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-13,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-14,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-15,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-16,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-17,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-18,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-19,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-20,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-21,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-22,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-23,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-24,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-25,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-26,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-27,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-28,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-29,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-30,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-08-31,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-01,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-02,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-03,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-04,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-05,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-06,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-07,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-08,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-09,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-10,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-11,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-12,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-13,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-14,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-15,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-16,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-17,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-18,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-19,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-20,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-21,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-22,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-23,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-24,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-25,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-26,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-27,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-28,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-29,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-09-30,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-01,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-02,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-03,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-04,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-05,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-06,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-07,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-08,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-09,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-10,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-11,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-12,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-13,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-14,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-15,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-16,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-17,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-18,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-19,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-20,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-21,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-22,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-23,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-24,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-25,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-26,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-27,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-28,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-29,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-30,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-10-31,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-01,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-02,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-03,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-04,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-05,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-06,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-07,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-08,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-09,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-10,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-11,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-12,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-13,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-14,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-15,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-16,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-17,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-18,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-19,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-20,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-21,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-22,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-23,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-24,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-25,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-26,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-27,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-28,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-29,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-11-30,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-01,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-02,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-03,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-04,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-05,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-06,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-07,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-08,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-09,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-10,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-11,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-12,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-13,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-14,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-15,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-16,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-17,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-18,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-19,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-20,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-21,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-22,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-23,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-24,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-25,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-26,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-27,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-28,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-29,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-30,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2016-12-31,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-01,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-02,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-03,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-04,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-05,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-06,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-07,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-08,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-09,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-10,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-11,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-12,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-13,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-14,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-15,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-16,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-17,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-18,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-19,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-20,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-21,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-22,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-23,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-24,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
2017-01-25,"-6,144.40",38.45,"4,156.00",,19.7,38.45,"4,156.00","3,275.40","3,275.40","-27,498.40",-880.60
