date,other_expenses_yrly,diluted_eps_yrly,profit_loss_from_ordinary_activities_before_tax_yrly,depreciation_and_amortisation_expense_yrly,other_income_yrly,basic_eps_yrly,profit_after_interest_but_before_exceptional_items_yrly,net_profit_loss_from_ordinary_activities_after_tax_yrly,net_profit_yrly,expenditure_yrly,tax_yrly
2019-10-17,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-18,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-19,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-20,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-21,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-22,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-23,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-24,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-25,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-26,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-27,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-28,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-29,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-30,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-10-31,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-01,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-02,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-03,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-04,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-05,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-06,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-07,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-08,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-09,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-10,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-11,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-12,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-13,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-14,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-15,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-16,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-17,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-18,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-19,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-20,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-21,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-22,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-23,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-24,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-25,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-26,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-27,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-28,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-29,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-11-30,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-01,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-02,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-03,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-04,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-05,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-06,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-07,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-08,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-09,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-10,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-11,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-12,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-13,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-14,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-15,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-16,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-17,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-18,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-19,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-20,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-21,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-22,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-23,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-24,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-25,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-26,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-27,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-28,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-29,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-30,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2019-12-31,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-01,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-02,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-03,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-04,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-05,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-06,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-07,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-08,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-09,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-10,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-11,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-12,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-13,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-14,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-15,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-16,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-17,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-18,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-19,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-20,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-21,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-22,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-23,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-24,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-25,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-26,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-27,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-28,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-29,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-30,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-01-31,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-01,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-02,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-03,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-04,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-05,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-06,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-07,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-08,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-09,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-10,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-11,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-12,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-13,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-14,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-15,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-16,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-17,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-18,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-19,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-20,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-21,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-22,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-23,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-24,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-25,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-26,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-27,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-28,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-02-29,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-01,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-02,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-03,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-04,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-05,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-06,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-07,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-08,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-09,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-10,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-11,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-12,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-13,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-14,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-15,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-16,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-17,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-18,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-19,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-20,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-21,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-22,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-23,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-24,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-25,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-26,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-27,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-28,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-29,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-30,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-03-31,"-8,474.40",30.77,"6,761.80","-1,852.10",88.4,30.77,"6,761.80","5,467.60","5,467.60","-35,189.70","-1,294.20"
2020-04-01,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-02,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-03,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-04,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-05,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-06,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-07,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-08,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-09,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-10,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-11,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-12,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-13,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-14,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-15,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-16,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
2020-04-17,"-10,246.30",30.04,"6,645.50","-2,313.10",7.0,30.04,"6,645.50","5,352.20","5,352.20","-38,422.50","-1,293.30"
