date,net_profit_qtr,net_profit_loss_from_ordinary_activities_after_tax_qtr,other_income_qtr,tax_qtr,profit_loss_from_ordinary_activities_before_tax_qtr,depreciation_and_amortisation_expense_qtr,other_expenses_qtr,basic_eps_qtr,expenditure_qtr,diluted_eps_qtr,profit_after_interest_but_before_exceptional_items_qtr
2008-06-09,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-10,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-11,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-12,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-13,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-14,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-15,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-16,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-17,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-18,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-19,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-20,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-21,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-22,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-23,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-24,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-25,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-26,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-27,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-28,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-29,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-06-30,380.10,380.10,195.3,-210.2,590.30,,,0.97,"-1,787.10",0.97,
2008-07-01,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-02,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-03,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-04,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-05,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-06,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-07,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-08,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-09,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-10,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-11,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-12,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-13,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-14,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-15,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-16,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-17,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-18,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-19,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-20,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-21,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-22,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-23,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-24,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-25,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-26,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-27,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-28,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-29,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-30,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-07-31,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-01,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-02,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-03,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-04,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-05,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-06,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-07,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-08,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-09,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-10,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-11,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-12,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-13,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-14,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-15,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-16,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-17,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-18,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-19,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-20,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-21,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-22,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-23,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-24,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-25,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-26,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-27,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-28,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-29,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-30,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-08-31,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-01,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-02,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-03,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-04,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-05,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-06,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-07,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-08,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-09,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-10,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-11,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-12,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-13,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-14,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-15,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-16,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-17,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-18,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-19,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-20,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-21,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-22,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-23,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-24,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-25,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-26,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-27,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-28,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-29,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-09-30,313.10,313.10,51.7,-173.7,486.80,,,0.8,"-1,835.10",0.8,
2008-10-01,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-02,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-03,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-04,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-05,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-06,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-07,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-08,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-09,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-10,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-11,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-12,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-13,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-14,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-15,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-16,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-17,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-18,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-19,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-20,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-21,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-22,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-23,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-24,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-25,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-26,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-27,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-28,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-29,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-30,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-10-31,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-01,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-02,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-03,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-04,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-05,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-06,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-07,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-08,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-09,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-10,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-11,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-12,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-13,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-14,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-15,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-16,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-17,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-18,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-19,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-20,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-21,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-22,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-23,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-24,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-25,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-26,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-27,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-28,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-29,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-11-30,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-01,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-02,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-03,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-04,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-05,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-06,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-07,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-08,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-09,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-10,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-11,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-12,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-13,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-14,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-15,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-16,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-17,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-18,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-19,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-20,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-21,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-22,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-23,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-24,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-25,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-26,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-27,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-28,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-29,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-30,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2008-12-31,332.70,332.70,29.6,-205.7,538.40,,,0.85,"-1,817.40",0.85,538.40
2009-04-01,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
2009-04-02,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
2009-04-03,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
2009-04-04,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
2009-04-05,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
2009-04-06,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
2009-04-07,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
2009-04-08,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
2009-04-09,190.50,190.50,9.7,-126.4,316.90,,,0.48,"-1,654.50",0.48,316.90
