depreciation_and_amortisation_expense_yrly,employee_benefit_expense_yrly,exceptional_item_yrly,expenditure_yrly,finance_costs_yrly,net_profit_loss_from_ordinary_activities_after_tax_yrly,net_profit_yrly,other_income_yrly,profit_loss_from_ordinary_activities_before_tax_yrly,profit_after_interest_but_before_exceptional_items_yrly,total_income_yrly,basic_eps_yrly,date_yrly,diluted_eps_yrly
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-01-24,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-01-25,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-01-26,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-01-27,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-01-28,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-01-29,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-01-30,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-01-31,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-01,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-02,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-03,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-04,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-05,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-06,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-07,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-08,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-09,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-10,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-11,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-12,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-13,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-14,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-15,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-16,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-17,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-18,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-19,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-20,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-21,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-22,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-23,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-24,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-25,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-26,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-27,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-02-28,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-01,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-02,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-03,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-04,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-05,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-06,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-07,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-08,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-09,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-10,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-11,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-12,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-13,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-14,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-15,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-16,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-17,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-18,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-19,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-20,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-21,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-22,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-23,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-24,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-25,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-26,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-27,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-28,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-29,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-30,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-03-31,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-01,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-02,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-03,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-04,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-05,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-06,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-07,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-08,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-09,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-10,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-11,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-12,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-13,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-14,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-15,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-16,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-17,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-18,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-19,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-20,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-21,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-22,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-23,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-24,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-25,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-26,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-27,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-28,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-29,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-04-30,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-01,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-02,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-03,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-04,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-05,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-06,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-07,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-08,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-09,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-10,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-11,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-12,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-13,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-14,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-15,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-16,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-17,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-18,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-19,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-20,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-21,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-22,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-23,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-24,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-25,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-26,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-27,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-28,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-29,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-30,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-05-31,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-01,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-02,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-03,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-04,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-05,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-06,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-07,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-08,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-09,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-10,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-11,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-12,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-13,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-14,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-15,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-16,52.5
-453.0,"-2,439.00",0.0,"-16,267.00",-61.0,"1,749.00","1,827.00",422.0,"2,375.00","2,375.00","18,642.00",52.5,2022-06-17,52.5
