other_income,net_profit_loss_from_ordinary_activities_after_tax,tax,profit_loss_from_ordinary_activities_before_tax,date,expenditure,net_profit,profit_after_interest_but_before_exceptional_items,depreciation_and_amortisation_expense,finance_costs,total_income,employee_benefit_expense,exceptional_item,basic_eps,diluted_eps
134.0,454.00,-166.0,620.00,2022-05-05,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-06,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-07,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-08,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-09,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-10,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-11,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-12,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-13,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-14,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-15,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-16,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-17,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-18,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-19,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-20,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-21,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-22,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-23,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-24,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-25,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-26,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-27,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-28,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-29,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-30,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-05-31,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-01,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-02,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-03,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-04,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-05,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-06,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-07,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-08,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-09,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-10,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-11,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-12,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-13,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-14,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-15,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-16,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-17,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-18,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-19,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-20,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-21,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-22,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-23,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-24,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-25,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-26,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-27,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-28,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-29,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
134.0,454.00,-166.0,620.00,2022-06-30,"-3,998.00",474.00,620.00,-111.0,-14.0,"4,618.00",-606.00,0.0,13.62,13.62
106.0,373.00,-144.0,517.00,2022-07-01,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-02,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-03,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-04,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-05,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-06,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-07,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-08,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-09,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-10,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-11,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-12,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-13,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-14,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-15,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-16,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-17,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-18,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-19,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-20,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-21,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-22,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-23,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-24,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-25,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-26,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-27,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-28,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-29,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-30,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-07-31,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-01,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-02,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-03,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-04,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-05,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-06,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-07,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-08,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-09,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-10,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-11,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-12,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-13,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-14,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-15,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-16,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-17,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-18,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-19,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-20,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-21,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-22,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-23,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-24,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-25,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-26,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-27,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-28,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-29,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-30,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-08-31,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-01,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-02,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-03,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-04,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-05,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-06,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-07,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-08,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-09,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-10,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-11,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-12,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-13,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-14,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-15,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-16,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-17,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-18,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-19,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-20,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-21,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-22,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-23,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-24,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-25,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-26,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-27,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-28,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-29,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
106.0,373.00,-144.0,517.00,2022-09-30,"-3,902.00",390.00,517.00,-117.0,-13.0,"4,419.00",-597.00,0.0,11.21,11.21
87.0,537.00,-173.0,710.00,2022-10-01,"-4,623.00",559.00,710.00,-120.0,-25.0,"5,333.00",-674.00,0.0,16.06,16.06
87.0,537.00,-173.0,710.00,2022-10-02,"-4,623.00",559.00,710.00,-120.0,-25.0,"5,333.00",-674.00,0.0,16.06,16.06
