date,net_profit_loss_from_ordinary_activities_after_tax_yrly,current_tax_yrly,basic_eps_for_continuing_operation_yrly,net_profit_yrly,finance_costs_yrly,employee_benefit_expense_yrly,profit_after_interest_but_before_exceptional_items_yrly,net_sales_yrly,tax_yrly,diluted_for_discontinued_continuing_operation_yrly,diluted_eps_yrly,basic_for_discontinued_continuing_operation_yrly,other_income_yrly,total_income_yrly,expenditure_yrly,depreciation_and_amortisation_expense_yrly,profit_loss_from_ordinary_activities_before_tax_yrly,exceptional_item_yrly,other_expenses_yrly,deferred_tax_yrly,diluted_eps_for_continuing_operation_yrly,basic_eps_yrly
2008-05-11,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-12,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-13,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-14,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-15,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-16,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-17,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-18,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-19,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-20,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-21,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-22,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-23,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-24,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-25,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-26,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-27,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-28,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-29,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-30,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-05-31,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-01,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-02,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-03,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-04,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-05,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-06,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-07,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-08,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-09,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-10,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-11,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-12,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-13,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-14,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-15,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-16,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-17,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-18,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-19,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-20,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-21,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-22,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-23,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-24,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-25,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-26,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-27,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-28,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-29,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-06-30,236.30,,,236.30,,,,,-58.2,,9.38,,3.7,"2,954.40","-2,443.60",,294.50,-176.5,,,,9.42
2008-07-01,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-02,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-03,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-04,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-05,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-06,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-07,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-08,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-09,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-10,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-11,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-12,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-13,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-14,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-15,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-16,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-17,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-18,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-19,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-20,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-21,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-22,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-23,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-24,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-25,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-26,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-27,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-28,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-29,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-30,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-07-31,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-01,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-02,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-03,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-04,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-05,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-06,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-07,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-08,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-09,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-10,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-11,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-12,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-13,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-14,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-15,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-16,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-17,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-18,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-19,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-20,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-21,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-22,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-23,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-24,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-25,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-26,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-27,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-28,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-29,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-30,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-08-31,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-01,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-02,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-03,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-04,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-05,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-06,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-07,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-08,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-09,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-10,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-11,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-12,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-13,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-14,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-15,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-16,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-17,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-18,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-19,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-20,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-21,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-22,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-23,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-24,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-25,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-26,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-27,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-28,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-29,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-09-30,365.10,,,365.10,,,,,-72.2,,14.49,,5.0,"3,480.50","-2,736.70",,437.30,,,,,14.55
2008-10-01,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-02,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-03,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-04,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-05,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-06,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-07,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-08,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-09,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-10,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-11,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-12,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-13,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-14,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-15,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-16,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-17,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-18,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-19,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-20,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-21,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
2008-10-22,231.80,,,231.80,,,497.20,,-73.1,,9.21,,3.2,,"-2,524.40",,304.90,-192.3,,,,9.24
