current_tax_qtr,face_value_in_rs_qtr,diluted_eps_qtr,other_expenses_qtr,profit_loss_from_ordinary_activities_before_tax_qtr,basic_diluted_eps_after_extraordinary_items_qtr,profit_from_operations_before_other_income_interest_and_exceptional_items_qtr,deferred_tax_qtr,tax_qtr,profit_after_interest_but_before_exceptional_items_qtr,finance_costs_qtr,net_profit_loss_from_ordinary_activities_after_tax_qtr,total_income_qtr,basic_eps_qtr,date,interest_qtr,depreciation_and_amortisation_expense_qtr,net_profit_qtr,basic_for_discontinued_continuing_operation_qtr,net_sales_qtr,other_income_qtr,profit_before_interest_and_exceptional_items_qtr,equity_capital_qtr,expenditure_qtr
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-23,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-24,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-25,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-26,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-27,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-28,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-29,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-30,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-07-31,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-01,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-02,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-03,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-04,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-05,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-06,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-07,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-08,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-09,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-10,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-11,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-12,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-13,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-14,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-15,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-16,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-17,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-18,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-19,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-20,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-21,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-22,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-23,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-24,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-25,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-26,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-27,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-28,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-29,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-30,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-08-31,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-01,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-02,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-03,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-04,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-05,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-06,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-07,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-08,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-09,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-10,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-11,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-12,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-13,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-14,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-15,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-16,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-17,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-18,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-19,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-20,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-21,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-22,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-23,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-24,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-25,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-26,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-27,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-28,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-29,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,12.05,,305.54,12.05,193.44,,-105.59,305.54,,199.95,,12.05,2011-09-30,-0.04,,199.95,,"1,634.19",112.13,305.58,165.99,"-1,447.48"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-01,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-02,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-03,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-04,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-05,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-06,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-07,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-08,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-09,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-10,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-11,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-12,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-13,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-14,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-15,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-16,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-17,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-18,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-19,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-20,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-21,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-22,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-23,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-24,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-25,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-26,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-27,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-28,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-29,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-30,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-10-31,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-01,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-02,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-03,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-04,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-05,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-06,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-07,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-08,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-09,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-10,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-11,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-12,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-13,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-14,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-15,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-16,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-17,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-18,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-19,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-20,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-21,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-22,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-23,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-24,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-25,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-26,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-27,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-28,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-29,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-11-30,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-01,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-02,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-03,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-04,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-05,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-06,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-07,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-08,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-09,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-10,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-11,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-12,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-13,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-14,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-15,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-16,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-17,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-18,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-19,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-20,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-21,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-22,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
,10.0,7.63,,189.07,7.63,-76.81,,-62.43,46.27,,126.64,,7.63,2011-12-23,-0.04,,126.64,,"1,265.67",123.12,46.31,165.99,"-1,348.04"
