current_tax_qtr,face_value_in_rs_qtr,diluted_eps_qtr,other_expenses_qtr,profit_loss_from_ordinary_activities_before_tax_qtr,basic_diluted_eps_after_extraordinary_items_qtr,profit_from_operations_before_other_income_interest_and_exceptional_items_qtr,deferred_tax_qtr,tax_qtr,profit_after_interest_but_before_exceptional_items_qtr,finance_costs_qtr,net_profit_loss_from_ordinary_activities_after_tax_qtr,total_income_qtr,basic_eps_qtr,date,interest_qtr,depreciation_and_amortisation_expense_qtr,net_profit_qtr,basic_for_discontinued_continuing_operation_qtr,net_sales_qtr,other_income_qtr,profit_before_interest_and_exceptional_items_qtr,equity_capital_qtr,expenditure_qtr
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-05-27,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-05-28,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-05-29,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-05-30,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-05-31,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-01,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-02,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-03,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-04,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-05,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-06,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-07,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-08,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-09,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-10,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-11,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-12,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-13,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-14,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-15,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-16,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-17,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-18,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-19,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-20,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-21,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-22,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-23,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-24,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-25,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-26,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-27,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-28,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-29,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-74.40,,-0.07,-867.40,-255.80,,,-7.1,-81.5,-255.80,-43.1,-337.30,"2,267.20",-0.07,2017-06-30,,,-142.80,-0.07,"2,190.60",76.60,,,"-2,523.00"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-01,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-02,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-03,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-04,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-05,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-06,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-07,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-08,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-09,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-10,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-11,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-12,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-13,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-14,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-15,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-16,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-17,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-18,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-19,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-20,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-21,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-22,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-23,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-24,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-25,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-26,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-27,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-28,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-29,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-30,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-07-31,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-01,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-02,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-03,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-04,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-05,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-06,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-07,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-08,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-09,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-10,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-11,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-12,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-13,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-14,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-15,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-16,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-17,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-18,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-19,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-20,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-21,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-22,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-23,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-24,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-25,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-26,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-27,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-28,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-29,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-30,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-08-31,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-01,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-02,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-03,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-04,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-05,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-06,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-07,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-08,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-09,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-10,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-11,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-12,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-13,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-14,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-15,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-16,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-17,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-18,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-19,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-20,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-21,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-22,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-23,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-24,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-25,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-26,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-27,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-28,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-29,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-84.40,,0.04,-820.60,-124.70,,,24.3,-60.1,-124.70,-49.0,-184.80,"2,349.70",0.04,2017-09-30,,,73.30,0.04,"2,272.30",77.40,,,"-2,474.40"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-01,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-02,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-03,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-04,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-05,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-06,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-07,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-08,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-09,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-10,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-11,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-12,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
-181.50,,0.09,"-1,016.10",164.60,,,-10.8,-192.3,164.60,-64.8,-27.70,"2,773.70",0.09,2017-10-13,,,-27.70,0.09,"2,711.30",62.40,,,"-2,609.10"
