shap_value,feature
-2.8884721993731063e-05,volatility_bbhi_200
-2.9500062542942256e-05,trend_sma_fast_100
-3.0991281114327104e-05,profit_before_interest_and_exceptional_items_qtr
-3.293847802724502e-05,trend_adx_neg_50
-3.335623248367035e-05,volatility_atr_100
-3.430666454798473e-05,trend_ichimoku_base_200
-3.442118571583042e-05,trend_kst_diff
-3.646404208067336e-05,trend_visual_ichimoku_a_100
-3.6934367887108834e-05,momentum_ppo_signal_200
-3.785453512929143e-05,volatility_kcw
-4.191410396087913e-05,volatility_dch_10
-4.71991156478708e-05,trend_aroon_ind_10
-5.154169142963518e-05,momentum_ppo_200
-6.305956055232084e-05,finance_costs_qtr
-7.532749403763654e-05,others_dr_200
-0.00010781432507521122,volatility_bbp_200
-0.0001236833717523248,volume_sma_em_200
-0.0002985887064919772,other_income_yrly
-0.000583808269355514,momentum_kama_200
-0.0008643154852748868,percentage_of_public_shareholding_qtr
-0.0010627084716638901,basic_eps_qtr
-0.0015094229177738826,topic_polarity
-0.0034556254357186564,momentum_wr_200
