shap_value,feature
0.03849324551699519,momentum_wr_200
0.031242294013246557,momentum_pvo_hist_200
0.02002227156853767,net_profit_yrly
0.0021070164741163913,momentum_uo_50
0.0015254712723714403,tax_qtr
0.0012583158968010927,momentum_ppo_hist_200
0.0012503364817104492,employee_benefit_expenses_qtr
0.0011298165473870995,volatility_kcl_200
0.0010497156613079065,momentum_rsi_5
0.0009790880521000388,trend_mass_index_100
0.0009507152390692548,other_income_qtr
0.0009303890931319454,trend_kst_sig_10
0.0008445622266391783,trend_vortex_ind_neg_100
0.0008376657174652727,volatility_kchi_200
0.0007857854031478066,volatility_dch_100
0.0007830949813583226,momentum_stoch_rsi_d_20
0.0006813496647209569,volume_mfi_200
0.0006664077230850346,low_5
0.0006648410542587043,trend_ichimoku_conv_5
0.0006497929541204644,trend_macd_200
0.0006429218661546734,momentum_tsi_100
0.0006298393347452758,momentum_stoch_rsi_k_5
0.0006241944280034156,trend_vortex_ind_pos_5
0.0006234038225914184,momentum_rsi_10
0.0005869804940444065,momentum_pvo_signal_50
0.0005737506620963898,volatility_dcw_10
0.0005534871310402573,volatility_kch_10
0.0005524036944167113,trend_visual_ichimoku_a_5
0.0005505581153845224,open
0.000547432362387591,trend_ema_slow_100
0.0005458099259330548,volatility_kchi
0.0005238082221508432,trend_ichimoku_base_100
0.0005193770679073547,trend_dpo_10
0.000518550822243032,trend_aroon_up
0.0005097508969996493,volatility_bbli_200
0.0005010611598233313,volatility_dcp_100
0.0004960578051756532,momentum_ppo_200
0.0004954678543493551,trend_ema_slow_10
0.00048468293551708443,volatility_bbp_200
0.0004822647978842311,momentum_pvo
0.0004658285721270987,trend_adx_pos_5
0.0004502783717461866,trend_visual_ichimoku_b_5
0.000440281599520378,volume_vpt_20
0.0004363661916040381,trend_vortex_ind_diff_100
0.0004286003957038068,trend_ichimoku_base_200
0.000424076689833963,trend_sma_fast_10
0.0004090585307625313,trend_kst_sig_50
0.00040085736836074237,volume_sma_em_20
0.00040033558351266227,momentum_ppo
0.0003923249710486644,trend_ema_fast_10
0.00038769139244427707,trend_stc_100
