shap_value,feature
0.0891876606233815,topic_polarity
0.069336544483913,percentage_of_public_shareholding_qtr
0.06019212820920348,basic_eps_qtr
0.05435605573053832,momentum_kama_200
0.05354584789630404,exceptional_item_qtr
0.0483186974075674,other_income_yrly
0.006863255224360767,trend_aroon_ind_50
0.005420094202236533,trend_vortex_ind_diff_100
0.0036124318358966,trend_psar_down_indicator_50
0.0033760091727410785,momentum_stoch_50
0.0016563733963867898,trend_visual_ichimoku_b_20
0.0012517325873793977,trend_kst_20
0.00120707595542047,momentum_uo_20
0.0011288956760944734,volatility_dch
0.0011287649965908053,volatility_kcc
0.00104252034603263,volume_vpt
0.0010342692375426906,volatility_kchi_20
0.0009925684930869416,volatility_bbm_50
0.0009261455384870193,trend_psar_down_indicator_5
0.000917406219560212,volatility_bbw_20
0.0008684461858873853,trend_aroon_down_50
0.0008395844920835194,trend_ichimoku_a_100
0.0008220160943920421,trend_ichimoku_b_200
0.0007645384774782612,trend_sma_fast_10
0.0007433392525799939,trend_vortex_ind_pos_20
0.0007317634768203145,momentum_ppo_hist_50
0.000731357138360579,volume_nvi_50
0.000724915015143575,volatility_bbl_50
0.0007228757978696405,agg_polarity
0.0007182361411028276,trend_ema_slow_20
0.0007007065514558145,trend_ema_slow_100
0.000696493500654117,volatility_kcw_200
0.0006949461461377561,trend_adx_pos_200
0.0006782329042249781,exceptional_item_yrly
0.0006637315980696029,trend_ichimoku_a_10
0.0006521926623883933,trend_ichimoku_a_200
0.0006305028870064424,trend_ichimoku_a_20
0.0006295568793972437,momentum_stoch_signal_100
0.0006279005250775005,momentum_ppo_signal_100
0.0006113307931652561,trend_sma_slow
0.0006082578627888576,expenditure_qtr
0.0006079046804931036,trend_ichimoku_base_10
0.0006030013958863576,trend_aroon_down_20
0.0006000651344457576,trend_visual_ichimoku_a_20
0.0005955230794388613,volatility_ui_100
0.0005942236152285058,volatility_bbh
0.0005641269374653604,trend_ichimoku_base_100
0.0005536307779195573,trend_dpo_200
0.0005505416236154534,volatility_ui_20
0.0005435075216924403,volume_fi
0.0005417745379681803,trend_psar_down_indicator_200
0.0005309783122361217,volume_sma_em_5
0.0005284568719025748,trend_visual_ichimoku_b_50
0.0005261453375805252,trend_kst_200
0.000520805715546533,trend_sma_fast
0.0005105801419383356,trend_macd_signal_20
0.000502315268696747,ticker_polarity
0.0004909783217614736,trend_sma_slow_20
0.000489924539992043,momentum_roc_100
0.0004841913908083561,momentum_ao_100
0.0004799628102040232,volatility_kcl
0.0004748453143221834,volatility_kcw
0.00047400672339282125,trend_aroon_ind_10
0.000462675315948651,trend_kst_sig_200
0.00046034352571218726,momentum_wr_50
0.000456831095644592,trend_kst_diff_100
0.0004561122993813691,volume_cmf_50
0.00045133376770783794,high_100
0.0004511863833746832,momentum_ppo_hist_20
0.00044927128093617016,trend_ema_fast_20
0.00044893635227642677,volatility_bbp_20
0.00044031600577534283,volatility_kcw_10
0.00043472705874441947,trend_cci_20
0.0004156903358833731,trend_cci_100
0.0004109122259839977,momentum_wr_5
0.0004057650452538898,volume_vpt_100
0.00040359714825096766,others_dlr_100
0.0004032287342466107,trend_macd_100
0.00039990411844972895,trend_stc_5
0.00039958597433996856,momentum_stoch_rsi_50
0.0003937336909314626,trend_cci_50
0.000391974275847921,trend_psar_down_indicator_100
0.0003868287831856931,volatility_ui_10
0.0003837885235086247,momentum_kama_50
0.0003831876159103021,volatility_kcw_20
0.00038008658903421964,momentum_rsi_5
0.0003730293515707075,^bsesn_percent_change
0.00036493777764360036,momentum_stoch_signal_200
0.00035984757903554786,trend_kst_sig_5
0.00035920002951866724,volatility_dcw_100
0.00035775124146753315,momentum_pvo
0.0003550630268249418,others_dr_100
0.0003538881418453666,volatility_dcm
0.00035195963199124357,trend_mass_index_200
0.00034805712074811136,momentum_stoch_rsi_d_5
0.00033755375693060824,trend_ema_slow_10
0.0003365840158480472,trend_visual_ichimoku_a_200
0.0003344306311257771,sha_percent_change
0.0003225617696971347,momentum_stoch_rsi_d_50
0.00031893828864683804,others_dlr
0.00031536634819668126,volatility_kcli
0.00031442997992151196,volume_fi_5
0.00030458513256527984,volatility_bbli_5
0.000300084917312755,employee_benefit_expense_qtr
0.00029741325772654595,volume_cmf
0.0002933143520395636,volume_mfi
0.0002918213284896247,usdx-index_percent_change
0.0002898198937404162,volatility_bbp_100
0.0002888987829312175,volatility_kcp_20
0.0002848169661783451,low_5
0.00028255346622543353,trend_visual_ichimoku_b_100
0.00027576866516006995,trend_adx_10
0.0002684893943423763,volatility_kcw_50
0.0002671550383105689,high_5
0.00026499018472881373,volatility_bbli
0.0002649480947764138,trend_vortex_ind_diff_5
0.00026279083525435,momentum_stoch_rsi_5
0.00026134322338670213,volatility_bbli_100
0.00025957367610864767,volume_obv_100
0.00025722636577913956,trend_adx_pos_20
0.0002563316552514252,diluted_eps_qtr
0.00025453917244881,momentum_roc_5
0.0002520371857585236,volatility_dcw
0.00025202418370832443,trend_vortex_ind_neg_100
0.00025187934166099403,trend_ema_slow
0.0002512673297349073,momentum_ppo_200
0.0002502147959883301,volatility_dcl
0.00024785107915267904,trend_ichimoku_conv_50
0.00024347809443141832,momentum_rsi_50
0.0002398396119346119,momentum_ppo_signal_20
0.0002335260367137499,volume_fi_10
0.0002307199144264363,ticker_compound
0.00022835360277390123,volatility_kch_100
0.00022731447828493214,momentum_pvo_20
0.00022558404979809523,trend_dpo_5
0.0002239972389268356,momentum_ao_5
0.00022257230895133653,momentum_stoch_100
0.0002190608150507593,trend_kst_sig_20
0.00021830794328367943,volatility_bbw_10
0.00021461593303803754,volume_mfi_5
0.00021295663852829774,volatility_kcli_50
0.00021283456368824158,trend_adx_neg_5
0.00021135482364429878,volatility_dcm_200
0.0002065165756263634,volatility_bbm_20
