Net Sales/Revenue From Operations,Revenue from Operations,Other Income,Total Income,Expenditure,Provisions and Loan Losses,Depreciation and amortisation expense,Employee benefit expense,Finance Costs,Other Expenses,Profit after Interest but before Exceptional Items,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Tax,Current tax,Deferred tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Impairment on financial instruments,Other Expenditure,Net loss on fair value changes,Basic EPS for continuing operation,Diluted EPS for continuing operation,Profit before extraordinary items and Tax,Net Profit after Mino Inter & Share of P & L,Net profit (loss) from discontinuing operation after tax,Profit (loss) from discontinuing operations before tax,Deferred Tax,Minority Interest,Share of Profit & Loss of Asso,Exceptional Item,Extraordinary Items,Tax expense of discontinuing operations,Any Other,Business origination outsourcing,Net Sales,Other operating expenses,Income Attributable to Consolidated Group,EPS after Extraordinary items (in Rs),Net Profit Loss for the period from continuing operations,Provisions and loan losses,Prior year,Reserves,"Profit or Loss, Attributable to Owners of Parent",Prior Period Items,Employee Benefit Expenses,Equity Capital,"Total Profit or Loss, Attributable to Non-Controlling Interests",Other Operating Income,Diluted EPS before Extraordinary items,Interest,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests,EPS before Extraordinary items (in Rs),Depreciation & amortization expense,Other Comprehensive Income Net of Taxes,"Profit from Operations before Other Income, Interest and Exceptional Items",Business Origination Outsourcing,Diluted EPS after Extraordinary items,Total Comprehensive Income for the Period,Comprehensive Income for the Period Attributable to Owners of Parent,Income from Operations,Provisions & Loan Losses,Tax expenses (Including Deferred Tax),Cost of Investment In Sub,Basic EPS after Extraordinary items,Any Other Comprehensive Item,Profit before Interest and Exceptional Items,Other Operating Expenditure,Basic EPS before Extraordinary items,Face Value (in Rs),Interest (Finance Charges),Interest (Including Financial Charges),Tax Expenses (including deferred tax),Loan Provision and Write Offs,Finance Cost,Pending at the beginning of the quarter,Debt Equity Ratio,Percentage of Public Shareholding,Disposed of during the quarter,Debt Service Coverage Ratio,Debt Earning Per Share (EPS),Paid up Debt Capital,Received during the quarter,Depreciation,Debt Face Value,Debenture Redemption Reserve,Remaining unresolved at the end of the quarter,Number of Public Shareholding,"Provision, Loan Losses & Other Charges",Employees Cost,Investor Complaints,Interest Service Coverage Ratio,Branch Closure Costs / Losses,MTM Adjustment for Derivatives,Finance Charges,Deferred Tax & Fringe Benefit Tax,Total Amount of items that will not be reclassified to profit and loss,Income tax relating to items that will not be reclassified to profit or loss,Total Amount of items that will be reclassified to profit and loss,Income tax relating to items that will be reclassified to profit or loss,Net movement in regulatory deferral account balances,Share of profit(loss) of associates and joint ventures
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-16,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-17,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-18,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-19,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-20,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-21,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-22,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-23,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-24,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-25,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-26,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-27,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-02-28,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-01,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-02,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-03,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-04,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-05,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-06,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-07,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-08,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-09,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-10,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-11,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-12,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-13,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-14,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-15,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-16,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-17,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-18,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-19,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-20,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-21,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-22,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-23,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-24,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-25,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-26,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-27,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-28,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-29,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-30,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
,,212.10,"71,088.30","-52,773.00",,-569.90,"-6,046.80","-35,881.40",,"18,315.30","18,315.30","-6,345.90","-7,312.80",966.90,"11,969.40","11,965.90",76.56,76.50,Notes,2019-03-31,"-3,113.40","-7,161.50",,76.56,76.50,,"11,980.60",0.00,0.00,,14.70,0.00,0.00,,0.00,0.00,,"70,876.20",,"11,980.60",,"11,969.40",,,,,,,,,,,,,,,-21.10,,,,"11,959.50",,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,-3.50
