date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Purchases of stock-in-trade_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Employee benefit expense_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Basic for discontinued operation_YRLY,Diluted for discontinued operation_YRLY,Depreciation and amortisation expenses_YRLY,Excise Duty_YRLY,Employee benefits expenses_YRLY,Purchases of Stock in Trade_YRLY,"Change in Inventories of finished good, WIP & Stock in trade_YRLY",Comprehensive Income for the Period Attributable to Owners of Parent_YRLY,Prior Period Items_YRLY,Interest_YRLY,Reserves_YRLY,"Total Profit or Loss, Attributable to Non-Controlling Interests_YRLY",Basic & Diluted EPS before Extraordinary items_YRLY,Other Operating Income_YRLY,Profit before Interest and Exceptional Items_YRLY,Net Sales / Income from Operations_YRLY,Equity Capital_YRLY,"Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",EPS before Extraordinary items (in Rs)_YRLY,Basic & Diluted EPS after Extraordinary items_YRLY,Extraordinary Items_YRLY,Employee Benefit Expenses_YRLY,"Profit or Loss, Attributable to Owners of Parent_YRLY",Cost of Investment In Sub_YRLY,Face Value (in Rs)_YRLY,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_YRLY,Revenue From Operations_YRLY,"Changes in inventories of finished goods, wip and Stock-in-trade_YRLY",Depreciation_YRLY,Disposed of during the quarter_YRLY,Staff Cost_YRLY,Remaining unresolved at the end of the quarter_YRLY,Investor Complaints_YRLY,Pending at the beginning of the quarter_YRLY,Deferred Tax_YRLY,(Increase)/Decrease in Stock in Trade_YRLY,Purchase of Traded Goods_YRLY,Debt Equity Ratio_YRLY,Debt Service Coverage Ratio_YRLY,Debt Face Value_YRLY,Basic EPS after Extraordinary items_YRLY,Fringe Benefit Tax_YRLY,Other Expenditure_YRLY,Interest Service Coverage Ratio_YRLY,Percentage of Public Shareholding_YRLY,Received during the quarter_YRLY,Diluted EPS after Extraordinary items_YRLY,Number of Public Shareholding_YRLY,Paid up Debt Capital_YRLY,Current Tax_YRLY,Consumption of Raw Materials_YRLY,Debenture Redemption Reserve_YRLY,Debt Earning Per Share (EPS)_YRLY,(Increase) / Decrease In Stock In Trade & WIP_YRLY,Employees Cost_YRLY
2022-08-29,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-06,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-18,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,"7,387.22",146.69,"7,533.91","-6,508.50","-2,983.01",-51.23,"-1,199.09",-997.12,289.34,"-1,371.03",-196.36,"1,025.41",-321.33,704.08,719.59,-321.67,0.34,0.00,0.00,719.59,0.00,719.59,,0.00,"1,025.41",704.08,0.00,0.00,0.00,68.31,0.00,787.90,0.00,0.00,0.00,0.00,0.00,15.51,2.27,2.27,2.27,2.27,Notes,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-06,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-07,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11,"7,724.43",179.17,"7,903.60","-6,839.94","-3,174.66",-64.42,"-1,230.20",-942.81,205.04,"-1,435.59",-197.30,"1,063.66",-251.14,812.52,800.61,-274.87,23.73,0.00,0.00,800.61,0.00,800.61,,0.00,"1,063.66",812.52,0.00,0.00,0.00,-31.67,0.00,768.94,0.00,0.00,0.00,0.00,0.00,-11.91,2.53,2.53,2.53,2.53,Notes,2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
