date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Purchases of stock-in-trade_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Employee benefit expense_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Basic for discontinued operation_YRLY,Diluted for discontinued operation_YRLY,Depreciation and amortisation expenses_YRLY,Excise Duty_YRLY,Employee benefits expenses_YRLY,Purchases of Stock in Trade_YRLY,"Change in Inventories of finished good, WIP & Stock in trade_YRLY",Comprehensive Income for the Period Attributable to Owners of Parent_YRLY,Prior Period Items_YRLY,Interest_YRLY,Reserves_YRLY,"Total Profit or Loss, Attributable to Non-Controlling Interests_YRLY",Basic & Diluted EPS before Extraordinary items_YRLY,Other Operating Income_YRLY,Profit before Interest and Exceptional Items_YRLY,Net Sales / Income from Operations_YRLY,Equity Capital_YRLY,"Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",EPS before Extraordinary items (in Rs)_YRLY,Basic & Diluted EPS after Extraordinary items_YRLY,Extraordinary Items_YRLY,Employee Benefit Expenses_YRLY,"Profit or Loss, Attributable to Owners of Parent_YRLY",Cost of Investment In Sub_YRLY,Face Value (in Rs)_YRLY,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_YRLY,Revenue From Operations_YRLY,"Changes in inventories of finished goods, wip and Stock-in-trade_YRLY",Depreciation_YRLY,Disposed of during the quarter_YRLY,Staff Cost_YRLY,Remaining unresolved at the end of the quarter_YRLY,Investor Complaints_YRLY,Pending at the beginning of the quarter_YRLY,Deferred Tax_YRLY,(Increase)/Decrease in Stock in Trade_YRLY,Purchase of Traded Goods_YRLY,Debt Equity Ratio_YRLY,Debt Service Coverage Ratio_YRLY,Debt Face Value_YRLY,Basic EPS after Extraordinary items_YRLY,Fringe Benefit Tax_YRLY,Other Expenditure_YRLY,Interest Service Coverage Ratio_YRLY,Percentage of Public Shareholding_YRLY,Received during the quarter_YRLY,Diluted EPS after Extraordinary items_YRLY,Number of Public Shareholding_YRLY,Paid up Debt Capital_YRLY,Current Tax_YRLY,Consumption of Raw Materials_YRLY,Debenture Redemption Reserve_YRLY,Debt Earning Per Share (EPS)_YRLY,(Increase) / Decrease In Stock In Trade & WIP_YRLY,Employees Cost_YRLY
2018-12-15,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-16,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-18,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-19,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-20,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-23,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-24,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-25,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-26,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-29,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,"4,701.72",20.65,"4,722.37","-4,399.63","-2,005.24",-27.40,-771.38,-539.70,-25.17,-885.68,-145.06,322.74,-92.29,230.45,234.22,-111.14,18.85,0.00,0.00,234.22,0.00,234.22,,0.00,322.74,230.45,0.00,0.00,0.00,-83.18,0.00,151.04,0.00,0.00,0.00,0.00,0.00,3.77,1.48,1.48,1.48,1.48,Notes,1.48,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-05,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-06,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-12,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-13,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-19,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-20,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-26,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-27,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,"5,280.31",32.82,"5,313.13","-4,827.33","-2,320.00",-19.48,-779.83,-564.95,-92.29,-908.12,-142.66,485.80,-125.94,359.86,356.46,-154.58,28.64,0.00,0.00,356.46,0.00,356.46,,0.00,485.80,359.86,0.00,0.00,0.00,-45.80,0.00,310.66,0.00,0.00,0.00,0.00,0.00,-3.40,2.25,2.25,2.25,2.25,Notes,2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
