date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued operation_YRLY,Diluted for discontinued operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Net Sales/Revenue From Operations_YRLY,Income Tax_YRLY,Excise Duty_YRLY,"Consumption of Provision, Wines & Others_YRLY","Consumption of Provisions, Stores, Wines & Others_YRLY",Diluted earnings per share after extraordinary items_YRLY,Interest_YRLY,Net sales or Revenue from Operations_YRLY,Profit before Interest and Exceptional Items_YRLY,Deferred Tax_YRLY,Equity Capital_YRLY,"Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",Basic earnings per share after extraordinary items_YRLY,Other Operating Revenues_YRLY,Face Value (in Rs)_YRLY,Total current tax_YRLY,Diluted earnings per share before extraordinary items_YRLY,Deffered Tax_YRLY,Basic earnings per share before extraordinary items_YRLY,Current Tax_YRLY,% of the total of promoter & promoter group_YRLY,Depreciation & Amortization_YRLY,Basic & Diluted EPS before Extraordinary items_YRLY,Other Operating Income_YRLY,Net Sales / Income from Operations_YRLY,Non-encumbered Number of Shares_YRLY,Basic & Diluted EPS after Extraordinary items_YRLY,Financial Cost_YRLY,% of the total share capital of the company_YRLY,Employee Benefit Expenses_YRLY,Percentage of Public Shareholding_YRLY,Number of Public Shareholding_YRLY,Extraordinary Items_YRLY,Employees Benefits Expenses_YRLY,Finance Cost_YRLY,Depreciation_YRLY,Power & Fuel_YRLY,Other Expenditure_YRLY,Employees Cost_YRLY,%  of the total of promoter & promoter group_YRLY,%  of the total share capital of the company_YRLY,Encumbered Number  of Shares_YRLY,"Consumption of Provisions, Stores, Wines & Smokes_YRLY",Cost of Power & Fuel_YRLY
2012-10-04,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-05,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-06,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-07,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-08,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-09,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-10,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-11,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-12,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-13,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-14,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-15,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-16,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-17,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-18,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-19,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-20,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-21,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-22,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-23,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-24,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-25,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-26,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-27,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-28,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-29,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-30,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-10-31,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-01,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-02,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-03,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-04,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-05,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-06,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-07,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-08,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-09,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-10,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-11,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-12,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-13,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-14,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-15,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-16,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-17,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-18,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-19,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-20,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-21,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-22,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-23,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-24,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-25,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-26,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-27,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
2012-11-28,,2.10,,"-2,610.40",,,"-1,090.50",,-266.60,490.80,-163.10,327.70,327.70,,,,,,,,,,490.80,,,,,,,,,,,,,,,,,,,,Notes,0.57,0.57,"3,236.30",,,,-452.20,,-137.20,,628.00,,"1,143.10",625.90,,,2.00,,,,,,100.00,,,52.60,"3,183.70","20,13,57,049.00",0.57,,35.23,-801.10,64.77,"37,02,12,365.00",,,-137.20,,,,,,,,,
