date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued operation_YRLY,Diluted for discontinued operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Net Sales/Revenue From Operations_YRLY,Income Tax_YRLY,Excise Duty_YRLY,"Consumption of Provision, Wines & Others_YRLY","Consumption of Provisions, Stores, Wines & Others_YRLY",Diluted earnings per share after extraordinary items_YRLY,Interest_YRLY,Net sales or Revenue from Operations_YRLY,Profit before Interest and Exceptional Items_YRLY,Deferred Tax_YRLY,Equity Capital_YRLY,"Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",Basic earnings per share after extraordinary items_YRLY,Other Operating Revenues_YRLY,Face Value (in Rs)_YRLY,Total current tax_YRLY,Diluted earnings per share before extraordinary items_YRLY,Deffered Tax_YRLY,Basic earnings per share before extraordinary items_YRLY,Current Tax_YRLY,% of the total of promoter & promoter group_YRLY,Depreciation & Amortization_YRLY,Basic & Diluted EPS before Extraordinary items_YRLY,Other Operating Income_YRLY,Net Sales / Income from Operations_YRLY,Non-encumbered Number of Shares_YRLY,Basic & Diluted EPS after Extraordinary items_YRLY,Financial Cost_YRLY,% of the total share capital of the company_YRLY,Employee Benefit Expenses_YRLY,Percentage of Public Shareholding_YRLY,Number of Public Shareholding_YRLY,Extraordinary Items_YRLY,Employees Benefits Expenses_YRLY,Finance Cost_YRLY,Depreciation_YRLY,Power & Fuel_YRLY,Other Expenditure_YRLY,Employees Cost_YRLY,%  of the total of promoter & promoter group_YRLY,%  of the total share capital of the company_YRLY,Encumbered Number  of Shares_YRLY,"Consumption of Provisions, Stores, Wines & Smokes_YRLY",Cost of Power & Fuel_YRLY
2022-03-23,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,"3,009.50",158.90,"3,168.40","-3,232.00",-405.50,-94.30,"-1,421.70",-991.90,-318.60,488.80,-220.80,268.00,158.50,-61.80,-159.00,0.00,0.00,158.50,0.00,158.50,,552.40,-63.60,268.00,-36.70,0.00,-36.70,127.20,0.00,285.70,0.00,0.00,0.00,0.00,0.00,-72.80,0.30,0.30,-0.06,-0.06,0.24,0.24,Notes,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-03,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,297.40,148.80,446.20,"-2,173.80",-52.60,-126.30,-679.10,-973.90,-341.90,"-1,727.60",426.10,"-1,301.50","-1,520.60",1.10,425.00,0.00,0.00,"-1,520.60",0.00,"-1,520.60",,0.00,"-1,727.60","-1,301.50",0.00,0.00,0.00,55.90,0.00,"-1,464.70",0.00,0.00,0.00,0.00,0.00,-219.10,-2.61,-2.61,,,-2.61,-2.61,Notes,-2.61,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
