date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Cost of Materials Consumed_QTR,Finance Costs_QTR,Other Expenses_QTR,Purchases of stock-in-trade_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Current tax_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Othe Expenses_QTR,Net Sales/Revenue From Operations_QTR,MATcredit entitlement_QTR,Other Operating Income_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Equity Capital_QTR,Employee Benefit Expenses_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Profit before Interest and Exceptional Items_QTR,Provision for taxation - Current_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Provision for Taxation - earlier years_QTR,Provision for Deferred Tax_QTR,Net Sales / Income from operations (Net of Excise Duty & VAT) _QTR,Face Value (in Rs)_QTR,Basic & Diluted EPS before Extraordinary items_QTR,MAT Credit entitlement_QTR,Purchases of Stock in Trade_QTR,Gross Sales / Income from operations_QTR,Revenue from Operations_QTR,Employee benefits expenses_QTR,Percentage of Public Shareholding_QTR,Number of Public Shareholding_QTR,% of the total share capital of the company_QTR,Financial Cost_QTR,Non-encumbered Number of Shares_QTR,% of the total of promoter & promoter group_QTR,Net Sales / Income from Operations_QTR,Net Sales/Income from Operations (Net of Excise Duty)_QTR,Provision for Taxation - MAT/ Current_QTR,Diluted EPS before Extraordinary items_QTR,Provision for Current Tax_QTR,Basic EPS before Extraordinary items_QTR,Cost of Material Consumed_QTR,Diluted EPS after Extraordinary items_QTR,Basic EPS after Extraordinary items_QTR,Deferred Tax_QTR,Depreciation & Amortization_QTR,Current Tax_QTR,Other Expenditure_QTR,Purchase of Stock in Trade_QTR,Purchase of Traded Goods_QTR,Depreciation_QTR,Employees Cost_QTR,Consumption of Raw Materials_QTR,(Increase) / Decrease In Stock In Trade & WIP_QTR,Fringe Benefit Tax_QTR,Other Operating Expenditure_QTR,Provision for Fringe Benefit Tax_QTR
2019-02-18,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-23,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-24,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-03,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-09,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-10,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-16,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-17,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-23,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-24,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,6.70,"12,121.10","-10,581.60","-6,356.70",-412.00,"-2,105.50",-336.40,-230.30,-716.20,-424.50,"1,539.50",-295.00,"1,244.50","1,244.50",-365.00,70.00,,,,,,,,"1,539.50",,,,,,,,,,,,,,15.21,15.21,15.21,15.21,Notes,15.21,15.21,,"12,114.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-02,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-03,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-04,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-05,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-07,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-08,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-09,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-10,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-13,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-14,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-15,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-16,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,,0.90,"7,919.00","-7,143.50","-4,432.00",-292.40,"-1,726.10",-256.20,267.60,-387.50,-316.90,775.50,-145.00,630.50,630.50,-140.00,-30.00,,,,,,,,775.50,,,,,,,,,,,,,,,,7.68,7.68,Notes,7.68,7.68,,"7,918.10",25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
