date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Depreciation and amortisation expenses_YRLY,Interest income on income tax refund_YRLY,Deferred Tax_YRLY,Profit before extraordinary items and Tax_YRLY,Revenue from Operations_YRLY,Extraordinary Items_YRLY,Short provision for tax relating to prior years_YRLY
2021-11-16,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-17,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-18,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-19,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-20,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-21,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-22,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-23,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-24,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-25,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-26,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-27,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-28,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-29,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-11-30,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-01,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-02,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-03,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-04,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-05,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-06,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-07,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-08,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-09,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-10,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-11,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-12,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-13,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-14,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-15,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-16,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-17,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-18,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-19,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-20,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-21,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-22,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-23,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-24,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-25,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-26,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-27,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-28,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-29,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-30,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2021-12-31,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-01,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-02,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-03,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-04,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-05,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-06,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-07,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-08,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
2022-01-09,"55,533.70","1,019.80","56,553.50","-51,549.90",-180.50,"-3,295.30","-7,370.20",,"-40,230.70",-473.20,"5,003.60","-1,239.30","3,764.30","3,764.30","-1,454.70",215.40,0.00,0.00,"3,764.30",0.00,"3,764.30",,0.00,"5,003.60","3,764.30",0.00,0.00,0.00,40.00,0.00,"3,804.30",0.00,0.00,0.00,0.00,0.00,0.00,36.23,36.21,36.23,36.21,Notes,36.23,36.21,,,,,,,
