date,Net Sales/Revenue From Operations_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Cost of Materials Consumed_QTR,Finance Costs_QTR,Other Expenses_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Depreciation and amortisation expense_QTR,Employee benefit expense_QTR,Purchases of stock-in-trade_QTR,Profit after Interest but before Exceptional Items_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Current tax_QTR,Deferred tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Basic for discontinued operation_QTR,Impairment_QTR,Diluted for discontinued operation_QTR,Tax for earlier years_QTR,Excise Duty_QTR,Revenue from Operations_QTR,Exceptional Item_QTR,Diluted earnings per share before extraordinary items_QTR,Basic earnings per share after extraordinary items_QTR,Basic earnings per share before extraordinary items_QTR,Profit before Interest and Exceptional Items_QTR,Other Operating Revenues_QTR,Diluted earnings per share after extraordinary items_QTR,Net sales or Revenue from Operations_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Equity Capital_QTR,Face Value (in Rs)_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Basic & Diluted EPS before Extraordinary items_QTR,Purchases of Stock in Trade_QTR,Other Operating Income_QTR,"Changes in inventories of finished goods, Work in Progress and Stock in Trade_QTR",Sales_QTR,Depreciation and amortisation expenses_QTR,% of the total share capital of the company_QTR,Net Sales/Income from Operations (Net of Excise Duty)_QTR,Percentage of Public Shareholding_QTR,% of the total of promoter & promoter group_QTR,Employee Benefit Expenses_QTR,Non-encumbered Number of Shares_QTR,Number of Public Shareholding_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Diluted EPS before Extraordinary items_QTR,Diluted EPS after Extraordinary items_QTR,Basic EPS after Extraordinary items_QTR,Deferred Tax_QTR,Current Tax_QTR,Basic EPS before Extraordinary items_QTR,Net Sales / Income from Operations_QTR,Tax Expense_QTR,Depreciation & Amortization_QTR,Purchase of Stock in Trade_QTR,Other Expenditure_QTR,Cost of Material Consumed_QTR,(Increase) / Decrease In Stock In Trade & WIP_QTR,Purchase of Traded Goods_QTR,Consumption of Raw / Packing Materials_QTR,Employees Cost_QTR,Interest_QTR,Depreciation_QTR,Net Sales_QTR,Consumption of Raw & Packaging Materials_QTR,Consumption of Raw Materials_QTR,Consumption of Raw Materials & Packaging Materials_QTR,Fringe Benefit Tax_QTR,Prior Year_QTR
2011-12-29,"1,271.23",123.12,,"-1,348.04",,,,,,,,46.27,189.07,-62.43,,,126.64,126.64,,,,,Notes,7.63,7.63,,,,,,,142.80,,,,46.31,,,,-76.81,165.99,10.00,7.63,7.63,,5.56,,,,51.80,,48.20,100.00,,"85,99,224.00","80,00,158.00",,,,,-41.43,-21.00,,,,,,-495.61,,113.59,-373.21,,-210.35,-0.04,-33.09,"1,265.67",,-349.36,,,
2011-12-30,"1,271.23",123.12,,"-1,348.04",,,,,,,,46.27,189.07,-62.43,,,126.64,126.64,,,,,Notes,7.63,7.63,,,,,,,142.80,,,,46.31,,,,-76.81,165.99,10.00,7.63,7.63,,5.56,,,,51.80,,48.20,100.00,,"85,99,224.00","80,00,158.00",,,,,-41.43,-21.00,,,,,,-495.61,,113.59,-373.21,,-210.35,-0.04,-33.09,"1,265.67",,-349.36,,,
2011-12-31,"1,271.23",123.12,,"-1,348.04",,,,,,,,46.27,189.07,-62.43,,,126.64,126.64,,,,,Notes,7.63,7.63,,,,,,,142.80,,,,46.31,,,,-76.81,165.99,10.00,7.63,7.63,,5.56,,,,51.80,,48.20,100.00,,"85,99,224.00","80,00,158.00",,,,,-41.43,-21.00,,,,,,-495.61,,113.59,-373.21,,-210.35,-0.04,-33.09,"1,265.67",,-349.36,,,
2012-01-01,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-02,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-03,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-04,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-05,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-06,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-07,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-08,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-09,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-10,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-11,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-12,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-13,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-14,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-15,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-16,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-17,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-18,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-19,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-20,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-21,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-22,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-23,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-24,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-25,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-26,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-27,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-28,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-29,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-30,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-01-31,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-01,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-02,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-03,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-04,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-05,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-06,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-07,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-08,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-09,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-10,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-11,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-12,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-13,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-14,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-15,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-16,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-17,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-18,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-19,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-20,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-21,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-22,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
2012-02-23,"1,372.28",134.24,,"-1,321.13",,,,,,,,185.33,185.33,-61.40,,,123.93,123.93,,,,,Notes,7.47,7.47,,,,,,,,,,,185.39,,,,51.15,165.99,10.00,,,,4.92,,,,51.80,,48.20,100.00,-227.68,"85,99,224.00","80,00,158.00",70.30,7.47,7.47,7.47,1.60,-63.00,7.47,"1,367.36",,-20.92,-279.10,-464.21,-399.52,,,,,-0.06,,,,,,,
