date,Net Sales/Revenue From Operations_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Cost of Materials Consumed_QTR,Finance Costs_QTR,Other Expenses_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Depreciation and amortisation expense_QTR,Employee benefit expense_QTR,Purchases of stock-in-trade_QTR,Profit after Interest but before Exceptional Items_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Current tax_QTR,Deferred tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Basic for discontinued operation_QTR,Impairment_QTR,Diluted for discontinued operation_QTR,Tax for earlier years_QTR,Excise Duty_QTR,Revenue from Operations_QTR,Exceptional Item_QTR,Diluted earnings per share before extraordinary items_QTR,Basic earnings per share after extraordinary items_QTR,Basic earnings per share before extraordinary items_QTR,Profit before Interest and Exceptional Items_QTR,Other Operating Revenues_QTR,Diluted earnings per share after extraordinary items_QTR,Net sales or Revenue from Operations_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Equity Capital_QTR,Face Value (in Rs)_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Basic & Diluted EPS before Extraordinary items_QTR,Purchases of Stock in Trade_QTR,Other Operating Income_QTR,"Changes in inventories of finished goods, Work in Progress and Stock in Trade_QTR",Sales_QTR,Depreciation and amortisation expenses_QTR,% of the total share capital of the company_QTR,Net Sales/Income from Operations (Net of Excise Duty)_QTR,Percentage of Public Shareholding_QTR,% of the total of promoter & promoter group_QTR,Employee Benefit Expenses_QTR,Non-encumbered Number of Shares_QTR,Number of Public Shareholding_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Diluted EPS before Extraordinary items_QTR,Diluted EPS after Extraordinary items_QTR,Basic EPS after Extraordinary items_QTR,Deferred Tax_QTR,Current Tax_QTR,Basic EPS before Extraordinary items_QTR,Net Sales / Income from Operations_QTR,Tax Expense_QTR,Depreciation & Amortization_QTR,Purchase of Stock in Trade_QTR,Other Expenditure_QTR,Cost of Material Consumed_QTR,(Increase) / Decrease In Stock In Trade & WIP_QTR,Purchase of Traded Goods_QTR,Consumption of Raw / Packing Materials_QTR,Employees Cost_QTR,Interest_QTR,Depreciation_QTR,Net Sales_QTR,Consumption of Raw & Packaging Materials_QTR,Consumption of Raw Materials_QTR,Consumption of Raw Materials & Packaging Materials_QTR,Fringe Benefit Tax_QTR,Prior Year_QTR
2020-03-15,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,"2,281.06",102.63,"2,383.69","-1,736.05",-648.41,,-660.28,-79.98,-42.38,-231.55,-73.45,647.64,647.64,-183.02,-153.91,-29.11,464.62,464.62,27.99,27.99,27.99,27.99,Notes,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-08,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-21,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-05,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-11,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-12,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-13,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-15,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-16,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-19,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20,"2,202.88",57.69,"2,260.57","-1,743.44",-643.42,,-674.01,19.85,-48.94,-338.67,-65.93,517.13,517.13,-188.93,-193.41,-24.64,328.20,483.06,19.77,9.77,29.10,29.10,Notes,19.77,9.77,9.33,7.68,9.33,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
