date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Cost of Materials Consumed_QTR,Finance Costs_QTR,Purchases of stock-in-trade_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,Other Expenses_QTR,Power and fuel expenses_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Current tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Power and Fule Expenses_QTR,Power and fuel expense_QTR,Power and Duel Expenses_QTR,Deferred Tax (Credit) / Charge_QTR,Depreciation and amortisation expenses_QTR,Deferred tax_QTR,Power & Fuel Expenses_QTR,POWER & FUEL_QTR,Purchase of Traded Goods_QTR,Plastic Business_QTR,Other Operating Income_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Equity Capital_QTR,Employee Benefit Expenses_QTR,"Profit or Loss, Attributable to Owners of Parent_QTR","Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Profit before Interest and Exceptional Items_QTR,"Total Profit or Loss, Attributable to Non-Controlling Interests_QTR",Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Prior Period Items_QTR,Comprehensive Income for the Period Attributable to Owners of Parent_QTR,Extraordinary Items_QTR,EPS before Extraordinary items (in Rs)_QTR,Reserves_QTR,Cost of Investment In Sub_QTR,Face Value (in Rs)_QTR,Basic & Diluted EPS before Extraordinary items_QTR,Income from Operations_QTR,"Changes in inventories of finished goods, Work in Progress and Stock in Trade_QTR",Employee benefits expenses_QTR,Purchases of Stock in Trade_QTR,Percentage of Public Shareholding_QTR,Number of Public Shareholding_QTR,% of the total share capital of the company_QTR,Net Sales/Revenue From Operations_QTR,Raw Material Consumed _QTR,Cost of Premises Sold_QTR,Employees Cost_QTR,"Depreciation, Amortization & Impairment_QTR",(Increase) / Decrease in Stock in Trade_QTR,Other Expenditure_QTR,Cost of Goods Traded_QTR,Construction Business_QTR,Corporate Tax_QTR,Non-encumbered Number of Shares_QTR,% of the total of promoter & promoter group_QTR,%  of the total share capital of the company_QTR,Deferred Tax_QTR,Fringe Benefit Tax_QTR,Encumbered Number  of Shares_QTR,%  of the total of promoter & promoter group_QTR,"Depreciation, Amortisation & Impairment_QTR",Consumption of Raw Materials_QTR,Cost of Goods Sold_QTR
2019-08-21,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-22,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-23,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-29,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-02,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-06,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-07,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-14,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-15,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-22,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,"12,709.00",5.40,"12,714.40","-11,569.00","-8,776.60",-70.70,-142.60,534.90,-684.90,-517.30,"-1,392.50",,"1,145.40",140.40,"1,285.80","1,395.70",140.40,0.00,0.00,"1,395.70",0.00,"1,395.70",,0.00,"1,145.40","1,285.80",0.00,0.00,0.00,-7.70,0.00,"1,388.00",0.00,0.00,0.00,0.00,0.00,109.90,10.99,10.99,10.99,10.99,Notes,10.99,10.99,-519.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,"13,733.20",8.00,"13,741.20","-12,095.80","-9,532.70",-56.50,-92.80,734.80,-684.50,-515.40,"-1,407.40",,"1,645.40",-419.10,"1,226.30","1,233.90",,0.00,0.00,"1,233.90",0.00,"1,233.90",,0.00,"1,645.40","1,226.30",0.00,0.00,0.00,-6.70,0.00,"1,227.20",0.00,0.00,0.00,0.00,0.00,7.60,9.71,9.71,9.71,9.71,Notes,9.71,9.71,,,-541.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,"13,733.20",8.00,"13,741.20","-12,095.80","-9,532.70",-56.50,-92.80,734.80,-684.50,-515.40,"-1,407.40",,"1,645.40",-419.10,"1,226.30","1,233.90",,0.00,0.00,"1,233.90",0.00,"1,233.90",,0.00,"1,645.40","1,226.30",0.00,0.00,0.00,-6.70,0.00,"1,227.20",0.00,0.00,0.00,0.00,0.00,7.60,9.71,9.71,9.71,9.71,Notes,9.71,9.71,,,-541.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
