Net Sales,Other Income,Total Income,Expenditure,Cost of Materials Consumed,Finance Costs,Other Expenses,Purchases of stock-in-trade,"Changes in inventories of finished goods, work-in-progress and stock-in-trade",Employee benefit expense,Depreciation and amortisation expense,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Current tax,Deferred tax,Minority Interest,Share of Profit & Loss of Asso,Net Profit after Mino Inter & Share of P & L,Any Other,Income Attributable to Consolidated Group,EPS after Extraordinary items (in Rs),Exceptional Item,Profit after Interest but before Exceptional Items,Net Profit Loss for the period from continuing operations,Profit (loss) from discontinuing operations before tax,Tax expense of discontinuing operations,Net profit (loss) from discontinuing operation after tax,Other Comprehensive Income Net of Taxes,Any Other Comprehensive Item,Total Comprehensive Income for the Period,Total Amount of items that will not be reclassified to profit and loss,Income tax relating to items that will not be reclassified to profit or loss,Total Amount of items that will be reclassified to profit and loss,Income tax relating to items that will be reclassified to profit or loss,Net movement in regulatory deferral account balances,Share of profit(loss) of associates and joint ventures,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Othe Expenses,Other expensees,Net Sales/Revenue From Operations,Purchases of Stock in Trade,Depreciation and amortisation expenses,Excise Duty,Employee benefits expenses,Revenue from Operations,Others,Net Sales / Income from Operations,Basic & Diluted EPS after Extraordinary items,Other Operating Income,Employee Benefit Expenses,Profit before Interest and Exceptional Items,"Profit from Operations before Other Income, Interest and Exceptional Items",Face Value (in Rs),Cost of Material Consumed,Interest,Basic & Diluted EPS before Extraordinary items,Equity Capital,"Changes in inventories of finished goods, wip and Stock-in-trade",Other Expenditure,Diluted earnings per share before extraordinary items,Net sales or Revenue from Operations,Basic earnings per share after extraordinary items,Other Operating Revenues,Diluted earnings per share after extraordinary items,Basic earnings per share before extraordinary items,Non-encumbered Number of Shares,Percentage of Public Shareholding,% of the total share capital of the company,Number of Public Shareholding,% of the total of promoter & promoter group,Net Sales/Income from Operations (Net of Excise Duty),Purchase of Stock in Trade,Financial Cost,(Increase) / Decrease In Stock In Trade & WIP,Employees Cost,Depreciation,Consumption of Raw Materials,Purchase of Traded Goods,Depreciation & amortization expense,Tax Expense,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests,"Profit or Loss, Attributable to Owners of Parent",Prior Period Items,EPS before Extraordinary items (in Rs),"Total Profit or Loss, Attributable to Non-Controlling Interests",Comprehensive Income for the Period Attributable to Owners of Parent,Extraordinary Items,Cost of Investment In Sub,Reserves
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-02,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-03,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-04,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-05,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-06,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-07,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-08,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-09,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-10,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-11,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-12,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-13,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-14,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-15,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-16,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-17,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-18,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-19,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-20,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-21,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-22,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-23,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-24,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-25,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-26,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-27,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-28,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-29,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-01,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-02,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-03,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-04,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-05,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-06,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-07,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-08,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-09,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-10,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-11,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-12,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-13,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-14,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-15,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-16,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-17,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-18,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-19,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-20,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-21,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-22,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-23,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-24,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-25,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-26,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-27,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-03-28,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
