date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Other Expenses_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Others_YRLY,Short/(Excess) Provision of Earlier Years_YRLY,Share of profit / (loss) from investment in associates_YRLY,Depreciation and amortisation expenses_YRLY,Employee benefits expenses_YRLY,Purchases of Stock in Trade_YRLY,"Changes in inventories of finished goods, Work in Progress and Stock in Trade_YRLY",Deferred tax liability / (asset)_YRLY,Revenue from Operations_YRLY
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-11,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-12,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-13,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-14,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-15,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-16,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-17,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-18,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-19,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-20,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-21,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-22,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-23,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-24,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-25,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-26,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-27,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-28,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-29,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-30,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-01-31,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-01,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-02,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-03,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-04,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-05,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-06,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-07,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-08,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-09,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-10,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-11,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-12,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-13,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-14,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-15,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-16,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-17,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-18,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-19,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-20,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-21,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-22,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-23,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-24,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-25,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-26,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-27,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-02-28,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-03-01,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-03-02,,,,,,,,,
"54,199.90",628.40,"54,828.30","-40,938.50","-15,971.40",-90.40,"-10,135.70","1,947.90","-3,259.50","-2,091.70","-11,337.70","13,889.80","-2,401.40","11,488.40","11,411.40","-2,486.40",85.00,0.00,0.00,"11,411.40",0.00,"11,411.40",,0.00,"13,889.80","11,488.40",0.00,0.00,0.00,-4.00,0.00,"11,407.40",0.00,0.00,0.00,0.00,0.00,-77.00,90.11,90.11,90.11,90.11,Notes,90.11,90.11,2021-03-03,,,,,,,,,
