date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Finance Costs_QTR,Other Expenses_QTR,Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,"Marketing, distribution and promotional expense_QTR",Operational costs_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Current tax_QTR,Operational Cost_QTR,Depreciation and amortisation expenses_QTR,Marketing distribution and promotional expense_QTR,EPS before Extraordinary items (in Rs)_QTR,"Total Profit or Loss, Attributable to Non-Controlling Interests_QTR",Employee Benefit Expenses_QTR,"Profit or Loss, Attributable to Owners of Parent_QTR",Income from Operations_QTR,Profit before Interest and Exceptional Items_QTR,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_QTR,"Marketing, Distribution & Promotional Expenses_QTR",Prior Period Items_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Cost of Investment In Sub_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Equity Capital_QTR,Face Value (in Rs)_QTR,Comprehensive Income for the Period Attributable to Owners of Parent_QTR,Extraordinary Items_QTR,Reserves_QTR,Revenue from Operations_QTR,"Marketing, Distribution and Business Promotion Expenses_QTR",Programming Cost_QTR
2018-01-21,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-28,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-11,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-17,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-18,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-21,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-24,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-25,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-03,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-04,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-10,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-11,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
2018-03-17,"7,577.70",73.50,"7,651.20","-7,528.20",-112.70,"-4,345.80","-1,417.30",,"-1,420.90",,123.00,-186.00,-63.00,-10.70,3.90,0.00,0.00,-10.70,0.00,-10.70,,0.00,123.00,-63.00,0.00,0.00,0.00,68.10,0.00,57.40,0.00,0.00,0.00,0.00,0.00,52.30,,,-0.02,-0.02,Notes,-0.02,-0.02,-189.90,,-231.50,,,,,,,,,,,,,,,,,,,,,,
