date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Finance Costs_QTR,Other Expenses_QTR,Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,"Marketing, distribution and promotional expense_QTR",Operational costs_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Current tax_QTR,Operational Cost_QTR,Depreciation and amortisation expenses_QTR,Marketing distribution and promotional expense_QTR,EPS before Extraordinary items (in Rs)_QTR,"Total Profit or Loss, Attributable to Non-Controlling Interests_QTR",Employee Benefit Expenses_QTR,"Profit or Loss, Attributable to Owners of Parent_QTR",Income from Operations_QTR,Profit before Interest and Exceptional Items_QTR,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_QTR,"Marketing, Distribution & Promotional Expenses_QTR",Prior Period Items_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Cost of Investment In Sub_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Equity Capital_QTR,Face Value (in Rs)_QTR,Comprehensive Income for the Period Attributable to Owners of Parent_QTR,Extraordinary Items_QTR,Reserves_QTR,Revenue from Operations_QTR,"Marketing, Distribution and Business Promotion Expenses_QTR",Programming Cost_QTR
2021-06-05,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-08,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-10,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-13,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-17,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-25,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-29,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,"11,549.80",205.30,"11,755.10","-10,060.70",-96.90,-581.60,"-2,190.40",-289.20,"-2,296.90","-4,605.70","1,694.40",-200.50,"1,493.90","1,624.40",-70.90,0.00,0.00,"1,624.40",0.00,"1,624.40",,0.00,"1,694.40","1,493.90",0.00,0.00,0.00,51.00,0.00,"1,675.40",0.00,0.00,0.00,0.00,0.00,130.50,0.58,0.58,0.58,0.58,Notes,0.58,0.58,-129.60,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-02,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-04,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-05,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-07,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-08,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-09,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-10,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-11,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-12,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-15,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-16,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-17,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-18,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-21,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-22,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-23,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
