date,Net Sales/Revenue From Operations_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Finance Costs_QTR,Depreciation and amortisation expense_QTR,Employee benefit expense_QTR,Operating and Other expenses_QTR,Finance Income_QTR,Profit on sale of current investments _QTR,Profit after Interest but before Exceptional Items_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Exceptional Item_QTR,Provision for Contingency_QTR,Cost of Goods sold_QTR,Other (gains)  / losses_QTR,License Fees & Spectrum Charges_QTR,Interconnect & Other Access Costs_QTR,Provision for Contingencies _QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Interest_QTR,Diluted EPS after Extraordinary items_QTR,Profit before Interest and Exceptional Items_QTR,Face Value (in Rs)_QTR,Cost of Goods Sold_QTR,Employee Benefit Expenses_QTR,Other Operating Income_QTR,Network Operations Costs_QTR,Net Sales/ Income from Telecommunication services _QTR,Basic EPS after Extraordinary items_QTR,Administration & Other Expenditure_QTR,Depreciation & Amortization_QTR,Equity Capital_QTR,Marketing & Business Promotion Expenses_QTR,Employee benefits expenses_QTR,Operating & Other Expenses_QTR,Revenue from Operations_QTR,% of the total of promoter & promoter group_QTR,%  of the total share capital of the company_QTR,Basic EPS before Extraordinary items_QTR,Percentage of Public Shareholding_QTR,% of the total share capital of the company_QTR,%  of the total of promoter & promoter group_QTR,Diluted EPS before Extraordinary items_QTR,Encumbered Number  of Shares_QTR,Employees Cost_QTR,Non-encumbered Number of Shares_QTR,Number of Public Shareholding_QTR,Basic & Diluted EPS before Extraordinary items_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Employee Cost_QTR,Net Sales / Income from Operations_QTR,Licence Fee & Spectrum Charges_QTR,Employee Coast_QTR,Financial Cost_QTR,Adminstrative & Other Expensess_QTR,Network & Other Charges_QTR,Network Operation Expenditure_QTR,Administration & Other Expenditures_QTR,Access & Interconnection Charges_QTR,Networking Operating Cost / Expenses_QTR,Depreciation / Amortisation_QTR,Profit on Sale of Long Term Investments_QTR,Income from Telecommunications Services_QTR,Adminstrative & Other Expenses_QTR,Fringe Benefit Tax_QTR,Depreciation_QTR,Tax_QTR,Administrative & Other Expenses_QTR
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-08-26,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-08-27,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-08-28,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-08-29,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-08-30,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-08-31,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-01,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-02,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-03,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-04,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-05,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-06,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-07,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-08,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-09,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-10,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-11,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-12,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-13,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-14,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-15,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-16,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-17,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-18,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-19,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-20,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-21,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-22,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-23,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-24,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-25,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-26,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-27,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-28,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-29,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,003.40",116.60,,"-7,228.20",,,,,,,"-1,593.80","-1,593.80","-1,593.80","-1,593.80",,,,,Notes,-0.82,-0.82,2014-09-30,,,,,-672.10,"-1,321.30",-104.00,-224.80,"-1,485.60",,-108.20,10.00,-102.60,,179.20,"-1,910.20",,,-838.60,"-1,510.20","19,549.30",-350.80,,,,65.29,26.00,,25.10,48.90,34.71,,"50,82,81,209.00",,"95,59,34,099.00","49,07,12,419.00",-0.82,-0.82,-418.40,"6,824.20",,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-01,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-02,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-03,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-04,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-05,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-06,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-07,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-08,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-09,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-10,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
"7,385.60",69.30,,"-7,418.90",,"-1,526.80",,,,,"-1,690.80","-1,690.80","-1,690.80","-1,690.80",,,,,Notes,-0.86,-0.86,2014-10-11,,,,,-608.60,"-1,506.10",-83.00,-33.30,"-1,726.80",-0.86,36.00,10.00,-82.40,,177.10,"-1,911.10","7,208.50",-0.86,-887.40,,"19,549.30",-403.60,,,,65.29,26.00,-0.86,25.10,48.90,34.71,-0.86,"50,82,81,209.00",-409.90,"95,59,34,099.00","49,07,12,419.00",,,,,,,,,,,,,,,,,,,,,
