date,Net Sales/Revenue From Operations_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Finance Costs_QTR,Depreciation and amortisation expense_QTR,Employee benefit expense_QTR,Operating and Other expenses_QTR,Finance Income_QTR,Profit on sale of current investments _QTR,Profit after Interest but before Exceptional Items_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Exceptional Item_QTR,Provision for Contingency_QTR,Cost of Goods sold_QTR,Other (gains)  / losses_QTR,License Fees & Spectrum Charges_QTR,Interconnect & Other Access Costs_QTR,Provision for Contingencies _QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Interest_QTR,Diluted EPS after Extraordinary items_QTR,Profit before Interest and Exceptional Items_QTR,Face Value (in Rs)_QTR,Cost of Goods Sold_QTR,Employee Benefit Expenses_QTR,Other Operating Income_QTR,Network Operations Costs_QTR,Net Sales/ Income from Telecommunication services _QTR,Basic EPS after Extraordinary items_QTR,Administration & Other Expenditure_QTR,Depreciation & Amortization_QTR,Equity Capital_QTR,Marketing & Business Promotion Expenses_QTR,Employee benefits expenses_QTR,Operating & Other Expenses_QTR,Revenue from Operations_QTR,% of the total of promoter & promoter group_QTR,%  of the total share capital of the company_QTR,Basic EPS before Extraordinary items_QTR,Percentage of Public Shareholding_QTR,% of the total share capital of the company_QTR,%  of the total of promoter & promoter group_QTR,Diluted EPS before Extraordinary items_QTR,Encumbered Number  of Shares_QTR,Employees Cost_QTR,Non-encumbered Number of Shares_QTR,Number of Public Shareholding_QTR,Basic & Diluted EPS before Extraordinary items_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Employee Cost_QTR,Net Sales / Income from Operations_QTR,Licence Fee & Spectrum Charges_QTR,Employee Coast_QTR,Financial Cost_QTR,Adminstrative & Other Expensess_QTR,Network & Other Charges_QTR,Network Operation Expenditure_QTR,Administration & Other Expenditures_QTR,Access & Interconnection Charges_QTR,Networking Operating Cost / Expenses_QTR,Depreciation / Amortisation_QTR,Profit on Sale of Long Term Investments_QTR,Income from Telecommunications Services_QTR,Adminstrative & Other Expenses_QTR,Fringe Benefit Tax_QTR,Depreciation_QTR,Tax_QTR,Administrative & Other Expenses_QTR
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-05-30,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-05-31,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-01,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-02,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-03,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-04,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-05,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-06,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-07,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-08,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-09,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-10,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-11,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-12,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-13,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-14,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-15,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-16,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-17,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-18,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-19,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-20,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-21,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-22,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-23,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-24,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-25,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-26,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-27,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-28,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-29,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,530.90",10.60,"5,541.50","-10,355.80","-3,881.70","-2,175.50",-281.60,"-4,036.30",46.70,,"-4,814.30","-4,814.30","-4,814.30","-4,814.30",,,-2.46,-2.46,Notes,-2.46,-2.46,2017-06-30,,-20.50,-5.20,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-01,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-02,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-03,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-04,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-05,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-06,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-07,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-08,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-09,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-10,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-11,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-12,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-13,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-14,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-15,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-16,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-17,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-18,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-19,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-20,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-21,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-22,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-23,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-24,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-25,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-26,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-27,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-28,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-29,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-30,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-07-31,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-08-01,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-08-02,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,153.20",12.00,"5,165.20","-10,061.90","-3,931.20","-2,153.60",-239.80,"-3,650.90",8.00,,"-4,896.70","-81,983.00","-81,983.00","-81,983.00",,,-41.94,-41.94,Notes,-41.94,-41.94,2017-08-03,"-77,086.30",-18.70,-12.80,-62.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
