Net Sales/Revenue From Operations,Other Income,Total Income,Expenditure,Finance Costs,Depreciation and amortisation expense,Employee benefit expense,Operating and Other expenses,Finance Income,Profit on sale of current investments ,Profit after Interest but before Exceptional Items,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Exceptional Item,Cost of Goods sold,Provision for Contingency,Other (gains)  / losses,Provision for Contingencies ,License Fees & Spectrum Charges,Employee Benefit Expenses,Equity Capital,Other Operating Income,Marketing & Business Promotion Expenses,Administration & Other Expenditure,Interest,Net Sales/ Income from Telecommunication services ,Network Operations Costs,Interconnect & Other Access Costs,"Profit from Operations before Other Income, Interest and Exceptional Items",Diluted EPS after Extraordinary items,Basic EPS after Extraordinary items,Depreciation & Amortization,Profit before Interest and Exceptional Items,Face Value (in Rs),Cost of Goods Sold,Operating & Other Expenses,Revenue from Operations,Employee benefits expenses,Percentage of Public Shareholding,Diluted EPS before Extraordinary items,% of the total of promoter & promoter group,%  of the total share capital of the company,% of the total share capital of the company,Number of Public Shareholding,Encumbered Number  of Shares,%  of the total of promoter & promoter group,Employees Cost,Non-encumbered Number of Shares,Basic EPS before Extraordinary items,Basic & Diluted EPS before Extraordinary items,Basic & Diluted EPS after Extraordinary items,Net Sales / Income from Operations,Employee Cost,Licence Fee & Spectrum Charges,Employee Coast,Financial Cost,Adminstrative & Other Expensess,Network & Other Charges,Network Operation Expenditure,Administration & Other Expenditures,Access & Interconnection Charges,Networking Operating Cost / Expenses,Depreciation / Amortisation,Profit on Sale of Long Term Investments,Income from Telecommunications Services,Adminstrative & Other Expenses,Fringe Benefit Tax,Depreciation,Tax,Administrative & Other Expenses,Reserves
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2014-12-26,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2014-12-27,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2014-12-28,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2014-12-29,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2014-12-30,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2014-12-31,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-01,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-02,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-03,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-04,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-05,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-06,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-07,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-08,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-09,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-10,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-11,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-12,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-13,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-14,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-15,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-16,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-17,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-18,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-19,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-20,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-21,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-22,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-23,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-24,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-25,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-26,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-27,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-28,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-29,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-30,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-01-31,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-01,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-02,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-03,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-04,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-05,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-06,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-07,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-08,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
"28,927.30",462.70,,"-29,034.70",,"-6,109.30",,,,,"-6,152.50","-6,152.50","-6,152.50","-6,152.50",,,,,Notes,2015-02-09,,,,,-364.00,"-2,695.00",,"19,549.30",560.40,"-1,441.60","-3,098.70","-6,507.80","28,366.90","-7,635.80","-5,778.00",-107.40,-3.15,-3.15,,355.30,10.00,-327.00,,,,25.10,-3.15,65.29,26.00,48.90,"49,07,12,419.00","50,82,81,209.00",34.71,"-1,585.30","95,59,34,099.00",-3.15,,,,,,,,,,,,,,,,,,,,,,"-49,230.10"
