Net Sales/Revenue From Operations,Other Income,Total Income,Expenditure,Finance Costs,Depreciation and amortisation expense,Employee benefit expense,Operating and Other expenses,Finance Income,Profit on sale of current investments ,Profit after Interest but before Exceptional Items,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Exceptional Item,Cost of Goods sold,Provision for Contingency,Other (gains)  / losses,Provision for Contingencies ,License Fees & Spectrum Charges,Employee Benefit Expenses,Equity Capital,Other Operating Income,Marketing & Business Promotion Expenses,Administration & Other Expenditure,Interest,Net Sales/ Income from Telecommunication services ,Network Operations Costs,Interconnect & Other Access Costs,"Profit from Operations before Other Income, Interest and Exceptional Items",Diluted EPS after Extraordinary items,Basic EPS after Extraordinary items,Depreciation & Amortization,Profit before Interest and Exceptional Items,Face Value (in Rs),Cost of Goods Sold,Operating & Other Expenses,Revenue from Operations,Employee benefits expenses,Percentage of Public Shareholding,Diluted EPS before Extraordinary items,% of the total of promoter & promoter group,%  of the total share capital of the company,% of the total share capital of the company,Number of Public Shareholding,Encumbered Number  of Shares,%  of the total of promoter & promoter group,Employees Cost,Non-encumbered Number of Shares,Basic EPS before Extraordinary items,Basic & Diluted EPS before Extraordinary items,Basic & Diluted EPS after Extraordinary items,Net Sales / Income from Operations,Employee Cost,Licence Fee & Spectrum Charges,Employee Coast,Financial Cost,Adminstrative & Other Expensess,Network & Other Charges,Network Operation Expenditure,Administration & Other Expenditures,Access & Interconnection Charges,Networking Operating Cost / Expenses,Depreciation / Amortisation,Profit on Sale of Long Term Investments,Income from Telecommunications Services,Adminstrative & Other Expenses,Fringe Benefit Tax,Depreciation,Tax,Administrative & Other Expenses,Reserves
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-05,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-06,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-07,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-08,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-09,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-10,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-11,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-12,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-13,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-14,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-15,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-16,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-17,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-18,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-19,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-20,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-21,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-22,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-23,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-24,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-25,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-26,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-27,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-28,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-29,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-30,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-05-31,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-01,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-02,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-03,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-04,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-05,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-06,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-07,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-08,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-09,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-10,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-11,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-12,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-13,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-14,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-15,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-16,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-17,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-18,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-19,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-20,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-21,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-22,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
"6,877.40",79.50,,"-6,847.50",,,,,,,"-1,268.90","-1,268.90","-1,268.90","-1,268.90",,,,,Notes,2013-06-23,,,,,-100.00,,,"18,972.00",217.40,-402.00,-799.50,"-1,378.30",,"-1,634.40","-1,321.70",29.90,-0.67,-0.67,"-1,513.30",109.40,10.00,,,,,22.82,-0.67,66.31,26.00,51.18,"43,29,81,546.00","49,32,71,182.00",33.69,-421.70,"97,09,44,126.00",-0.67,,,"6,660.00",,-654.90,,,,,,,,,,,,,,,,,
