date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Employee benefits expenses_YRLY,Depreciation and amortisation expenses_YRLY,"Cost of Land, Plots, Constructed Properties and Others_YRLY",Tax Expenses_YRLY,Basic for discontinued operation_YRLY,Diluted for discontinued operation_YRLY,Others_YRLY,Revenue from Operations_YRLY,Extraordinary Items_YRLY,Sales & Other Receipts_YRLY,Comprehensive Income for the Period Attributable to Owners of Parent_YRLY,"Cost of Land, Development Rights, Constructed Properities & Others_YRLY",Prior Period Adjustments_YRLY,Basic EPS before Extraordinary items_YRLY,"Total Profit or Loss, Attributable to Non-Controlling Interests_YRLY",Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_YRLY,EPS before Extraordinary items (in Rs)_YRLY,"Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",Interest_YRLY,Diluted EPS after Extraordinary items_YRLY,Cost of Investment In Sub_YRLY,Extraordinary Item_YRLY,Diluted EPS before Extraordinary items_YRLY,Face Value (in Rs)_YRLY,Profit before Interest and Exceptional Items_YRLY,Employee Benefit Expenses_YRLY,Prior Period Items_YRLY,"Profit or Loss, Attributable to Owners of Parent_YRLY",Basic EPS after Extraordinary items_YRLY,Reserves_YRLY,Equity Capital_YRLY,"Depreciation, Amortisation & Impairment_YRLY"
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-14,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-15,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-16,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-17,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-18,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-19,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-20,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-21,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-22,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-23,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-24,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-25,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-26,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-27,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-28,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-29,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-30,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-01-31,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-01,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-02,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-03,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-04,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-05,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-06,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-07,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-08,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-09,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-10,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-11,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-12,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-13,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-14,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-15,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-16,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-17,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-18,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-19,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-20,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-21,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-22,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-23,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-24,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-25,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-26,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-27,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-02-28,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-03-01,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-03-02,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,25.02,23.62,2018-03-03,,"-5,335.30",,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,
