date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Employee benefits expenses_YRLY,Depreciation and amortisation expenses_YRLY,"Cost of Land, Plots, Constructed Properties and Others_YRLY",Tax Expenses_YRLY,Basic for discontinued operation_YRLY,Diluted for discontinued operation_YRLY,Others_YRLY,Revenue from Operations_YRLY,Extraordinary Items_YRLY,Sales & Other Receipts_YRLY,Comprehensive Income for the Period Attributable to Owners of Parent_YRLY,"Cost of Land, Development Rights, Constructed Properities & Others_YRLY",Prior Period Adjustments_YRLY,Basic EPS before Extraordinary items_YRLY,"Total Profit or Loss, Attributable to Non-Controlling Interests_YRLY",Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_YRLY,EPS before Extraordinary items (in Rs)_YRLY,"Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",Interest_YRLY,Diluted EPS after Extraordinary items_YRLY,Cost of Investment In Sub_YRLY,Extraordinary Item_YRLY,Diluted EPS before Extraordinary items_YRLY,Face Value (in Rs)_YRLY,Profit before Interest and Exceptional Items_YRLY,Employee Benefit Expenses_YRLY,Prior Period Items_YRLY,"Profit or Loss, Attributable to Owners of Parent_YRLY",Basic EPS after Extraordinary items_YRLY,Reserves_YRLY,Equity Capital_YRLY,"Depreciation, Amortisation & Impairment_YRLY"
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-01,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-02,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-03,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-04,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-05,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-06,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-07,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-08,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-09,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-10,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-11,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-12,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-13,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-14,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-15,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-16,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-17,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-18,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-19,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-20,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-21,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-22,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-23,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-24,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-25,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-26,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-27,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-28,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-29,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-30,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-05-31,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-01,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-02,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-03,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-04,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-05,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-06,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-07,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-08,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-09,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-10,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-11,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-12,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-13,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-14,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,827.70","8,053.70","68,881.40","-65,750.00",,"-14,269.40","-12,106.20",,,"6,534.70","-21,326.70","-14,792.00","-5,896.80",,,0.00,0.00,"-5,896.80",0.00,"-5,896.80",,"3,403.30","3,131.40","-14,792.00",0.00,0.00,0.00,-103.70,0.00,"-6,000.50",0.00,0.00,0.00,0.00,0.00,"8,895.20",-2.41,-2.41,-2.41,-2.41,Notes,-2.41,-2.41,2019-06-15,"-3,567.20","-2,003.00","-33,804.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
