basic_eps_qtr,momentum_kama_200,volatility_bbp,percentage_of_public_shareholding_qtr,momentum_kama,other_income_yrly,volume_sma_em,others_dlr_200,momentum_stoch_rsi_k_50,exceptional_item_qtr,trend_aroon_ind_5,volatility_bbli_200,momentum_ppo_20,volume_mfi_20,momentum_wr,volume_vwap_200,trend_adx_pos_5,finance_costs_qtr,low_50,trend_vortex_ind_neg_10,volatility_kcl_20,trend_kst_sig_100,momentum_ppo_signal_200,trend_visual_ichimoku_a_50,volatility_bbh_20,volume,trend_ichimoku_conv_50,volume_mfi_200,trend_kst_sig_50,trend_macd_10,momentum_pvo_20,trend_psar_down_indicator_50,low_20,trend_stc_20,trend_macd_200,momentum_ao,volatility_bbp_200,momentum_uo_50,trend_aroon_ind_50,trend_ema_slow_10,volatility_bbl_50,trend_trix_20,momentum_stoch_rsi_5,momentum_tsi_20,trend_adx_neg_5,trend_kst_diff_50,trend_ema_fast_10,trend_ichimoku_base_200,volatility_bbli_20,volatility_kch_10
1.57,-2102.78026486147,984.4713401115764,25.04,65.95096304034185,6.4,7204.931400267453,-2053.340637335832,33.37080677900692,0.0,200.79551956818685,-9277.1185939733,50.19887989204672,-16561.098302378377,0.0,-18119.32196649753,41.8,10.0,67.04499816894531,5.347401313781739,-8809.70261413044,-3665.688290535356,-2238.419396750543,96.36139454739252,-12801.333378987674,80755.0,-3517.573810887666,-16561.098302378377,-3665.688290535356,1.6042203941345214,29.984074870364008,72.74966038346997,67.04499816894531,21.360550985336303,-5177.291222473235,0.0,-10368.544310911337,30.525233432551023,112.12851398793303,4.8126611824035646,-11882.279731047724,3.47581085395813,39.97876649381867,64.09887989204671,28.0,-3590.7691947833323,4.277921051025391,-3447.2488342035936,-9277.1185939733,604.9106707992253
1.57,-6014.339619193846,984.4713401115764,25.04,65.23105599509216,6.4,-22688.34142573134,-5872.917875223994,49.173722865952975,0.0,200.79551956818685,-26406.00555749379,50.1988798920467,-46147.35760300468,0.0,-50313.01725230963,41.196000289917,10.0,62.66000175476074,42.37540969648146,-25081.877429792286,-10430.565449589349,-6400.710505757492,-28.31166731639029,-36047.67997233691,82720.0,-10010.656740987331,-46147.35760300468,-10430.565449589349,1.578198340988182,29.98407487036399,88.55257647041604,62.66000175476074,61.10222438180544,-14749.454162781218,0.0,-29512.594446610707,46.38120950942628,127.9314300748791,29.532569824106425,-33578.869884840344,28.135190898090947,39.97876649381867,63.870880014117006,27.704000091552736,-10216.33259286446,22.848116831087545,-9813.046608791665,-26406.00555749379,604.6453708495794
1.57,-3168.793806758254,988.0953471414962,25.04,64.77087767931984,6.4,2176.602471354237,-3094.225298855203,48.86667444705476,0.0,200.79551956818685,-13969.89972721013,48.91465497812261,-24668.787899985586,0.0,-26838.959584695047,41.015999984741214,10.0,63.07000160217285,41.894950735158304,-13267.772791005264,-5508.190565408288,-3372.0934338725315,32.763767390869155,-19170.884347029783,65175.0,-5285.207573837406,-24668.787899985586,-5508.190565408288,1.524178593864441,26.77351258555376,88.39048833271461,63.07000160217285,60.522372670636514,-7799.976063114512,0.0,-15613.417342176028,46.11854775078604,127.91430221837447,29.161320614123035,-17826.952367418366,27.82234995938493,39.97876649381867,63.78087986152914,27.704000091552736,-5394.4273202313525,22.540475787961327,-5180.270954753027,-13969.89972721013,606.5978417662412
1.57,-10615.25138224458,988.0953471414962,25.04,63.14751108168546,6.4,-9007.17653955133,-10365.684469759652,49.958002818720445,0.0,200.79551956818685,-46490.644637901685,43.18562083940826,-80840.98365481646,-100.0,-88929.03541097295,39.98000030517578,10.0,60.595001220703125,43.70216793224586,-44162.418506089,-18380.716004901173,-11295.375954601825,153.6438072270776,-63306.18101153975,175585.0,-17642.900298652927,-80840.98365481646,-18380.716004901173,3.450160332988717,19.60752412623852,88.4360296227097,60.595001220703125,59.8302365754382,-25972.859401842037,-100.0,-51960.13224236071,48.30076320513955,127.95984350836954,31.35266098230867,-59019.89592096101,28.896991013147343,46.95068037162254,67.77632614196807,27.08000030517578,-18004.275814951965,24.96733072131216,-17295.696371228358,-46490.644637901685,606.3723417611551
1.57,-16503.60197328298,911.6642384825104,25.04,60.82414404554184,6.4,-5117.38912451162,-16115.467643785052,11.31049261486594,0.0,200.79551956818685,-72109.22013376905,41.55550807738148,-125049.56072477336,-100.0,-137558.25282619643,38.6479995727539,10.0,54.97999954223633,31.138169586931184,-68499.72587699667,-28559.839260463297,-17560.905859763094,105.983865652251,-98057.86966121852,132525.0,-27416.20009006918,-125049.56072477336,-28559.839260463297,3.89416198971862,17.248295617756874,46.96008219204048,54.97999954223633,-36.19736566014767,-40289.13344687097,-100.0,-80592.65779656541,9.486405883367947,83.4266517313409,31.55126511533258,-91459.9007345718,16.08420008608133,45.42529957465782,66.3789628997245,26.19199981689453,-27976.98539800486,25.348908754728264,-26877.406362836857,-72109.22013376905,560.2038765576256
1.57,-18699.188846158067,820.6010825233558,25.04,57.7000736669321,6.4,-9126.82983313095,-18259.44925141258,12.751319836232856,0.0,200.79551956818685,-81701.53475572482,41.86341385837583,-141568.4333503556,-100.0,-155727.37251052418,40.14821203572907,10.0,49.93499946594238,31.393910194758803,-77612.15766784473,-32356.69437286818,-19896.904614798063,96.30663263256474,-111056.49740045296,47160.0,-31061.173164113014,-141568.4333503556,-32356.69437286818,4.452995992810673,14.935195523139075,44.937459624895645,49.93499946594238,-36.449226899185206,-45649.55099037808,-100.0,-91313.4800211042,10.817603312697008,77.76150292582987,31.80445953313703,-103598.02416825456,16.189257852767504,44.2314565756283,69.41636445499617,35.30271304504146,-31696.29169804025,25.83831187156499,-30450.9612393594,-81701.53475572482,505.2187496930499
1.57,-14101.519100768954,820.6010825233558,25.04,55.79355238022184,6.4,-9790.938777893136,-13769.603078003052,13.273016595314669,0.0,200.79551956818688,-61625.047977773385,47.89275222811269,-106890.86527934858,-83.71133571941974,-117582.10870629124,39.02472460801768,10.0,47.68000030517578,31.481593431473996,-58539.51632889236,-24409.63432368702,-15004.848624997909,96.29870184320588,-83809.83677323317,92385.0,-23431.98001414477,-106890.86527934858,-24409.63432368702,4.804599100615108,21.97217437905001,44.94631839094793,47.68000030517578,-36.4441572132274,-34430.353457779405,-83.71133571941974,-68875.05362221731,11.91765807162394,77.77036169188216,31.89291716396672,-78167.8075828494,16.225836728664788,47.65037652915846,71.25490047432632,34.81489103883424,-23911.355116466468,26.090176820859188,-22971.403935443526,-61625.047977773385,504.891149658972
1.57,-7066.749926629285,820.6010825233558,25.04,55.26347367239582,6.4,-9077.104832671475,-6900.361918340489,13.95695717349812,0.0,200.79551956818705,-30902.37947660963,52.89407521642935,-53824.43786824755,-73.84615535096543,-59209.84851450529,39.63359191299417,10.0,51.295000076293945,31.464199446265315,-29353.580752756254,-12248.446605838986,-7519.567369013947,96.65260182389471,-42114.78666451093,165335.0,-11757.148732227046,-53824.43786824755,-12248.446605838986,4.961677986411532,28.330021916377177,45.172243924276174,51.295000076293945,-35.71096116771367,-17261.915217338934,-73.84615535096543,-34537.95353268135,13.131260359599942,77.9962872252104,31.847395081718357,-39252.42748137531,16.216497149911444,50.703810161526754,73.18498163913827,35.16269498048632,-11998.261971652464,26.14599942790877,-11525.490913955564,-30902.37947660963,504.53291633428535
1.57,-10836.390703360972,804.1702943245604,25.04,54.63195122493922,6.4,-8150.997530885272,-10581.46415612054,14.05965445395334,0.0,200.795519568187,-47367.95278800421,51.909218374785794,-82256.01133982067,-76.84410521196446,-90485.2728228086,39.933372912212135,10.0,52.415000915527344,31.317870161263148,-44996.200598661984,-18765.937116055306,-11530.593925918316,94.96549565963689,-64457.400989646696,113665.0,-18013.852247013823,-82256.01133982067,-18765.937116055306,5.099563769963635,26.705963055879323,44.68625042223509,52.415000915527344,-35.030375663234736,-26463.350142322128,-76.84410521196446,-52940.65311600471,13.224530221626004,76.8530621952175,31.687994442298344,-60106.62957071528,16.145924082334176,50.24687185848987,72.79163140660819,35.0970578938312,-18382.65331327163,26.0885058215418,-17659.513967668092,-47367.95278800421,494.3788767798762
1.57,-7657.055729589531,0.1874622633473932,25.04,54.16837007933087,6.4,-7659.255203574614,-7476.870065395889,16.196092579704356,0.0,200.79551956818685,-33485.7447997918,45.818807548910925,-57934.381711528615,-75.20912301557775,-63731.79201354372,39.24521191096692,10.0,50.94000053405762,31.10739389594824,-31808.17585983959,-13265.811651017752,-8147.483485205948,21.547979832544943,-45451.9497340122,43665.0,-12733.67135189458,-57934.381711528615,-13265.811651017752,28.37817617343086,27.669931147836166,15.621304267215914,50.94000053405762,-34.37496387834143,-18698.90200928342,-75.20912301557775,-37425.2441880026,15.500381439436753,18.09816425256748,31.38588777046838,-42418.7690149965,27.639837745244336,50.79522576418633,65.91516620109742,34.98002307693211,-12994.665665221906,31.04689276645956,-12482.91210967813,-33485.7447997918,116.49566323117668
1.57,-6374.2979881921865,0.2608723074416857,25.04,54.081028221391854,6.4,-6748.720948908343,-6224.243300471136,17.880254315849207,0.0,200.79551956818648,-27889.45506682332,50.07104420995495,-48267.80492364612,-69.20151131637954,-53099.51798544677,39.54514386143414,10.0,53.16499900817871,30.988444352810177,-26492.11991335093,-11050.111627224667,-6782.649006274151,23.04659174237273,-37856.93489394074,51205.0,-10606.294221063254,-48267.80492364612,-11050.111627224667,28.528009639937903,30.880381491768716,17.00657312693946,53.16499900817871,-32.271961298091284,-15571.64328899044,-69.20151131637954,-31170.567427626065,17.540051234279332,19.446333121446298,31.252919438268027,-35330.13153717023,27.62275110077399,52.78021280792932,68.6542365441308,35.02311339765582,-10823.872674577697,31.037285326589743,-10397.248255921928,-27889.45506682332,115.9228891898609
1.57,-7677.047686810739,0.2436945446182558,25.04,53.88213178753343,6.4,-7888.087468882421,-7496.4671223242385,18.354233697148192,0.0,200.7955195681868,-33580.13630606509,49.118197412661445,-58096.72640785744,-71.7355374506316,-63910.17836315072,39.26099204760418,10.0,52.70000076293945,30.867145781036044,-31898.37189081677,-13302.333833897808,-8168.776934693276,23.26579562101837,-45579.867662069984,61710.0,-12768.179385136948,-58096.72640785744,-13302.333833897808,28.085114626979426,29.42755450225505,17.55593538868197,52.70000076293945,-30.503376296891474,-18751.95622739764,-71.7355374506316,-37530.74057736687,17.950960019877968,19.951995386240565,31.11258231561664,-42538.22579224327,27.26806094191433,52.07369767190757,68.22828911792297,34.794842023361014,-13029.8676378964,30.71666353041777,-12516.753416799433,-33580.13630606509,115.22763388943548
1.57,-9320.587510858564,0.2103721779789828,25.04,53.45455231878664,6.4,-7640.314193298807,-9101.35830204261,18.522817702123017,0.0,200.79551956818685,-40758.16720834664,47.138562768743256,-70494.70867287533,-78.8842956642499,-77548.09208380822,38.29222236625321,10.0,51.98999977111816,30.750174461281283,-38717.60254789956,-16143.295554064644,-9917.595299195593,23.461788775595146,-55321.34891836766,71395.0,-15495.354891913776,-70494.70867287533,-16143.295554064644,27.813712129938818,27.31298962030097,17.83301717453641,51.98999977111816,-29.38652989569959,-22763.36511762649,-78.8842956642499,-45553.24570344625,18.02548836228548,20.16423716812772,31.005159267741867,-51630.30365327623,27.00725020186932,51.36114875202522,67.23102167499007,34.537231580349285,-15812.630501945046,30.508627834188623,-15190.521462668044,-40758.16720834664,114.53527769709194
1.57,-10820.993699928777,0.1657543789440798,25.04,52.97084965369857,6.4,-8273.946686607262,-10566.4816302915,18.653223781116907,0.0,200.79551956818685,-47310.70161056788,44.15745213250384,-81809.25971805504,-87.6033061759474,-89994.09199142296,37.82302451219626,10.0,49.93499946594238,30.66567985763876,-44942.4568300082,-18736.50984178808,-11514.162396040863,22.987861914318117,-64213.9747083247,56655.0,-17984.738592728463,-81809.25971805504,-18736.50984178808,27.491569131522223,24.82997166318138,18.1000514691957,49.93499946594238,-27.712190300127286,-26425.28193623372,-87.6033061759474,-52876.6665059288,18.04981594050049,20.40567146431289,30.912599562045436,-59930.13186178539,26.714686948705832,50.15289203879775,65.8565426207154,34.40179329748237,-18352.792441551872,30.29664603942574,-17631.11822817264,-47310.70161056788,110.50026314341032
1.57,-9014.1799169481,0.2749059698009536,25.04,52.932888860801015,6.4,-8995.711951654366,-8801.965104371835,8.39390965348059,0.0,84.05922008673083,-39395.69816830738,20.429079416046825,-68141.12457979984,-72.2051234699888,-74958.89491121,37.682629049734736,10.0,49.36000061035156,30.518834159123827,-37423.21345995381,-15602.871264793228,-9591.710089456476,24.59602614236402,-53472.09880907047,53935.0,-14976.250186866995,-68141.12457979984,-15602.871264793228,27.2960307193709,1.0832420894731225,7.375924827321523,49.36000061035156,-25.57881875700354,-22002.289204992223,-72.2051234699888,-44030.486188108254,8.259428572190052,9.647884818776603,30.753711649996355,-49904.4058379823,26.50183531796072,1.9628817603091815,38.98770184925806,33.97210653476998,-15282.906313121804,30.074976870171525,-14681.619791053556,-39395.69816830738,113.95508472248288
1.57,-8544.825830058566,0.2638445698820872,25.04,52.86937550876517,6.4,-3692.60268233107,-8343.816321704102,8.109207088258835,0.0,82.45922008673014,-37343.04098646038,20.44542904412181,-64594.064155685526,-77.1794877312513,-71057.51329344443,39.59721611339303,10.0,51.209999084472656,23.13540044525818,-35473.35098704122,-14791.200946482177,-9091.777295796976,24.273393396055063,-50686.336790383575,14210.0,-14196.959098620746,-64594.064155685526,-14791.200946482177,24.53715782857777,0.6181984770521339,7.182601809390403,51.209999084472656,-25.084311426616445,-20856.02635894096,-77.1794877312513,-41736.33992604395,7.887829195774689,9.427221804507592,23.367141010257733,-47304.40512785555,22.857326984727912,1.4171252039407178,39.93610843614356,34.17667162014662,-14487.73775368841,22.30536098406841,-13917.378528067034,-37343.04098646038,112.26243034474594
1.57,-9971.701817023544,0.215746041849712,25.04,52.7512361990931,6.4,-5750.10460622722,-9737.17007234823,-1.4106964901292465,0.0,-0.6820040748547285,-43544.42067516849,-10.51541658848796,-75305.24530270389,-86.85776049438802,-82839.3249096318,39.4277172821085,10.0,48.295000076293945,22.853194346145777,-41364.37559142228,-17245.373308325485,-10609.982625082106,18.44772574716468,-59102.419741132886,19595.0,-16552.99368444945,-75305.24530270389,-17245.373308325485,24.69465380344181,-8.65994575093764,-1.0641502883046678,48.295000076293945,-23.86588502201337,-24321.50342714665,-86.85776049438802,-48667.29369577655,-3.468166270049627,1.1438497040659377,23.05872467896573,-55159.454402349416,22.779448188625132,-4.464476879090127,11.839656622642377,34.41714281212345,-16891.849678025214,22.14693766147669,-16227.216357310865,-43544.42067516849,111.90338345695372
1.57,-9319.628194461491,0.2506279145999869,25.04,52.44996047368978,6.4,-5114.699584517991,-9100.326093933145,-0.1952527636318898,0.0,0.5906995256309756,-40700.95029153377,-7.892580816139732,-70393.41057111105,-76.32478395610164,-77437.25688184718,45.46363045600943,10.0,48.26999855041503,22.599815984936196,-38663.12832682662,-16119.319753370126,-9916.036107850305,19.665820977193786,-55243.29532878428,30045.0,-15472.055303537229,-70393.41057111105,-16119.319753370126,23.89296593251736,-6.634852890703655,0.0967303414291478,48.26999855041503,-22.424675778652656,-22732.78004888947,-76.32478395610164,-45489.297384655394,-2.233579123497428,2.268810335630808,22.77440529721057,-51557.621865838846,22.284083045513253,-3.438697923680742,13.83402825754597,40.40434216538165,-15788.8513301556,21.619074657154812,-15167.492454455743,-40700.95029153377,111.3977409492245
1.57,-10331.929027885795,0.1905882342999864,25.04,51.93391698194543,6.4,-4488.462899856217,-10088.928262559655,-0.2675790387521998,0.0,-2.317459249267245,-45120.97923428608,-11.146565914402531,-78027.59579113657,-92.60869294799366,-85835.42594349643,45.12505692673358,10.0,47.329999923706055,22.18309043697367,-42862.1397225878,-17868.2261969031,-10993.196052694726,19.64153423421375,-61241.76852444669,37150.0,-17151.101703149212,-78027.59579113657,-17868.2261969031,23.959494003159573,-8.486569984479297,0.0511920685872964,47.329999923706055,-21.038430219183414,-25202.82931038798,-92.60869294799366,-50429.329732437385,-1.7027832460174717,2.1641120667562417,22.353759840862445,-57156.22016050439,22.17694177091244,-13.410257544853698,12.236006553134194,40.56038894209032,-17502.146431788024,21.355353596698382,-16813.63206190351,-45120.97923428608,110.83992506446144
1.57,-11176.218637616785,0.1141164132214728,25.04,50.88828733189629,6.4,-1940.841446319644,-10913.3680083828,-0.977726259305172,0.0,-3.743635849888813,-48805.13409890264,-15.474276025071427,-84386.98566242935,-100.0,-92830.8720750912,44.4920554587407,10.0,44.32500076293945,21.622785710877302,-46361.893194052114,-19326.05024360764,-11891.54285692398,17.481766355413995,-66241.5097907077,30300.0,-18550.73166564751,-84386.98566242935,-19326.05024360764,23.947151451206647,-9.005331823583424,-0.6412333602814521,44.32500076293945,-20.22728538953455,-27261.723605150557,-100.0,-54546.91458112648,-2.389899556508989,1.4469466323943294,21.77291077996004,-61822.66519993868,21.97775886431337,-11.012359360998357,9.574181691366425,40.66599483229476,-18930.31986290873,21.26863553279025,-18185.85182907815,-48805.13409890264,106.106174053964
1.57,-11735.738398298496,0.0386218386922772,25.04,48.76238824088125,6.4,-2098.9175052558744,-11459.7223246241,-2.8875238379020645,0.0,-12.601047278759836,-51243.12248924012,-20.30350424361404,-88594.11252159913,-100.0,-97459.18563849316,43.822530775105136,10.0,42.21999931335449,21.080529451344297,-48677.940614732346,-20291.07050030657,-12486.818741042478,15.027358604091487,-69550.03883304041,21915.0,-19477.373475631084,-88594.11252159913,-20291.07050030657,22.43010041904637,-10.392683834822554,-2.5312380924687403,42.21999931335449,-20.056342978188827,-28624.68299773926,-100.0,-57271.72513503308,-4.303742701285252,-0.4900580997929589,21.21683659736334,-64910.65609162456,20.99679257641319,-12.335710529452708,5.310358186601951,40.81119499369829,-19875.85048533784,20.428926344023967,-19094.35536828073,-51243.12248924012,101.53421080843808
1.57,-12726.750581805578,-0.0090696747271162,25.04,46.64439941967758,6.4,-3123.223628939224,-12427.403721900922,-3.635034008582568,0.0,-17.486178517492,-55569.65697633314,-22.92979887106812,-96066.97800275552,-98.54013785561864,-105677.87530133924,43.20318262240826,10.0,40.69000053405762,20.58900762326333,-52788.17792758439,-22003.340410122288,-13541.377544544774,14.146226189837437,-75421.75846930675,43555.0,-21121.3816730229,-96066.97800275552,-22003.340410122288,22.63133424784264,-11.506309644478634,-3.243835160537647,40.69000053405762,-20.008444442741627,-31042.501684210813,-98.54013785561864,-62107.322502960575,-5.21647890383578,-1.2483151638945809,20.725253619878004,-70390.98574445274,20.82746645645667,-13.477333936980733,3.18166867628507,40.90800253686516,-21553.37538062471,20.55962950988418,-20706.14840493638,-55569.65697633314,101.02251461950394
1.57,-11884.630717997505,0.0330271098432755,25.04,45.52257896029715,6.4,-3545.4893358758336,-11604.951577827796,-3.278004262678449,0.0,-16.724223725495925,-51893.4730171778,-20.733100691369632,-89716.51366912415,-91.65047992345916,-98690.86412549231,43.16646876718574,10.0,40.21500015258789,20.180851977711924,-49295.92376634332,-20547.99318018376,-12645.329091874944,14.156380306434862,-70432.34127230724,46230.0,-19724.38785636045,-89716.51366912415,-20547.99318018376,22.41288313599481,-10.434743413840078,-3.001818785323183,40.21500015258789,-19.62595596871113,-28988.34635887241,-91.65047992345916,-57998.58748978695,-4.7146737821160505,-1.0510387865438864,20.30882252734712,-65734.20226644572,20.5011923210383,-12.965358099477266,3.994359754298969,40.6925243152666,-20127.86760850928,20.22079891510607,-19336.55034939543,-51893.4730171778,100.01023670766882
