date,basic_eps_qtr,momentum_kama_200,volatility_bbp,percentage_of_public_shareholding_qtr,topic_polarity,momentum_kama,other_income_yrly,volume_sma_em,others_dlr_200,momentum_stoch_rsi_k_50,exceptional_item_qtr,trend_aroon_ind_5,volatility_bbli_200,momentum_ppo_20,volume_mfi_20,momentum_wr,volume_vwap_200,trend_adx_pos_5,finance_costs_qtr,low_50,trend_vortex_ind_neg_10,volatility_kcl_20,trend_kst_sig_100,momentum_ppo_signal_200,trend_visual_ichimoku_a_50,volatility_bbh_20,volume,trend_ichimoku_conv_50,volume_mfi_200,trend_kst_sig_50,trend_macd_10,momentum_pvo_20,trend_psar_down_indicator_50,low_20,trend_stc_20,trend_macd_200,momentum_ao,volatility_bbp_200,momentum_uo_50,trend_aroon_ind_50,trend_ema_slow_10,volatility_bbl_50,trend_trix_20,momentum_stoch_rsi_5,momentum_tsi_20,trend_adx_neg_5,trend_kst_diff_50,trend_ema_fast_10,trend_ichimoku_base_200,volatility_bbli_20,agg_polarity,ticker_compound,volatility_kch_10
2008-06-02,-1.27,1175.4358745590343,1000.0,25.04,-0.01,0.0,-1.27,23090.0,1145.7506752289146,23.327740019607344,0.0,204.5919123641974,5073.410030916815,51.14797809104943,8217.708235219952,0.0,9633.897908260473,11.920000457763308,10.0,29.80000114440918,0.0,4819.712195984235,2009.971208839376,1250.7843280564084,-110.7261957013162,6671.056470529963,23090,1929.5723604858008,8217.708235219952,2009.971208839376,0.0,30.536992337840054,63.32774001960735,29.80000114440918,2.980000114440908,2837.606412479119,0.0,5670.281799259969,22.63320665880819,103.32774001960736,0.0,6292.986039161299,0.0,40.7159897837864,54.12797820549035,11.920000457763308,1968.9513882508168,0.0,1891.7376083194129,5073.410030916815,0.055,0.0,603.4726668039958
2008-06-03,-1.27,-602.302256782439,993.0987281314708,25.04,0.0,0.0,-1.27,-20429.59395612695,-588.14670540832,23.33898815845588,0.0,204.59191236419773,-2692.528248466592,51.14797809104944,-5192.420826332187,0.0,-3716.307435477504,11.920000457763672,10.0,28.425000190734863,0.0,-2557.840836014016,-1064.0343099385884,-640.9113758069544,-671.9177497744432,-3866.9523503756895,7740,-1021.472937541045,-5192.420826332187,-1064.0343099385884,0.0,30.53699233784007,63.06293728371472,28.425000190734863,2.980000114440918,-1502.1660846191835,0.0,-3009.2962776979552,22.694788144977284,102.78688640897354,0.0,-3542.9489451418785,0.0,40.71598978378676,54.12797820549035,11.920000457763672,-1042.3193240214744,0.0,-1001.4440564127892,-2692.528248466592,0.059,0.0,599.0802369462755
2008-06-04,-1.27,785.5430711338511,957.5569509432293,25.04,0.0,1.0,-1.27,16839.368355706567,766.9747239891583,23.40826738090901,0.0,204.59191236419773,3369.192712371799,51.79797809104944,5297.210893582255,1.0,5849.541646569273,11.920000457763672,10.0,28.75,0.0,3200.740965674311,1335.3857362499964,835.8342936424312,112.90484012906494,4367.285048731036,4825,1281.9703067999967,5297.210893582255,1335.3857362499964,0.0,31.33699233784007,61.65054541863819,28.75,2.980000114440918,1885.2504511764653,1.0,3765.568325592011,22.832689594145503,99.93282345636734,0.0,4139.969842211849,0.0,41.31598978378676,54.42797820549036,11.920000457763672,1308.1329661224456,0.0,1256.8336341176437,3369.192712371799,0.058,0.0,577.7120594997551
2008-06-05,-1.27,498.1403349488829,957.5569509432293,25.04,0.085,0.0,-1.27,-9179.269778290784,486.4599113814489,23.32767564654983,0.0,204.5919123641979,2114.698106233147,51.14797809104944,3130.35657388822,0.0,3444.64302845758,11.920000457763807,10.0,28.25,0.0,2009.0064509418344,838.814338263489,530.0724077020164,121.44779497400728,2664.756654685722,9260,805.2617647329495,3130.35657388822,838.814338263489,0.0,30.53699233784007,61.62995368427901,28.25,2.980000114440918,1184.2084775484552,0.0,2363.4861187311644,22.70127563675878,99.93223172200818,0.0,2550.943341102889,0.0,40.715989783786895,54.12797820549035,11.920000457763807,821.6956782989281,0.0,789.4723183656367,2114.698106233147,0.053,0.0,577.6661706148927
2008-06-06,-1.27,579.3097227414005,957.5569509432293,25.04,0.14,0.0,-1.27,12749.979853632944,565.6362034154222,23.323602912333723,0.0,204.59191236419773,2469.290886416819,51.14797809104944,3742.835012387289,0.0,4118.444491528401,11.920000457763672,10.0,28.75999927520752,0.0,2345.813208837158,979.1697379880508,616.4449613786697,121.41364995105334,3145.98971350642,9600,940.0029484685288,3742.835012387289,979.1697379880508,0.0,30.53699233784007,61.62588095006289,28.75999927520752,2.980000114440918,1382.3572771596012,0.0,2759.7956965835037,22.69922957554173,99.92815898779207,0.0,3000.094196002207,0.0,40.71598978378676,54.12797820549035,11.920000457763672,959.1866821107436,0.0,921.5715181064008,2469.290886416819,0.06,0.0,577.6560372498975
2008-06-09,-1.27,-1643.6583551575106,957.5569509432293,25.04,0.0,0.0,-1.27,-61583.54228775756,-1605.0757647912164,23.255130631743175,0.0,204.59191236419773,-7241.389474192661,51.14797809104944,-13030.158337756357,0.0,-14276.34282665379,11.480000305175782,10.0,27.5,0.0,-6879.230667150118,-2864.6667300295885,-1749.0210702317102,99.14303088013564,-10032.79077589216,10230,-2750.080060828405,-13030.158337756357,-2864.6667300295885,0.0,30.53699233784007,61.55740866947235,27.5,2.870000076293945,-4044.235383571184,0.0,-8093.317647627091,22.627430629284817,99.85968670720152,0.0,-9300.100927436466,0.0,40.71598978378676,54.01797816734338,11.480000305175782,-2806.204143702454,0.0,-2696.156922380789,-7241.389474192661,0.062,0.0,577.6726705782293
2008-06-10,-1.27,-1658.804521957015,957.5569509432293,25.04,0.0,0.0,-1.27,-3230.941262140305,-1619.8066091509334,23.24318822187096,0.0,204.59191236419773,-7307.522880711882,51.14797809104944,-13144.388767198649,0.0,-14375.543624730664,11.480000305175782,10.0,26.979999542236328,0.0,-6942.0289271081565,-2890.8569767870645,-1765.1381451593877,88.55001874640328,-10122.543256168248,31545,-2775.222697715582,-13144.388767198649,-2890.8569767870645,0.0,30.53699233784007,61.54546625960013,26.979999542236328,2.870000076293947,-4081.2098495817377,0.0,-8167.23145491328,22.62314060354995,99.8477442973293,0.0,-9383.869909027482,0.0,40.71598978378676,54.01797816734338,11.480000305175782,-2831.859895628145,0.0,-2720.806566387825,-7307.522880711882,0.052,0.0,577.6344086575425
2008-06-11,-1.27,-18843.94203805786,957.5569509432293,25.04,0.0,0.0,-1.27,-511.7658035979323,-18400.66570595331,23.343352912082217,0.0,204.59191236419773,-82379.7029897056,51.14797809104944,-142814.51804636963,0.0,-155426.61982134022,11.480000305175782,10.0,26.27999973297119,0.0,-78260.55859019935,-32606.82393171144,-20051.887040497462,-545.7762207547887,-112006.21626123117,350160,-31302.550974442984,-142814.51804636963,-32606.82393171144,0.6,30.53699233784007,61.64563094981138,26.27999973297119,2.870000076293945,-46033.163197710266,0.0,-92071.43275320038,22.72972791494324,99.94790898754056,0.1,-104475.2980470862,0.3,40.71598978378676,54.01797816734338,11.480000305175782,-31941.37854534998,0.2,-30688.775465140177,-82379.7029897056,0.058,0.0,577.6022955516324
2008-06-12,-1.27,-17842.728725690766,982.393809127524,25.04,0.06,0.0,-1.27,-3971.119335280032,-17422.83917356599,24.928625243018526,0.0,204.59191236419773,-78010.15344707812,51.14797809104944,-135280.66166811358,0.0,-147247.39557068894,17.17500057220459,10.0,25.425000190734863,0.0,-74109.42716363925,-30877.34518331089,-18986.49338759402,-498.0034192696015,-106081.43549441909,24760,-29641.67887595938,-135280.66166811358,-30877.34518331089,0.0,30.53699233784007,64.22437760811948,25.425000190734863,7.156250238418581,-43591.54614114478,0.0,-87187.81855849909,24.323914135693855,103.52012997322043,0.0,-98943.84687418262,0.0,40.71598978378676,56.8729782817843,11.450000381469726,-30247.195281610668,0.0,-29059.908211706184,-78010.15344707812,0.062,0.0,592.4598410131377
2008-06-13,-1.27,-16439.265915595002,998.4422529033716,25.04,0.06,26.1299991607666,-1.27,6327.865235967781,-16052.421376261822,26.160091783250063,0.0,204.59191236419773,-71883.85292540572,51.14797809104944,-124707.62355455715,0.0,-137272.00448038478,16.9350004196167,10.0,26.38999938964844,2.488999938964844,-68288.17722909423,-28451.045303287203,-17493.40001273777,167.13419436689418,-97770.60945295848,17995,-27312.40521115312,-124707.62355455715,-28451.045303287203,0.7466999816894531,30.53699233784007,66.09778189938493,26.38999938964844,8.843000078201294,-40167.20648696856,0.0,-80340.77679898286,25.01127845673232,106.03547201551976,2.2400999450683594,-91186.006005901,1.6178499603271483,40.71598978378676,56.75297820549035,11.450000381469728,-27870.36092975197,1.991199951171875,-26776.330108969905,-71883.85292540572,0.064,0.0,604.8094183746117
