date,momentum_wr_200,momentum_pvo_hist_200,net_profit_yrly,momentum_uo_50,tax_qtr,momentum_ppo_hist_200,employee_benefit_expenses_qtr,volatility_kcl_200,momentum_rsi_5,trend_mass_index_100,other_income_qtr,trend_kst_sig_10,trend_vortex_ind_neg_100,volatility_kchi_200,volatility_dch_100,momentum_stoch_rsi_d_20,volume_mfi_200,low_5,trend_ichimoku_conv_5,trend_macd_200,momentum_tsi_100,momentum_stoch_rsi_k_5,trend_vortex_ind_pos_5,momentum_rsi_10,momentum_pvo_signal_50,volatility_dcw_10,volatility_kch_10,trend_visual_ichimoku_a_5,open,trend_ema_slow_100,volatility_kchi,trend_ichimoku_base_100,trend_dpo_10,trend_aroon_up,volatility_bbli_200,volatility_dcp_100,momentum_ppo_200,trend_ema_slow_10,volatility_bbp_200,momentum_pvo,trend_adx_pos_5,trend_visual_ichimoku_b_5,volume_vpt_20,trend_vortex_ind_diff_100,trend_ichimoku_base_200,trend_sma_fast_10,trend_kst_sig_50,volume_sma_em_20,momentum_ppo,agg_compound,topic_compound,agg_polarity,trend_ema_fast_10
2008-06-02,167.43394704109684,151.0989278175752,9.83,81.99563090321166,-96.0,156.83686178533122,174.0,396.6877510760706,153.24650864161896,213.3495666502109,28.6,0.0,228.58882141094023,384.0292199703797,342.8832321164104,139.46907908908383,168.50277709887416,436.7999877929688,0.0,282.3744264488085,177.00160115773096,0.0,0.0,191.5781606195739,55.78763163563353,174.71999511718752,643.6799987792969,76.66330395590998,436.7999877929688,240.01826248148728,0,188.24961763253904,0.0,383.1162716040473,413.34371305724295,309.70098384708035,160.91054650702813,0.0,461.9723851816245,0.0,174.71999511718752,153.28655827671943,200.0270555281293,223.27280230836024,188.24961763253904,0.0,200.01521873457276,221.6999969482422,0.0,0.396,0.0,0.055,0.0
2008-06-03,157.47892830064558,142.11513041765576,9.83,81.90063151356323,-96.0,147.5119075221237,174.0,363.3208687484589,153.24650864161896,197.07464667242365,28.6,0.0,211.1514071490253,354.4943640103626,316.61996786639514,139.2540796994354,107.52953570097652,432.5,0.0,260.8340911840901,166.47772420353962,0.0,0.0,191.5781606195739,55.70163187977416,174.35999755859376,637.5584225858869,76.66330395590998,432.5,221.7089775064766,0,173.88939412272674,0.0,383.1162716040473,374.9346907722698,286.0761000083569,151.34338563958147,0.1,419.0446543925368,0.0,173.85999755859376,153.28655827671943,126.10462565595338,206.24090930835035,173.88939412272674,0.4,184.75748125539715,138.875,0.0,0.412,0.0,0.059,0.2
2008-06-04,154.4057438537953,139.43932981927867,9.83,81.81163187977415,-96.0,144.69651955925127,174.0,352.9466719314078,153.64650864161894,191.90207655752505,28.6,0.0,205.6093677402054,345.18373780354506,308.30690875316526,139.27158000461117,92.99994838637258,427.8500061035156,0.0,253.98804250260667,163.17178635972644,0.8,0.0,191.77816061957392,55.94863200184447,173.45333251953124,630.9444018942046,76.66330395590998,427.8500061035156,215.8898361272157,0,169.32536166840444,0.0,383.1162716040473,363.1610589417534,278.5675304867299,148.42889669066042,0.1,405.88588940548914,1.0,172.92999877929688,153.28655827671943,113.94072061719116,200.8277545369448,169.32536166840444,0.4,179.90819677267973,128.3375015258789,1.0,0.402,0.0,0.058,0.2
2008-06-05,148.8244232164957,134.30496729293512,9.83,81.193081617323,-96.0,139.4051559243124,174.0,335.53048792763406,153.24650864161896,183.20679397588407,28.6,0.0,196.2929935455901,329.5322291565914,294.3323474612424,138.43507945529478,58.906822932536,416.1199951171875,0.0,242.4795802621996,157.328675971724,0.0,0.0,191.5781606195739,55.37403178211791,171.82699890136718,630.5378184896634,76.66330395590998,416.1199951171875,206.10764322286963,0,161.65305350813304,0.0,383.1162716040473,343.42293367900595,265.9453460940253,143.02606906520364,0.0999999999999886,383.82563175888896,0.0,170.58399658203126,153.28655827671943,72.75759380469059,191.7280402073206,161.65305350813304,0.3999999999999886,171.75636935239137,82.27999877929688,0.0,0.403,0.0,0.053,0.1999999999999886
2008-06-06,151.89065966927092,137.07205872592743,9.83,81.08115153309447,-96.0,142.27732677881073,174.0,346.0137833964061,153.24650864161896,188.2490494760034,28.6,0.0,201.6954101528608,338.6082890568061,302.4359723721483,138.43507945529478,76.527658977137,418.989990234375,0.0,249.15315371823976,160.5701259360864,0.0,0.0,191.5781606195739,55.37403178211791,171.08079833984374,634.4046990122818,76.66330395590998,418.989990234375,211.78018066050385,0,166.1021024788265,0.0,383.1162716040473,355.75785489587975,273.26474923935973,145.97284176007855,0.1,397.611720177748,0.0,170.58399658203126,153.28655827671943,94.13941517355582,197.0048192190733,166.1021024788265,0.4,176.48348388375317,106.24749755859376,0.0,0.462,0.9,0.06,0.2
2008-06-09,149.81067975085426,135.1950036776002,9.83,81.00163157459836,-96.0,140.32899115902805,174.0,339.1379720927866,153.24650864161896,184.8286380546071,28.6,0.0,198.03068362993616,332.4515484982928,296.9388825877614,138.43507945529478,63.64613005249194,418.5,0.0,244.62613860168585,158.37129002233164,0.0,0.0,191.5781606195739,55.37403178211791,170.55066528320313,633.5801292255885,76.66330395590998,418.5,207.93221781143296,0,163.0840924011239,0.0,383.1162716040473,347.9358978750152,268.29963588572,143.9739000203015,0.1,388.8695329191346,0.0,170.58399658203126,153.28655827671943,77.70768261397819,193.42531889435625,163.0840924011239,0.4,173.27684817619414,87.375,0.0,0.546,0.0,0.062,0.2
2008-06-10,147.34843435401248,132.97297734386493,9.83,80.8010027816994,-96.0,138.0225840784421,174.0,331.22531161574483,153.24650864161896,180.87561245367215,28.6,0.0,193.79529905750596,325.33610241660995,290.58580572911603,138.21907908908383,56.769452909398936,411.7999877929688,0.0,239.39419295338965,155.76834488852748,0.0,0.0,191.5781606195739,55.28763163563353,169.78914097377233,623.9270021108567,76.66330395590998,411.7999877929688,203.4850640103812,0,159.59612863559312,0.0,383.1162716040473,338.9742710882908,262.56137291662094,141.60758626229773,0.1,378.85359709867794,0.0,169.71999511718752,153.28655827671943,69.4690345620468,189.28843163756392,159.59612863559312,0.4,169.57088667531767,78.1999969482422,0.0,0.394,0.0,0.052,0.2
2008-06-11,145.93557516278784,131.69795807373535,9.83,80.6080814647351,-96.0,136.69914635501647,174.0,326.8243629057606,153.24650864161896,178.63891053691353,28.6,0.0,191.39883271812164,321.3100389664443,286.9911062200396,138.02407939425962,53.32320859075004,407.8999938964844,0.0,236.43385218120903,154.2747508863757,0.0,0.0,191.5781606195739,55.209631757703846,169.022998046875,618.2273194311296,76.66330395590998,407.8999938964844,200.9687743540277,0,157.62256812080605,0.0,383.1162716040473,334.0800522995978,259.31454755358413,140.24977353306883,0.1000000000000113,373.3835878642564,0.0,168.93999633789062,153.28655827671943,65.26501000311808,186.94769707351412,157.62256812080605,0.4000000000000113,167.47397862835643,73.4749984741211,0.0,0.404,0.0,0.058,0.2000000000000113
2008-06-12,154.86987748726054,139.76062114704,9.83,105.25336527821166,-96.0,145.06798650705417,174.0,300.74234345689297,153.24650864161896,165.7686517302565,28.6,0.0,177.6092697109891,298.1435731144617,266.3067617093408,200.03908030978693,1.6461895497856582,397.2000122070313,83.4,219.3996861135748,163.71958477224686,0.0,0.0,191.5781606195739,80.01563212391478,167.9515543619792,617.9594585099055,76.66330395590998,397.2000122070313,186.48973319653857,0,162.61939858552043,0.0,383.1162716040473,304.16177811798684,240.63191380198523,148.83598615658806,0.1,339.94551672010294,0.0,250.2,153.28655827671943,3.0706716250284245,173.4788215781754,162.61939858552043,0.4,155.40811099711547,4.050003051757827,0.0,0.583,0.0,0.062,0.2
2008-06-13,185.37670120420967,167.29116937940873,9.83,90.7209907664929,-96.0,173.6439985963483,174.0,436.3769249136965,153.24650864161896,215.49973962577596,28.6,6.513995361328125,230.4272927875222,384.01169392405296,342.97472671790445,199.71658122531431,234.9026051785324,417.0,88.18119750976562,283.112774534862,195.96965555873595,0.0,6.513995361328125,191.5781606195739,82.23167082020383,84.19319946289063,659.7897693823014,76.66330395590998,417.0,241.62295765883192,0,206.92635836886788,6.513995361328125,383.1162716040473,439.204966113577,309.8803983258492,178.15423232612358,5.962595825195313,490.8761385975272,0.0,249.77000122070316,153.28655827671943,279.25661692458726,225.2200068008665,206.92635836886788,4.308397216796875,202.438130609248,309.75,0.0,0.498,0.0,0.064,5.4111962890625005
2008-06-16,185.81258941169253,167.68453190811277,9.83,90.28338714100462,-96.0,174.05229894259807,174.0,438.7567389977351,153.24650864161896,216.4116577667312,28.6,6.062595825195313,231.43659076255523,386.1459303180069,344.773152069649,199.367831683078,237.63582111083704,419.0,87.35507849121096,284.465766041934,196.43045166378928,0.0,6.062595825195313,191.5781606195739,81.92966717030151,83.43719970703125,662.1968227195808,76.66330395591,419.0,242.70529050942324,1,207.6044117865536,6.062595825195313,383.1162716040473,442.2415927549843,311.4080083209733,178.57313787617204,5.456336242675782,494.2700154320413,0.0,249.30500183105468,153.28655827671946,281.5553345266373,226.1953350663376,207.6044117865536,3.637557495117188,203.26484139538525,311.75,0.0,0.527,0.0,0.076,4.85007666015625
2008-06-17,257.02229970209373,231.9469533896944,9.83,197.22648793604588,-96.0,240.75506554373337,174.0,435.1664445312636,153.24650864161893,297.1216034340235,28.6,418.7740997293986,288.43213941292527,382.986471187512,341.95220641742134,198.7040812253143,230.82341399607583,419.0,416.639281004222,282.0891408357596,271.70928825649906,0.0,418.68645894245685,191.5781606195739,188.8997679653428,83.16719970703124,661.9268227195807,76.66330395590997,419.0,281.9150413971016,1,311.0150699148173,418.7302793359278,383.1162716040473,438.2975675832805,308.8600574092838,247.00844386954464,170.19398761962643,489.86198729896057,0.0,248.4200012207031,153.2865582767194,282.113242739142,291.4633477923781,311.0150699148173,44.58366789754232,304.72488445248445,317.375,0.0,0.481,0.0,0.053,128.3165776466866
2008-06-18,265.2246632726916,239.00121292584024,9.83,197.1025371240815,-96.0,248.2319585645807,174.0,462.99769199545045,153.24650864161896,310.6068454045369,28.6,418.8088536171834,302.87813053220503,407.4779689559964,363.8196151392825,198.7040812253143,286.72727272727275,419.0,416.6670841144498,300.0494509339745,280.38035831684545,0.0,418.11397834869547,191.5781606195739,188.30450649826628,82.99019958496095,661.7498225975105,76.66330395590998,419.0,297.0815943779561,1,322.91653862509656,418.46141598293946,383.1162716040473,470.6629594802892,328.6112652870939,254.78538836870817,169.6314551218335,526.0350723603233,-4.075088894326036,248.4200012207031,153.28655827671943,350.44444444444446,305.57419385976266,322.91653862509656,44.16251785380047,317.3694709178273,394.25,-4.075088894326036,0.535,0.0,0.057,127.75056976011516
2008-06-19,270.86100100334136,243.4187788617204,9.83,201.60633581232565,-96.0,252.81618474664265,174.0,470.13126393348864,161.0932324344471,313.9220167977411,28.6,418.2228761376167,306.4719554163214,413.75551226147,369.4245645191696,206.55080501814248,306.04869482134274,415.0,416.1983021307965,304.65310878828075,285.28045685394005,23.54017137848443,417.179058527622,195.501522515988,192.40996605797773,82.9677996826172,656.2013165088894,76.66330395590998,415.0,300.88440938025667,1,325.7957308363892,417.7009673326194,383.1162716040473,478.9405690156575,333.6738002108629,259.4879361108299,169.14885686735155,535.2865183116171,-4.046242774566474,248.4200012207031,153.28655827671943,321.35644029220697,309.07081403774686,325.7957308363892,43.9429484285652,320.4408205064833,361.7419857821935,-4.046242774566474,0.45,0.0,0.054,127.32656925358988
2008-06-20,248.39084540933828,223.29663096795807,9.83,129.40368560840434,-96.0,231.890302666308,174.0,557.88197923434,161.0932324344471,310.32806859648286,28.6,99.28554971322326,332.49435921051736,490.9761417262191,438.37155511269566,206.55080501814248,481.6589433385285,415.0,112.70028103134094,361.4259588896725,261.2916315031701,23.54017137848443,333.1078189240769,195.501522515988,120.7784717327801,82.8879998779297,656.1215167042018,76.66330395590998,415.0,349.0690771710432,1,292.869892119646,166.65390946203848,383.1162716040473,580.6096602624491,395.9485013921122,237.99143755171664,168.83595436862493,648.9166791168549,-3.0033904219243244,248.4200012207031,153.28655827671943,536.2463468595474,324.76193225213325,292.869892119646,43.83629473365351,294.1700934561441,603.4931306704516,-3.0033904219243244,0.424,0.0,0.054,127.06324946467277
2008-06-23,251.59353003593623,226.51356306670016,9.83,132.45499676040538,-96.0,235.1255649031058,174.0,560.9755251601592,161.0932324344471,311.813251135616,28.6,98.36302439836612,334.0856262167313,493.6984621409401,440.8021983401251,214.81690011259087,487.94148973562136,415.0,110.46397139496462,363.4183591188189,264.44839675985685,23.54017137848444,332.90266735107195,208.5659028937816,124.63839539809118,82.81799987792968,656.0515167042018,109.7276843337036,415.0,350.7399075275679,1,293.96110125845206,166.551333675536,383.1162716040473,584.2469239660293,398.1439210814033,241.2397133930215,168.71347475792146,652.9818561973269,-0.2691519586488718,255.3556208429096,186.35093865451307,543.5503217806615,326.3161930489004,293.96110125845206,43.80705761680931,295.38774039623945,611.4941120032443,-0.2691519586488718,0.542,0.0,0.07,126.98272445457732
2008-06-24,308.8928985777402,278.45194934840896,9.83,132.28841918175223,-96.0,289.06223683210413,174.0,751.4035018661257,161.29323243444708,404.8700201862909,28.6,97.67964474334914,433.7893073424545,661.2750816421907,590.4241800376702,214.86690011259083,868.7101700873626,415.0,108.9063714144708,486.6235753525911,324.17363400811263,23.74017137848443,332.6276674899195,208.6659028937816,126.04270186474,82.88200012207032,656.1155169483425,109.7276843337036,415.0,455.4287727095772,1,375.9173092462541,166.41383374495973,383.1162716040473,804.6919494328268,533.286356163057,296.5950816257232,168.52738673283238,899.3615905425712,-0.9522877222300884,255.3556208429096,186.35093865451307,1008.8209107326304,423.7011839158858,375.9173092462541,43.72521960367668,382.5008823058972,1134.9235245742093,-0.9522877222300884,0.406,0.0,0.057,126.83213647615656
2008-06-25,290.0389676046251,260.989291875502,9.83,131.83526749944966,-96.0,270.9864806282716,174.0,691.4665970577565,159.90795703233965,375.5836514917533,28.6,96.82724600309533,402.4110551697357,608.4906054108258,543.4023262596659,214.6818661071186,756.3419596490884,409.0,108.49847716878868,447.9879931314576,305.0957323866974,19.984345172162172,331.8216160499138,208.634234441378,123.702536209359,83.30400024414064,647.8483577909967,110.38865358235364,409.0,422.4816079282225,0,350.15209221515374,166.0108080249569,383.1162716040473,735.273954295186,490.9117785571176,278.0840518640041,168.19991818582565,821.7767724475607,-2.2700119474313025,255.87465037355628,187.0119079031631,872.6405281896443,393.05265853788137,350.15209221515374,44.02161011000612,354.9183061644381,982.4344496350366,-2.2700119474313025,0.444,0.98,0.047,126.72701412248458
2008-06-26,290.0816860435132,261.2019160599423,9.83,131.87334631285646,-96.0,271.1421858068022,174.0,691.3961911598489,160.08635718872358,375.4831780656276,28.6,96.44171974541726,402.3034050703153,608.428648220667,543.3470073398813,214.83116818669168,755.2377270286607,409.5,108.27373180027548,447.92775061936186,305.07048969177106,20.51954564131396,331.3616242127075,208.60704221232655,124.0479886401192,83.55,648.7851208201407,110.27226127511032,409.5,422.368575323831,0,350.0414053324435,165.78081210635375,383.1162716040473,734.9982213429829,490.8618130811831,278.1993470123651,167.90268074365642,821.4686003245104,-0.558520607369484,255.99104268079964,186.8955155959198,871.4906652173992,392.9475119291452,350.0414053324435,43.93520202149863,354.7837241047457,981.1402425443172,-0.558520607369484,0.432,0.96,0.044,126.5256080746755
2008-06-27,205.1263156662533,183.6245072021757,9.83,148.93945091420326,-96.0,190.7176861486833,174.0,373.1170307901508,158.27110231046126,247.5708234151052,28.6,92.99178667400308,265.25445365904125,328.34298709533266,322.90623804201016,198.0039805428621,433.5470953462969,395.0,100.09692437361616,278.86739947247344,217.4053464964181,14.673781006526974,329.7149643121698,180.96464838441756,111.86087094394996,208.4853904386784,302.6506628574051,55.4645326542475,395.0,278.4671763419933,0,236.23866030485908,163.10168351106535,383.1162716040473,366.81182512543774,305.39769618613224,195.75353613668003,167.13584719096326,409.9073339637245,-3.162538389191076,252.81284439608635,132.08778697505696,478.1951712140632,259.0857454344124,236.23866030485908,129.8595889086154,234.2738909908352,538.0309221808432,-3.162538389191076,0.442,0.0,0.057,126.96833181771254
2008-06-30,210.37484906110723,188.80059363474757,9.83,150.27909323896793,-96.0,195.96258807190412,174.0,387.1254622996021,159.00596535004507,254.15638146403856,28.6,93.47092337920628,272.3104087114699,340.67040682364984,333.7592918068302,201.4716111566169,462.7908039233523,398.0,100.54017528826182,287.7072586003853,222.7281078428216,17.278370125278446,328.8967643300992,186.16448686698791,114.26590291760004,207.32119547884267,301.5111327434371,65.79560295093131,398.0,285.8759291470434,0,242.09290279064797,164.86658223829178,383.1162716040473,383.36369318901296,315.1016814638604,201.0472940792361,166.69650405020622,428.4653041524263,0.2014067896231017,253.47910076721325,142.41885727174076,513.2995218319511,265.97760850887755,242.09290279064797,129.0918173639993,240.6356787088188,577.3122190121513,0.2014067896231017,0.47,0.0,0.055,126.6410084465241
2008-07-01,205.0949458642297,183.3543849645669,10.65,148.31766359494532,-88.4,190.54487567854775,174.0,375.6920976154119,158.3312903004806,248.09107061994916,11.8,91.97539196357852,265.81186137851694,330.60904590156247,324.5027197729492,198.91718697326925,442.4085185879152,392.0,96.6139186669232,279.9626162220939,217.8205059856003,15.254344976584964,326.97931340751984,183.66813660692557,110.72695564765796,205.59808410094524,299.04824430719964,60.97660641579887,392.0,279.0524544474428,0,236.2876033574966,164.3103567770021,383.1162716040473,370.5513761862665,306.6034512435005,195.64981280881997,165.73911893491962,414.08683220818017,-5.995203836930456,251.678129702641,137.59986073660835,488.7188800788365,259.6301901836677,236.2876033574966,128.00171299877158,234.75080966310895,549.7854734389869,-5.995203836930456,0.419,0.0,0.064,125.9190404351242
2008-07-02,206.74371605208677,185.0989287282244,10.65,149.44372175627026,-88.4,192.3319233027502,174.0,376.8087883856978,159.62051131937474,248.1064851706832,11.8,90.59908892103854,265.8283769685891,331.5917337794141,325.064048017334,203.16337756391607,444.8052179001912,396.5,93.53600431244809,280.2122563527075,218.91584884157265,19.122008033267488,325.58890621661925,189.73832454101876,113.38880654106552,203.60817459100647,299.09359475832485,72.80448470280933,396.5,279.0697958170186,0,235.99944812241145,163.77190321206942,383.1162716040473,372.1996497097553,306.90457280845425,197.4670363340153,164.8916742285328,415.98784379325593,-5.369928400954653,252.6548531403593,149.42773902361878,490.95419439629455,259.64632169024986,235.99944812241145,126.12206237789628,234.54524008627843,552.4946915191316,-5.369928400954653,0.396,0.0,0.056,125.01928893205113
2008-07-03,203.77864415945032,182.22650965090213,10.65,148.68269332350854,-88.4,189.37761453085088,174.0,369.5825674138809,159.24807195361686,244.4049483812646,11.8,89.055283573894,261.86244469421206,325.23265932421515,319.3863029680493,202.5419020055705,431.1953722159873,393.5,91.10495977850194,275.5370963936495,216.15847618172597,18.0046899359938,324.01240782431887,189.19431647912072,111.87375458974957,203.1799942079976,298.3817388729518,71.80833993245882,393.5,274.90556692892267,0,232.49504854998855,163.09675399150518,383.1162716040473,364.171920163441,301.7732897013197,194.45458942397468,164.13062519715513,407.015675476787,-6.085918854415275,252.37428512804692,148.4315942532683,478.4920958497098,255.77262039899784,232.49504854998855,125.93858215965994,230.82910014807467,538.3525927306843,-6.085918854415275,0.364,0.0,0.053,124.44168411573968
2008-07-04,191.54250059727372,171.53674618007977,10.65,127.26597569586592,-88.4,178.23315077460913,174.0,374.8281827347833,8.221057348788506,246.87500218034103,11.8,87.16465076449916,264.5089309075082,329.8488008066093,323.507857863044,149.5271599506322,441.2190249865985,398.8800048828125,87.3303867708745,278.9435975632506,202.4310788246615,22.263172046365447,323.05808913510083,80.46911064792823,92.00448111857804,202.85922047958368,299.05727448243675,82.34115852797177,398.8800048828125,277.68437745288367,0,234.3044516072494,162.3201445736539,4.0,370.5003167737047,305.5029367412957,182.9873081490802,163.70388741308395,414.088589335317,-4.80190814252685,253.50724646030693,158.96441284878125,490.3603355427697,258.35756042128713,234.3044516072494,125.8229632681511,232.7804408520549,551.6275854997662,-4.80190814252685,0.418,0.0,0.07,124.08748555192628
2008-07-07,192.6227921477177,172.25234577908907,10.65,127.28418881605636,-88.4,179.421473176116,174.0,377.778804141224,8.500667994708905,247.76656695005292,11.8,86.76675836823014,265.46417887505675,332.44534764427715,325.82620325381885,151.2292823673277,447.7892435715206,400.0,84.85345827508787,280.4795883933225,203.3728827349703,23.10200398412672,325.61378737895086,82.11672420969919,92.11331615137036,202.5607235566076,298.471401133192,85.58620744212666,400.0,278.68738781880955,0,235.06201564753545,163.69049369557894,4.0,374.1536678758992,307.59874909654,184.13203446914284,161.22305870559407,418.1717464495344,-16.53467567595395,254.5516782864888,162.20946176293612,497.9623141400119,259.29059331982285,235.06201564753545,121.94078851576012,233.38579978897835,560.0914953174614,-1.9351366054168344,0.478,0.0,0.052,120.85696109847576
2008-07-08,180.4414888623812,160.65649808276095,10.65,112.98147433941897,-88.4,167.60584115298914,174.0,371.9806855213712,7.271085350769243,244.74042376239,11.8,85.14313934493838,262.2218826025607,327.3430032588066,321.2387523864903,120.47372539273552,439.0157382118958,391.1099853515625,82.14431832854731,276.6954602856964,191.91078553962063,6.6890100084614,324.2340543936275,33.01662086037684,75.79136762811437,201.97302473906367,295.6052962115874,-23.07805855933405,391.1099853515625,275.2829767326887,0,232.07540497306013,163.10407721512428,4.0,367.8172675999923,303.438946155288,172.0116387127577,160.47117384936217,411.0898873176384,-22.342869433248,253.1127757933378,64.28193899925972,487.3778116627128,256.12369928622206,232.07540497306013,121.6587896370548,230.27617247457465,548.3612701911945,-2.0173648980999834,0.402,0.0,0.061,120.27077047277972
2008-07-10,195.5254940418755,175.09595308566136,10.65,117.74833643313494,-88.4,182.31792448102408,174.0,407.6672667542181,15.116821481552256,262.189121207389,11.8,84.0054070315721,280.91691557934536,358.78719474371195,349.27820906944146,132.74782952041878,510.65602842174064,401.3999938964844,79.85912734392046,299.83101246297406,206.53582416909228,9.116821481552254,323.6813819482253,53.88276772117958,83.61728425349557,201.8215746018208,295.38745575405653,14.642007586450992,401.3999938964844,294.91276135831265,1,247.2016879760715,162.86024099242323,32.0,409.2585722817653,328.7769860432799,187.10164407609253,160.47928365476707,457.4066396090317,-15.082626992223512,261.47878556900343,94.49513678850272,572.7016960999644,274.3839640542443,247.2016879760715,121.8304522657922,246.4063378119796,643.3861361247489,-1.8552799291105568,0.532,0.0,0.047,120.33477330883244
