id,date,topic_id,topic_prob
5,2017-01-01,-1,0.0
4,2017-01-01,1141,1.0
6,2017-01-01,-1,0.0
7,2017-01-01,-1,0.0
3,2017-01-01,277,1.0
2,2017-01-01,-1,0.0
10,2017-01-01,307,0.6425089576588326
8,2017-01-01,-1,0.0
11,2017-01-01,-1,0.0
9,2017-01-01,-1,0.0
12,2017-01-01,-1,0.0
15,2017-01-01,-1,0.0
14,2017-01-01,-1,0.0
13,2017-01-01,-1,0.0
17,2017-01-01,-1,0.0
16,2017-01-01,-1,0.0
19,2017-01-01,-1,0.0
18,2017-01-01,1087,1.0
22,2017-01-01,-1,0.0
21,2017-01-01,-1,0.0
20,2017-01-01,32,1.0
24,2017-01-01,-1,0.0
23,2017-01-01,51,0.3737507139527099
26,2017-01-01,307,0.25507459374869407
25,2017-01-01,970,1.0
27,2017-01-01,-1,0.0
29,2017-01-01,-1,0.0
30,2017-01-01,-1,0.0
31,2017-01-01,-1,0.0
33,2017-01-01,16,0.5271633243130416
28,2017-01-01,-1,0.0
32,2017-01-01,-1,0.0
34,2017-01-01,725,0.889836396283102
35,2017-01-01,40,1.0
36,2017-01-01,-1,0.0
38,2017-01-01,-1,0.0
40,2017-01-01,549,1.0
39,2017-01-01,-1,0.0
37,2017-01-01,-1,0.0
42,2017-01-08,547,0.6583466726630718
41,2017-01-02,205,1.0
43,2017-01-05,-1,0.0
45,2017-01-02,165,1.0
46,2017-01-02,219,0.3155573917914978
47,2017-01-02,-1,0.0
48,2017-01-02,-1,0.0
51,2017-01-02,-1,0.0
50,2017-01-02,17,0.992689049949719
52,2017-01-02,-1,0.0
53,2017-01-02,899,0.9016488592774655
55,2017-01-02,85,0.6864705924466362
56,2017-01-02,662,1.0
59,2017-01-02,-1,0.0
58,2017-01-02,-1,0.0
60,2017-01-02,-1,0.0
0,2017-01-01,-1,0.0
61,2017-01-02,123,0.7630054676133599
62,2017-01-02,-1,0.0
63,2017-01-02,37,0.8298766301874865
64,2017-01-02,-1,0.0
65,2017-01-02,-1,0.0
1,2017-01-01,-1,0.0
66,2017-01-02,775,1.0
68,2017-01-02,-1,0.0
69,2017-01-02,-1,0.0
70,2017-01-02,-1,0.0
67,2017-01-02,-1,0.0
71,2017-01-02,365,0.2349818161133952
72,2017-01-02,-1,0.0
73,2017-01-02,198,0.24879097499458025
76,2017-01-02,-1,0.0
77,2017-01-02,0,1.0
78,2017-01-02,-1,0.0
