Date,Open,High,Low,Close,Adj Close,Volume
2022-05-10,506.0,519.3499755859375,421.0,450.1000061035156,448.7184143066406,919335
2022-05-11,451.0,490.5,443.8999938964844,484.79998779296875,483.3118896484375,231723
2022-05-12,475.5,478.0,452.8500061035156,462.54998779296875,461.13018798828125,131197
2022-05-13,472.70001220703125,475.0,450.04998779296875,456.20001220703125,454.7996826171875,71633
2022-05-16,461.0,461.0,430.04998779296875,435.79998779296875,434.4622802734375,45349
2022-05-17,430.0,441.3500061035156,410.0,420.75,419.45849609375,48663
2022-05-18,419.0,472.20001220703125,418.0,440.8999938964844,439.546630859375,209570
2022-05-19,429.6000061035156,458.75,427.45001220703125,451.6499938964844,450.2636413574219,87604
2022-05-20,458.0,481.8999938964844,457.20001220703125,477.1000061035156,475.6355285644531,289892
2022-05-23,479.20001220703125,484.04998779296875,459.95001220703125,462.75,461.32958984375,21263
2022-05-24,465.95001220703125,482.25,460.8999938964844,474.95001220703125,473.4921569824219,22142
2022-05-25,476.0,480.70001220703125,468.0,476.0,474.5389099121094,20455
2022-05-26,474.5,496.95001220703125,474.25,489.04998779296875,487.548828125,41066
2022-05-27,495.0,496.25,485.0,492.79998779296875,491.2873229980469,12630
2022-05-30,494.75,508.20001220703125,481.45001220703125,497.1499938964844,495.6239929199219,39685
2022-05-31,490.45001220703125,502.0,488.0,494.70001220703125,493.1815185546875,32658
2022-06-01,495.8999938964844,501.3999938964844,475.3500061035156,481.1000061035156,479.6232604980469,14649
2022-06-02,475.1499938964844,481.70001220703125,470.20001220703125,472.04998779296875,470.60101318359375,9111
2022-06-03,476.95001220703125,483.20001220703125,467.54998779296875,470.8500061035156,469.40472412109375,13004
2022-06-06,458.0,488.04998779296875,456.3500061035156,477.8500061035156,476.38323974609375,31519
2022-06-07,474.75,486.0,470.20001220703125,471.79998779296875,470.3517761230469,23151
2022-06-08,471.79998779296875,475.29998779296875,466.0,466.95001220703125,465.5166931152344,9294
2022-06-09,465.3500061035156,475.1499938964844,465.3500061035156,470.29998779296875,468.85638427734375,4200
2022-06-10,464.0,473.95001220703125,464.0,470.54998779296875,469.1056213378906,8550
2022-06-13,440.04998779296875,462.75,440.04998779296875,455.25,453.85260009765625,11868
2022-06-14,455.0,463.45001220703125,433.04998779296875,440.1000061035156,438.7491149902344,7830
2022-06-15,450.6000061035156,450.6000061035156,435.54998779296875,437.79998779296875,436.4561462402344,4520
2022-06-16,442.0,446.95001220703125,428.8999938964844,433.0,431.6708984375,4649
2022-06-17,425.0,432.1499938964844,423.95001220703125,426.79998779296875,425.48992919921875,209559
2022-06-20,418.0,424.8999938964844,413.20001220703125,419.6000061035156,418.3120422363281,11709
2022-06-21,420.0,433.70001220703125,420.0,429.6000061035156,428.2813415527344,10930
2022-06-22,427.20001220703125,439.0,424.6000061035156,435.04998779296875,433.714599609375,8731
2022-06-23,440.0,459.95001220703125,435.95001220703125,450.75,449.3664245605469,10549
2022-06-24,447.29998779296875,466.0,447.29998779296875,459.20001220703125,457.7904968261719,6200
2022-06-27,463.8500061035156,474.54998779296875,460.04998779296875,470.20001220703125,468.7567138671875,4781
2022-06-28,467.54998779296875,469.6499938964844,463.45001220703125,466.3500061035156,464.9185485839844,2745
2022-06-29,465.25,467.79998779296875,462.1499938964844,465.0,463.5726623535156,1439
2022-06-30,466.54998779296875,471.0,463.3500061035156,465.6499938964844,464.2206726074219,2834
2022-07-01,467.1499938964844,478.75,466.95001220703125,474.3500061035156,472.89398193359375,8441
2022-07-04,476.1499938964844,479.45001220703125,469.3999938964844,470.45001220703125,469.0059509277344,2250
2022-07-05,470.29998779296875,476.54998779296875,462.3500061035156,464.5,463.07421875,4707
2022-07-06,465.5,472.79998779296875,463.3500061035156,469.70001220703125,468.2582702636719,4022
2022-07-07,462.3999938964844,485.95001220703125,462.3999938964844,472.04998779296875,470.60101318359375,8959
2022-07-08,477.0,490.29998779296875,470.04998779296875,484.3999938964844,482.9131164550781,10258
2022-07-11,475.0,481.95001220703125,475.0,477.1499938964844,475.68536376953125,1690
2022-07-12,472.3999938964844,478.79998779296875,465.25,471.79998779296875,470.3517761230469,3133
2022-07-13,475.20001220703125,477.45001220703125,469.25,472.3999938964844,470.949951171875,3709
2022-07-14,465.3999938964844,484.3500061035156,465.3999938964844,472.45001220703125,470.99981689453125,4988
2022-07-15,479.95001220703125,493.54998779296875,471.5,487.1499938964844,485.6546630859375,8173
2022-07-18,488.1000061035156,511.0,484.0,508.3500061035156,506.78961181640625,35746
2022-07-19,500.0,511.54998779296875,493.0,497.1499938964844,495.6239929199219,18654
2022-07-20,502.6499938964844,507.0,481.3999938964844,485.5,484.0097351074219,9014
2022-07-21,482.0,507.70001220703125,482.0,493.3500061035156,491.8356628417969,12698
2022-07-22,495.0,497.54998779296875,485.8999938964844,488.6499938964844,487.15008544921875,5468
2022-07-25,486.3999938964844,503.70001220703125,484.45001220703125,492.79998779296875,491.2873229980469,9325
2022-07-26,493.6499938964844,493.6499938964844,482.0,484.6000061035156,483.1125183105469,4248
2022-07-27,483.3500061035156,494.20001220703125,470.8999938964844,490.8500061035156,489.34332275390625,9126
2022-07-28,495.0,498.0,482.3500061035156,493.6000061035156,492.08489990234375,35735
2022-07-29,485.0,505.0,483.0,488.79998779296875,487.29962158203125,28704
2022-08-01,490.04998779296875,500.95001220703125,485.79998779296875,488.25,486.7513122558594,8417
2022-08-02,479.0,492.0,479.0,489.3500061035156,487.8479309082031,2389
2022-08-03,498.0,498.0,473.8999938964844,475.8500061035156,474.3893737792969,14835
2022-08-04,480.3999938964844,483.25,459.1000061035156,462.6499938964844,461.2298889160156,9335
2022-08-05,464.04998779296875,478.04998779296875,457.45001220703125,470.8500061035156,469.40472412109375,13170
2022-08-08,474.29998779296875,477.8999938964844,470.0,473.8500061035156,472.3955078125,7816
2022-08-10,477.04998779296875,538.0,477.0,533.9000244140625,532.26123046875,83229
2022-08-11,532.5,572.7999877929688,532.5,570.8499755859375,569.0977172851562,182032
2022-08-12,575.7999877929688,597.3499755859375,573.5499877929688,594.4500122070312,592.6253662109375,76871
2022-08-16,580.0999755859375,607.9500122070312,558.0,601.0999755859375,599.2548828125,62845
2022-08-17,586.0,600.0,586.0,594.4000244140625,592.5755004882812,12777
2022-08-18,595.0,595.1500244140625,575.0,580.1500244140625,578.3692626953125,9863
2022-08-19,576.5499877929688,589.0,541.25,564.4500122070312,562.7174072265625,13014
2022-08-22,552.0,598.5,552.0,579.4500122070312,577.67138671875,27539
2022-08-23,570.0499877929688,594.9000244140625,570.0499877929688,585.3499755859375,583.55322265625,10385
2022-08-24,575.0499877929688,607.25,575.0499877929688,589.7000122070312,587.889892578125,9880
2022-08-25,586.0,610.0,586.0,600.4000244140625,598.5570678710938,36658
2022-08-26,596.0,626.1500244140625,596.0,620.2999877929688,618.3959350585938,45703
2022-08-29,609.0,619.4000244140625,593.0,610.1500244140625,608.2771606445312,17169
2022-08-30,602.0499877929688,634.9000244140625,602.0499877929688,609.4500122070312,607.5792846679688,17748
2022-09-01,603.0499877929688,640.5499877929688,603.0499877929688,633.7999877929688,631.8545532226562,32846
2022-09-02,633.7999877929688,640.7999877929688,616.5499877929688,620.7000122070312,618.7947387695312,13727
2022-09-05,617.5,634.9500122070312,597.4500122070312,604.2000122070312,602.3453979492188,13979
2022-09-06,603.0499877929688,610.3499755859375,590.6500244140625,595.5999755859375,593.7717895507812,13708
2022-09-07,600.0499877929688,619.5499877929688,591.0499877929688,609.9000244140625,608.0279541015625,22712
2022-09-08,618.4500122070312,620.9500122070312,602.0499877929688,606.0,604.139892578125,10606
2022-09-09,598.5499877929688,609.8499755859375,596.0,597.7999877929688,595.9650268554688,11308
2022-09-12,597.0999755859375,611.5,597.0999755859375,605.5,603.6414184570312,13805
2022-09-13,597.0499877929688,639.25,597.0499877929688,619.5,617.5984497070312,36103
2022-09-14,602.0499877929688,637.4500122070312,602.0499877929688,628.4500122070312,626.52099609375,23084
2022-09-15,632.9500122070312,636.25,615.7999877929688,618.7000122070312,616.8009033203125,11509
2022-09-16,605.0499877929688,648.0,605.0499877929688,631.0499877929688,629.1129760742188,36911
2022-09-19,632.0499877929688,655.0,632.0499877929688,648.1500244140625,646.1605224609375,67809
2022-09-20,654.0,671.75,645.0499877929688,652.4000244140625,650.3974609375,93806
2022-09-21,650.0,667.5499877929688,636.0499877929688,642.5499877929688,640.5776977539062,34667
2022-09-22,632.0499877929688,657.0,632.0499877929688,646.7999877929688,644.8146362304688,30215
2022-09-23,644.0499877929688,657.0,623.5,630.25,628.3154296875,20202
2022-09-26,630.0,636.7999877929688,606.8499755859375,615.0499877929688,613.162109375,47902
2022-09-27,603.0,631.0,603.0,613.3499755859375,611.46728515625,37055
2022-09-28,614.0,627.8499755859375,610.2999877929688,619.7000122070312,617.7978515625,33068
2022-09-29,617.0999755859375,634.5,608.25,614.25,612.3645629882812,22921
2022-09-30,615.0,635.2000122070312,615.0,632.0,630.06005859375,22775
2022-10-03,631.9500122070312,654.4000244140625,620.25,648.5999755859375,646.6090698242188,66339
2022-10-04,649.0,686.25,649.0,678.0499877929688,675.9686889648438,63326
2022-10-06,680.0499877929688,687.0,668.7999877929688,673.7999877929688,671.7317504882812,49430
2022-10-07,668.1500244140625,684.25,644.25,648.75,646.7586669921875,41120
2022-10-10,643.9500122070312,691.75,637.3499755859375,683.1500244140625,681.0531005859375,51254
2022-10-11,675.9500122070312,684.9000244140625,651.3499755859375,658.0,655.9802856445312,65132
2022-10-12,651.0499877929688,658.1500244140625,618.75,641.0499877929688,639.082275390625,62040
2022-10-13,640.0,649.25,623.4000244140625,635.0,633.0508422851562,24861
2022-10-14,624.25,660.3499755859375,624.25,652.1500244140625,650.1482543945312,23084
2022-10-17,650.0,665.9000244140625,642.7000122070312,660.0999755859375,658.0737915039062,32848
2022-10-18,660.0,674.0,660.0,670.4000244140625,668.3422241210938,9284
2022-10-19,671.9500122070312,696.0,662.3499755859375,674.25,672.1803588867188,32571
2022-10-20,674.9500122070312,701.0,673.1500244140625,697.5499877929688,695.4088745117188,36939
2022-10-21,701.1500244140625,701.7000122070312,664.0,673.0,670.9342041015625,33217
2022-10-24,673.0,675.7000122070312,662.4000244140625,667.4500122070312,665.4012451171875,6377
2022-10-25,660.5999755859375,700.75,660.5999755859375,697.75,695.6082153320312,32724
2022-10-27,705.6500244140625,730.0,698.9000244140625,724.6500244140625,722.4257202148438,23135
2022-10-28,722.3499755859375,728.4000244140625,680.1500244140625,683.1500244140625,681.0531005859375,24939
2022-10-31,692.1500244140625,695.4500122070312,671.0499877929688,689.0,686.8850708007812,31495
2022-11-01,675.8499755859375,710.9500122070312,675.8499755859375,707.4000244140625,705.2286376953125,20982
2022-11-02,692.8499755859375,714.8499755859375,692.8499755859375,706.75,704.5806274414062,18201
2022-11-03,696.2999877929688,733.7999877929688,696.2999877929688,720.7000122070312,718.48779296875,33908
2022-11-04,735.0,863.9500122070312,734.2000122070312,808.4500122070312,805.9684448242188,140806
