id,date,polarity,subjectivity,compound
5,2017-01-01,0.06,0.26,0.99
4,2017-01-01,0.15,0.39,1.0
6,2017-01-01,0.15,0.3,0.98
7,2017-01-01,0.21,0.42,1.0
3,2017-01-01,0.14,0.43,1.0
2,2017-01-01,0.29,0.51,0.84
10,2017-01-01,-0.1,0.1,-0.32
8,2017-01-01,0.06,0.29,0.99
11,2017-01-01,-0.03,0.43,0.98
9,2017-01-01,-0.14,0.36,-0.99
12,2017-01-01,0.16,0.42,0.62
15,2017-01-01,0.04,0.39,0.96
14,2017-01-01,-0.04,0.61,0.88
13,2017-01-01,-0.0,0.46,-0.68
17,2017-01-01,0.05,0.2,0.98
16,2017-01-01,0.1,0.3,-0.94
19,2017-01-01,-0.25,0.66,0.03
18,2017-01-01,0.01,0.35,-0.18
22,2017-01-01,0.22,0.56,0.98
21,2017-01-01,0.05,0.41,-0.8
20,2017-01-01,0.09,0.35,0.93
24,2017-01-01,0.0,0.41,0.82
23,2017-01-01,0.1,0.34,0.87
26,2017-01-01,0.02,0.44,-0.96
25,2017-01-01,0.13,0.53,0.98
27,2017-01-01,-0.13,0.19,-0.99
29,2017-01-01,-0.01,0.32,-0.94
30,2017-01-01,0.0,0.32,-0.91
31,2017-01-01,0.02,0.43,0.95
33,2017-01-01,0.0,0.5,-0.23
28,2017-01-01,0.06,0.34,0.96
32,2017-01-01,0.23,0.57,0.98
34,2017-01-01,0.28,0.41,0.99
35,2017-01-01,0.07,0.35,0.99
36,2017-01-01,0.07,0.31,0.98
38,2017-01-01,-0.01,0.31,0.78
40,2017-01-01,0.18,0.46,0.99
39,2017-01-01,0.01,0.43,0.73
37,2017-01-01,0.45,0.52,0.44
42,2017-01-08,0.23,0.45,1.0
41,2017-01-02,0.05,0.26,0.15
43,2017-01-05,0.06,0.35,0.84
45,2017-01-02,0.11,0.41,0.99
46,2017-01-02,0.01,0.48,0.23
47,2017-01-02,0.15,0.34,0.65
48,2017-01-02,0.04,0.46,0.99
51,2017-01-02,0.13,0.35,0.6
50,2017-01-02,0.05,0.24,0.8
52,2017-01-02,-0.03,0.25,0.93
53,2017-01-02,0.17,0.17,0.2
55,2017-01-02,0.06,0.35,0.98
56,2017-01-02,0.0,0.1,0.0
59,2017-01-02,0.09,0.28,0.78
58,2017-01-02,0.01,0.47,-0.52
60,2017-01-02,0.13,0.37,0.99
0,2017-01-01,0.25,0.45,0.95
61,2017-01-02,0.08,0.39,0.99
62,2017-01-02,0.15,0.3,0.99
63,2017-01-02,0.14,0.44,0.99
64,2017-01-02,0.07,0.5,0.99
65,2017-01-02,0.07,0.5,0.99
1,2017-01-01,0.08,0.42,-0.99
66,2017-01-02,0.05,0.34,0.96
68,2017-01-02,0.12,0.29,0.88
69,2017-01-02,0.16,0.5,0.99
70,2017-01-02,0.07,0.35,0.99
67,2017-01-02,0.12,0.29,0.88
71,2017-01-02,-0.03,0.43,0.89
72,2017-01-02,0.02,0.39,-0.98
73,2017-01-02,0.01,0.4,0.08
76,2017-01-02,0.02,0.31,0.92
77,2017-01-02,0.0,0.17,0.88
78,2017-01-02,-0.03,0.38,-1.0
79,2017-01-02,0.16,0.43,1.0
80,2017-01-02,0.15,0.47,0.7
82,2017-01-02,0.01,0.45,0.98
81,2017-01-02,0.0,0.0,0.7
49,2017-01-02,0.0,0.0,0.8
83,2017-01-02,0.05,0.24,0.95
85,2017-01-02,0.09,0.6,0.91
84,2017-01-02,-0.08,0.52,-0.56
54,2017-01-02,-0.01,0.31,-0.99
86,2017-01-02,0.04,0.47,0.88
87,2017-01-02,-0.11,0.21,-0.38
89,2017-01-02,0.02,0.11,-0.23
57,2017-01-02,0.06,0.39,0.98
91,2017-01-02,0.07,0.47,0.77
90,2017-01-02,0.07,0.47,0.77
92,2017-01-02,-0.08,0.32,0.49
93,2017-01-02,0.04,0.28,-0.81
95,2017-01-02,0.02,0.35,0.98
94,2017-01-02,-0.02,0.53,0.85
96,2017-01-02,-0.12,0.5,0.94
99,2017-01-02,0.14,0.47,1.0
98,2017-01-02,0.11,0.43,0.94
74,2017-01-02,0.01,0.4,0.08
97,2017-01-02,-0.2,0.21,-0.46
103,2017-01-03,0.02,0.58,0.98
105,2017-01-07,0.09,0.45,0.36
101,2017-01-02,0.11,0.41,0.93
106,2017-01-04,0.02,0.24,0.91
75,2017-01-02,0.09,0.32,0.95
88,2017-01-02,0.11,0.43,1.0
100,2017-01-02,0.05,0.43,0.91
102,2017-01-02,0.11,0.19,0.91
108,2017-01-08,0.05,0.41,0.4
107,2017-01-10,0.22,0.33,1.0
110,2017-01-08,0.11,0.49,-0.18
111,2017-01-08,0.22,0.58,0.92
112,2017-01-08,0.0,0.25,-0.57
113,2017-01-08,-0.03,0.26,0.25
114,2017-01-08,0.14,0.47,0.97
115,2017-01-08,0.06,0.35,0.99
117,2017-01-08,0.02,0.36,0.53
116,2017-01-08,0.12,0.42,1.0
119,2017-01-08,-0.11,0.38,0.49
120,2017-01-08,0.04,0.44,1.0
121,2017-01-08,0.05,0.39,1.0
122,2017-01-08,0.22,0.51,0.99
123,2017-01-08,0.08,0.38,-0.98
125,2017-01-08,0.12,0.42,-0.1
126,2017-01-08,0.06,0.33,0.74
127,2017-01-08,0.07,0.44,0.96
128,2017-01-08,0.07,0.47,0.84
129,2017-01-08,0.18,0.45,1.0
131,2017-01-08,0.12,0.41,0.99
132,2017-01-08,0.12,0.41,0.92
133,2017-01-08,0.18,0.35,0.98
134,2017-01-08,0.08,0.35,0.66
109,2017-01-08,-0.21,0.49,-0.93
137,2017-01-08,0.1,0.45,0.87
138,2017-01-08,0.1,0.35,0.94
139,2017-01-08,0.19,0.56,0.99
44,2017-01-02,0.18,0.45,0.99
118,2017-01-08,0.25,0.59,0.89
141,2017-01-08,0.16,0.43,1.0
142,2017-01-08,0.01,0.33,0.97
143,2017-01-08,0.06,0.34,0.27
124,2017-01-08,0.02,0.26,0.94
145,2017-01-08,0.05,0.44,0.97
104,2017-01-06,0.0,0.0,-0.48
144,2017-01-08,0.09,0.41,-0.97
146,2017-01-08,0.11,0.44,-0.8
148,2017-01-08,0.1,0.3,0.99
147,2017-01-08,0.07,0.39,0.97
150,2017-01-08,0.03,0.33,0.81
149,2017-01-08,0.14,0.39,0.7
152,2017-01-08,-0.01,0.3,-0.86
151,2017-01-08,-0.06,0.26,0.99
153,2017-01-08,0.11,0.62,0.32
154,2017-01-08,0.11,0.4,0.99
155,2017-01-08,-0.02,0.44,-0.49
156,2017-01-08,-0.05,0.31,-1.0
157,2017-01-08,0.0,0.47,-1.0
158,2017-01-08,0.09,0.35,-0.53
159,2017-01-08,0.06,0.44,0.94
160,2017-01-08,-0.09,0.2,-0.96
136,2017-01-08,0.09,0.26,0.97
161,2017-01-08,0.05,0.38,0.99
162,2017-01-08,0.02,0.46,0.98
166,2017-01-05,0.06,0.35,0.84
167,2017-01-05,0.08,0.44,0.93
164,2017-01-08,0.18,0.38,0.99
168,2017-01-05,0.06,0.38,0.95
170,2017-01-05,0.1,0.45,0.99
171,2017-01-05,-0.1,0.39,-0.94
135,2017-01-08,0.1,0.4,0.99
172,2017-01-05,0.12,0.31,1.0
173,2017-01-05,0.12,0.31,1.0
174,2017-01-05,0.06,0.11,0.93
175,2017-01-05,0.1,0.39,0.96
176,2017-01-05,0.13,0.45,0.98
179,2017-01-05,0.18,0.38,1.0
178,2017-01-05,0.03,0.26,0.3
177,2017-01-05,-0.03,0.22,0.59
180,2017-01-05,0.05,0.3,0.84
181,2017-01-05,-0.06,0.36,0.99
182,2017-01-05,0.15,0.43,0.95
183,2017-01-05,0.05,0.34,0.96
184,2017-01-05,0.12,0.33,0.99
185,2017-01-05,0.06,0.23,0.93
169,2017-01-05,0.16,0.34,1.0
130,2017-01-08,0.08,0.42,1.0
188,2017-01-05,-0.02,0.17,0.62
140,2017-01-08,0.19,0.56,0.99
189,2017-01-05,0.18,0.35,0.99
191,2017-01-05,-0.33,0.54,-0.96
190,2017-01-05,0.07,0.26,-0.9
163,2017-01-08,-0.01,0.49,0.93
192,2017-01-05,0.05,0.36,0.03
193,2017-01-05,0.05,0.48,0.99
194,2017-01-05,-0.07,0.13,0.89
195,2017-01-05,0.06,0.35,0.98
197,2017-01-05,0.13,0.45,0.98
199,2017-01-05,-0.08,0.49,-0.56
198,2017-01-05,0.06,0.26,0.64
200,2017-01-05,0.17,0.42,0.97
202,2017-01-05,-0.02,0.17,0.62
165,2017-01-08,0.16,0.51,-0.98
205,2017-01-05,0.05,0.5,0.6
206,2017-01-05,0.16,0.33,0.71
207,2017-01-05,0.08,0.49,-0.71
208,2017-01-05,0.01,0.29,0.96
209,2017-01-05,-0.01,0.28,-0.08
187,2017-01-05,0.07,0.31,0.93
210,2017-01-05,0.09,0.47,0.95
212,2017-01-05,0.13,0.26,0.64
211,2017-01-05,-0.02,0.44,-0.51
213,2017-01-05,0.07,0.33,0.96
186,2017-01-05,0.02,0.29,0.94
215,2017-01-05,0.07,0.25,0.34
217,2017-01-05,0.01,0.25,0.1
216,2017-01-05,0.13,0.26,0.64
218,2017-01-05,0.17,0.17,0.2
219,2017-01-05,-0.07,0.17,0.96
220,2017-01-05,0.0,0.0,0.68
221,2017-01-05,0.15,0.27,0.96
222,2017-01-05,0.0,0.0,0.68
224,2017-01-11,0.0,0.0,0.0
223,2017-01-09,0.08,0.44,0.95
225,2017-01-12,0.05,0.33,0.98
226,2017-01-13,0.21,0.51,0.98
227,2017-01-14,0.03,0.41,0.96
228,2017-01-15,0.06,0.33,1.0
229,2017-01-17,0.08,0.27,0.42
230,2017-01-19,0.09,0.45,1.0
231,2017-01-16,0.02,0.33,0.95
196,2017-01-05,0.2,0.32,0.99
233,2017-01-02,0.15,0.42,0.95
232,2017-01-02,0.05,0.39,0.97
201,2017-01-05,0.05,0.21,-0.97
234,2017-01-02,-0.04,0.4,0.95
235,2017-01-02,0.0,0.39,0.96
236,2017-01-02,0.08,0.43,0.98
238,2017-01-02,0.15,0.33,0.99
