id,date,polarity,subjectivity,compound
3,2019-01-02,0.01,0.45,0.99
0,2019-01-02,0.15,0.38,0.88
1,2019-01-02,0.07,0.34,0.94
2,2019-01-02,0.03,0.41,0.93
7,2019-01-02,0.01,0.38,0.99
5,2019-01-02,0.1,0.36,0.99
8,2019-01-02,-0.01,0.27,0.97
9,2019-01-02,0.09,0.36,0.99
11,2019-01-02,0.07,0.45,0.99
10,2019-01-02,0.1,0.42,0.99
13,2019-01-02,0.11,0.23,0.78
14,2019-01-02,0.09,0.38,0.96
16,2019-01-02,0.04,0.34,0.88
19,2019-01-02,0.1,0.42,0.99
20,2019-01-02,0.07,0.53,-0.42
4,2019-01-02,-0.01,0.37,0.8
23,2019-01-02,-0.05,0.29,-0.94
17,2019-01-02,0.04,0.34,0.88
6,2019-01-02,0.06,0.41,1.0
21,2019-01-02,-0.02,0.28,-0.95
15,2019-01-02,-0.09,0.41,-0.98
18,2019-01-02,0.13,0.32,0.93
22,2019-01-02,-0.05,0.29,-0.94
12,2019-01-02,-0.02,0.2,-0.88
29,2019-01-02,0.36,0.42,0.97
31,2019-01-02,0.08,0.31,0.97
32,2019-01-02,0.07,0.37,0.99
34,2019-01-02,0.09,0.3,0.95
24,2019-01-02,-0.05,0.29,-0.94
26,2019-01-02,0.06,0.45,0.26
37,2019-01-02,0.03,0.28,0.74
27,2019-01-02,0.03,0.31,0.86
25,2019-01-02,-0.0,0.27,-0.25
40,2019-01-02,0.02,0.3,0.96
30,2019-01-02,0.01,0.38,0.99
28,2019-01-02,0.27,0.56,0.83
43,2019-01-02,-0.08,0.37,-0.99
44,2019-01-02,0.17,0.41,1.0
45,2019-01-02,0.05,0.51,0.99
35,2019-01-02,0.03,0.21,-0.08
33,2019-01-02,0.02,0.34,0.99
48,2019-01-02,0.06,0.27,0.99
38,2019-01-02,-0.03,0.21,-0.98
36,2019-01-02,-0.01,0.3,0.65
42,2019-01-02,0.26,0.41,0.92
46,2019-01-02,-0.12,0.56,-0.13
41,2019-01-02,0.04,0.41,0.95
47,2019-01-02,-0.12,0.56,-0.13
39,2019-01-02,0.1,0.34,0.99
49,2019-01-02,0.01,0.29,-0.92
51,2019-01-02,0.09,0.39,0.89
52,2019-01-02,0.08,0.39,0.84
50,2019-01-02,0.06,0.61,0.97
54,2019-01-02,0.05,0.3,-0.01
53,2019-01-02,0.08,0.56,0.95
61,2019-01-07,0.06,0.42,0.99
62,2019-01-03,-0.03,0.39,-0.84
55,2019-01-02,0.09,0.48,0.9
65,2019-01-01,-0.1,0.34,-0.96
56,2019-01-02,0.04,0.33,0.82
57,2019-01-02,0.04,0.31,0.99
60,2019-01-06,0.17,0.47,0.72
59,2019-01-02,-0.07,0.17,-0.96
64,2019-01-04,-0.07,0.25,0.62
66,2019-01-08,-0.02,0.38,-0.77
72,2019-01-16,0.14,0.37,0.99
63,2019-01-05,0.05,0.38,0.97
67,2019-01-10,0.01,0.35,0.98
68,2019-01-09,0.1,0.34,0.96
70,2019-01-12,0.24,0.41,0.99
77,2019-01-02,0.09,0.39,0.99
69,2019-01-11,0.07,0.31,0.86
71,2019-01-13,0.06,0.36,0.96
58,2019-01-02,0.03,0.47,0.98
81,2019-01-02,0.26,0.51,0.95
74,2019-01-02,0.04,0.5,0.98
75,2019-01-02,0.04,0.5,0.98
84,2019-01-02,0.25,0.51,0.99
73,2019-01-15,-0.04,0.39,-0.21
76,2019-01-02,0.06,0.26,-0.83
86,2019-01-02,0.2,0.47,1.0
79,2019-01-02,0.08,0.44,0.1
80,2019-01-02,0.14,0.38,0.95
89,2019-01-02,-0.29,0.52,0.38
78,2019-01-02,0.04,0.42,0.96
82,2019-01-02,0.11,0.4,0.97
92,2019-01-02,-0.01,0.31,0.92
93,2019-01-02,0.02,0.32,-0.99
83,2019-01-02,0.12,0.39,0.98
85,2019-01-02,0.05,0.29,-0.91
88,2019-01-02,-0.03,0.36,0.93
87,2019-01-02,-0.03,0.36,0.93
90,2019-01-02,-0.04,0.28,0.97
91,2019-01-02,-0.07,0.22,-0.94
101,2019-01-02,-0.08,0.41,-0.81
94,2019-01-02,0.16,0.34,0.86
96,2019-01-02,-0.01,0.27,-0.68
95,2019-01-02,0.02,0.46,0.94
97,2019-01-02,0.04,0.28,-0.58
104,2019-01-02,0.15,0.42,0.94
106,2019-01-02,0.23,0.43,0.97
108,2019-01-02,0.08,0.3,1.0
109,2019-01-02,0.09,0.43,0.91
98,2019-01-02,0.21,0.4,0.93
111,2019-01-02,-0.0,0.37,0.74
99,2019-01-02,0.16,0.43,0.99
113,2019-01-02,0.21,0.4,0.93
114,2019-01-02,0.21,0.41,1.0
100,2019-01-02,0.1,0.43,0.99
102,2019-01-02,0.04,0.25,0.99
107,2019-01-02,0.05,0.43,0.9
103,2019-01-02,0.04,0.25,0.99
105,2019-01-02,0.09,0.56,0.67
119,2019-01-02,0.01,0.19,-0.84
112,2019-01-02,0.07,0.48,0.97
122,2019-01-02,0.16,0.4,0.99
110,2019-01-02,-0.06,0.75,0.65
116,2019-01-02,0.09,0.4,0.97
125,2019-01-02,0.06,0.3,0.94
115,2019-01-02,0.09,0.4,0.97
117,2019-01-02,-0.01,0.2,-0.76
127,2019-01-02,-0.05,0.38,0.56
128,2019-01-02,-0.04,0.3,0.51
120,2019-01-02,-0.0,0.5,0.88
118,2019-01-02,0.21,0.38,0.94
121,2019-01-02,0.04,0.46,0.73
132,2019-01-06,0.38,0.4,0.98
131,2019-01-06,0.23,0.41,1.0
134,2019-01-06,0.13,0.38,-0.4
133,2019-01-06,0.08,0.4,0.99
137,2019-01-06,0.05,0.2,-0.36
129,2019-01-02,-0.01,0.51,-0.89
123,2019-01-02,-0.02,0.36,-0.93
140,2019-01-06,-0.06,0.37,-0.94
124,2019-01-02,-0.21,0.46,0.72
126,2019-01-02,0.03,0.36,0.27
130,2019-01-14,0.06,0.37,0.98
144,2019-01-06,0.01,0.36,0.98
145,2019-01-06,0.11,0.39,0.99
146,2019-01-06,0.07,0.29,-0.81
135,2019-01-06,0.19,0.45,0.84
138,2019-01-06,0.02,0.51,0.81
139,2019-01-06,0.07,0.32,0.97
142,2019-01-06,0.05,0.47,0.79
150,2019-01-06,-0.04,0.45,-0.6
152,2019-01-06,0.03,0.42,0.98
136,2019-01-06,0.12,0.44,-0.32
143,2019-01-06,-0.23,0.66,-1.0
155,2019-01-06,0.05,0.42,0.88
147,2019-01-06,0.07,0.29,-0.81
156,2019-01-06,-0.02,0.29,-0.97
148,2019-01-06,0.05,0.44,0.88
149,2019-01-06,0.01,0.36,-0.89
141,2019-01-06,0.13,0.43,0.99
160,2019-01-06,0.05,0.34,-0.96
161,2019-01-06,0.14,0.38,0.98
151,2019-01-06,0.17,0.46,0.39
