Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2013-01-21,6085.75,6094.35009765625,6065.10009765625,6082.2998046875,6082.2998046875,130900.0,23044.728231837606,130900.0,,,,,-57736.651548470385,,,1000.0,,,,,,0.0,0.0,,6109.833333333333,6051.333333333333,,0.5293413906695209,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6079.72509765625,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-44.177667869620954,,0.0
2013-01-22,6080.14990234375,6101.2998046875,6040.5,6048.5,6048.5,129000.0,-72007.79429502597,1900.0,,,-415945.8537434423,,-58545.430096618795,,,994.4429236024421,,,,,,0.0,0.0,,6117.033203125,6026.9833984375,,0.23894112416089186,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6070.89990234375,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.555707639755787,-0.5572574388951423,-0.555707639755787
2013-01-23,6052.85009765625,6069.7998046875,6021.14990234375,6054.2998046875,6054.2998046875,137000.0,-22304.989055903177,138900.0,,,-902865.7974988004,,-585.4958647604603,,,994.4429236024421,,,,,,0.0,0.0,,6110.377604166667,6017.9111328125,,0.3935336921814975,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6061.224853515625,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,,6094.35009765625,0.0,1.0,,,,,,,,,,,,,,,,,,,0.09588831425146882,0.09584237077469027,-0.46035218419224755
2013-01-24,6046.2001953125,6065.2998046875,6007.85009765625,6019.35009765625,6019.35009765625,185200.0,-133360.13749586,-46300.0,,,-276078.1761637002,,-937.7385957525465,,,994.4429236024421,,,,,,0.0,0.0,,6104.8539632161455,6006.7792561848955,,0.12817618172796544,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6054.574951171875,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,,6101.2998046875,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.5772708349228162,-0.5789434832539797,-1.0349655402177915
2013-01-25,6024.5,6080.5498046875,6014.4501953125,6074.64990234375,6074.64990234375,147600.0,-12109.025005832518,101300.0,,,489255.7316679295,,286.89648030038484,,,1003.5788765800725,,,,,,0.0,0.0,,6108.4130859375,6003.5134765625,,0.678138138026313,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6054.574951171875,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,,6097.56181640625,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9187005871120979,0.9145062029181972,-0.1257731876000978
2013-01-28,6082.10009765625,6088.39990234375,6061.39990234375,6074.7998046875,6074.7998046875,113100.0,-12947.620925971407,214400.0,,,654109.0745192308,,1358.7930019153914,,,1003.6036415999757,,,,,,0.0,0.0,,6107.32199435764,6010.905653211806,,0.6626900659821932,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6054.574951171875,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,,6093.97334765625,0.0,0.0,,,,,,,,,,,,,,,,,,,0.002467670502159791,0.0024676400556700173,-0.12330862076578297
2013-01-29,6064.7001953125,6111.7998046875,6042.4501953125,6049.89990234375,6049.89990234375,157600.0,-136688.0552065358,56800.0,,,97912.21654959742,,-643.1932510622257,,,1003.6036415999757,,,,,,0.0,0.0,,6111.618791852678,6009.162039620535,,0.3976103266567749,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6059.824951171875,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,6007.85009765625,,1.0,0.0,,,,,,,,,,,,,,,,,,,-0.40988844314732154,-0.4107307883982614,-0.5326916361271805
2013-01-30,6065.0,6071.9501953125,6044.14990234375,6055.75,6055.75,124200.0,-157239.3540561011,181000.0,,,-426963.9540601659,,-525.8859797133559,,,1004.5741005176933,,,,,,0.0,0.0,,6108.301900227864,6011.702168782552,,0.45598295728580557,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6059.824951171875,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,6009.929091796875,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.09669742889437671,0.09665070704745204,-0.43650930634886453
2013-01-31,6045.64990234375,6058.0498046875,6025.14990234375,6034.75,6034.75,168500.0,-227403.71535561577,12500.0,,,-321192.77110793116,,-464.2224802635993,,,1004.5741005176933,,,,,,0.0,0.0,,6104.292408130787,6011.114890769676,,0.25365678223348204,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,6059.824951171875,,,6059.824951171875,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,6011.966506054687,,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.3467778557569301,-0.3473805238462191,-0.7817734444930613
2013-02-01,6040.9501953125,6052.9501953125,5983.2001953125,5998.89990234375,5998.89990234375,159300.0,-314991.5051741642,-146800.0,,,-1030034.4693458686,,-1530.659898457213,,,998.6063173275862,,,,,,0.0,0.0,6053.101627604166,6102.006510416666,6004.196744791667,1.6158619438826873,-0.054154535736490546,0.0,1.0,,,,,,48.9048828125,,,,,,,,,,,,,,,,,,6047.5,,,6047.5,,0.0,0.0,0.0,,10878.569187583404,10722.743406652411,,,,,6111.7998046875,0.0,1.0,,,,,,,,,,,,,,,,,,5998.89990234375,-0.5940610241724986,-0.5958325862655656,-1.371190257334498
