Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2012-12-06,3081.25,3082.8798828125,3065.7900390625,3078.199951171875,3078.199951171875,295081800.0,133469713.59428571,295081800.0,,,,,-9457820.68584086,,,1000.0,,,,,,0.0,0.0,,3092.713134765625,3058.533447265625,,0.5753857142857143,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3074.3349609375,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-3.1927702427828275,,0.0
2012-12-07,3090.43994140625,3110.510009765625,3089.679931640625,3107.110107421875,3107.110107421875,295587400.0,332565080.48598754,590669200.0,,,181.53108553298676,,-6645155.627599508,,,1000.0,,,,,,0.0,0.0,,3107.98828125,3070.068359375,,0.976841359773371,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3088.1500244140625,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.939190329042594,0.934807358258638,0.939190329042594
2012-12-10,3131.340087890625,3139.39990234375,3113.169921875,3114.340087890625,3114.340087890625,233361000.0,120025377.84818715,824030200.0,,,294.37723165552273,,3319139.437400589,,,1002.3269147918126,,,,,,0.0,0.0,,3121.50328233507,3078.73668077257,,0.8325049411752683,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3102.594970703125,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3065.7900390625,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.23269147918125732,0.23242117179922417,1.1740672240928118
2012-12-11,3127.530029296875,3138.81005859375,3116.47998046875,3118.330078125,3118.330078125,220238000.0,-63718185.78340563,1044268200.0,,,13.790220120442923,,825172.8549169835,,,1003.6110631149905,,,,,,0.0,0.0,,3127.8449910481772,3084.6050008138022,,0.7799510852892595,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3102.594970703125,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3068.73443359375,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.12811671563710547,0.12803471620213003,1.3036881160968017
2012-12-12,3134.3701171875,3145.0,3123.489990234375,3141.570068359375,3141.570068359375,313293600.0,149661407.37475792,1357561800.0,,,45.31389703026241,,2617046.0764800636,,,1003.6110631149905,,,,,,0.0,0.0,,3133.91533203125,3090.7193359375,,1.1772093948594644,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3105.39501953125,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3071.56105234375,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.7452703739543987,0.7425069557674746,2.058674491349244
2012-12-13,3149.969970703125,3159.39990234375,3141.820068359375,3156.550048828125,3156.550048828125,291050000.0,346347619.1319482,1648611800.0,,,98.84686874290693,,3722701.0557554895,,,1008.3965919418346,,,,,,0.0,0.0,,3139.9577501085073,3098.1011420355903,,1.3964081057574667,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3112.594970703125,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3075.967389203125,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.47683101579119036,0.4756977776958493,2.5453219056293497
2012-12-14,3155.179931640625,3168.429931640625,3151.39990234375,3168.429931640625,3168.429931640625,256526600.0,602874219.1319482,1905138400.0,,,61.7726420750374,,2353271.328965359,,,1012.1917585495178,,,,,,0.0,0.0,,3145.6471121651784,3104.904296875,,1.5591861856669154,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3117.1099853515625,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3082.6419902543753,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.37635654840670885,0.375650099106295,2.9312579397059446
2012-12-17,3168.06005859375,3173.219970703125,3150.39990234375,3158.699951171875,3158.699951171875,183020400.0,552989113.2616783,1722118000.0,,,23.628226823608607,,403414.4812021585,,,1009.0834032272282,,,,,,0.0,0.0,,3150.390391031901,3109.035410563151,,1.2009325127418027,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3119.5050048828125,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3091.220784393,,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.30709154624454227,-0.30756403990661596,2.61516474812995
2012-12-18,3162.550048828125,3172.550048828125,3156.7900390625,3156.7900390625,3156.7900390625,300858600.0,252130513.26167834,1421259400.0,,,14.982227830444781,,-743954.7272992863,,,1009.0834032272282,,,,,,0.0,0.0,,3153.436279296875,3113.174072265625,,1.0832979613616793,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,3119.5050048828125,,,3119.5050048828125,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3101.060686750215,,0.0,0.0,,,,,,,,,,,,,,,,,,,-0.06046513245635543,-0.06048341998976525,2.5531183528446855
2012-12-19,3176.0400390625,3177.10009765625,3152.0400390625,3158.570068359375,3158.570068359375,389957400.0,65399553.21647444,1811216800.0,,,-0.6424789070647815,,37971.97548906735,,,1009.0834032272282,,,,,,0.0,0.0,3136.2316650390626,3156.8556640625,3115.607666015625,1.3152089020299278,1.0415633334477599,1.0,0.0,,,,,,23.132958984375,,,,,,,,,,,,,,,,,,3133.3900146484375,,,3121.445068359375,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3109.719800824564,,0.0,0.0,,,,,,,,,,,,,,,,,,3158.570068359375,0.05638731986761236,0.05637142819203689,2.6109453077244993
2012-12-20,3154.25,3175.52001953125,3153.719970703125,3175.52001953125,3175.52001953125,240284400.0,305683953.2164744,2051501200.0,,,0.4529656349486156,,1509333.5734774016,,,1014.498484749208,,,,,,0.0,0.0,3145.4946695963545,3166.5896891276043,3124.399650065104,1.3412847101697403,1.2116691665162094,1.0,0.0,,,,,,22.99966796875,,,,,,,,,,,,,,,,,,3145.135009765625,,,3121.445068359375,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3119.153042381,,0.0,0.0,,,,,,,,,,,,,,,,,,3163.705478420123,0.5366336919883308,0.5351989439967397,3.1615902119134676
2012-12-21,3178.68994140625,3180.5,3159.7099609375,3163.56005859375,3163.56005859375,187968400.0,187335114.21041495,1863532800.0,,,60.66607989227161,,581501.6687051834,,,1010.6775791418976,,,,,,0.0,0.0,3152.043668619792,3173.134684244792,3130.9526529947916,1.3382438723785484,0.7730164867050615,0.0,0.0,,,,,,22.778705078125,,,,,3141.4725341796875,,3143.6959817418524,,,,,,,,,,,3148.489990234375,,,3123.14501953125,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3127.2656301195348,,0.0,0.0,,,,,,,,,,,,,,,,,,3163.6830800446814,-0.3766299964711117,-0.37734103312203615,2.7730527183387865
2012-12-24,3160.169921875,3171.659912109375,3155.949951171875,3168.570068359375,3168.570068359375,65716600.0,227201360.2102906,1929249400.0,,,-150.60657580304886,,-603872.4978402038,,,1012.2781507914365,,,,,,0.0,0.0,3156.3526692708338,3176.3916829427085,3136.3136555989586,1.2697575823492675,0.8048403301827366,0.0,0.0,,,,,,22.0718306640625,,,,,3149.003377278646,,3147.5227642983946,,,,,,,,,,,3151.9949951171875,,,3123.14501953125,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3135.783129300409,,0.0,0.0,,,,,,,,,,,2.935810493827601,,,,,,,3164.4129562337553,0.15836619734830304,0.15824093032232867,2.9358104938276064
2012-12-26,3172.47998046875,3186.1298828125,3171.159912109375,3180.81005859375,3180.81005859375,89301600.0,253033388.50913107,2018551000.0,,2245807296.4232063,248.7680551809312,,449039.4389674374,3142.166684618535,85.68966418004155,1012.2781507914365,,,,,,0.0,0.0,3161.8353271484375,3181.138330078125,3142.53232421875,1.220999889775803,0.9914968804187965,0.0,0.0,,,,,,21.62062904296875,0.19195541916058378,,,,3155.1450398763022,,3152.64388649768,,,,,,,,,,,3163.9749755859375,,,3125.9599609375,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3142.9378286123438,,0.0,0.0,80.9742398326069,,,,,,95.57933261920992,,-4.42066738079008,,2.3719774524832515,,,,,,,3167.136283741001,0.38629381614756486,0.3855496174988815,3.333445164366644
2012-12-27,3182.550048828125,3192.070068359375,3180.85009765625,3183.929931640625,3183.929931640625,152987200.0,184034853.0433696,2171538200.0,,1993163488.6194448,57.31600609425065,67.87117513596436,495022.8753094878,3150.328736275023,86.37715404797204,1012.2781507914365,,,,,,0.0,0.0,3166.7283284505206,3185.0023274739583,3148.4543294270834,1.1541248334604641,0.9706578775680711,0.0,0.0,,,,,,20.584567115234375,0.19195541916058378,,,,3160.9441935221353,,3157.457124211979,,1.2898217631842666,0.6084752614493721,0.6813465017348944,,,,-5.182167037287395,-5.182167037287395,0.0,3171.2349853515625,,,3128.9300537109375,,0.0,0.0,0.0,,3176.02226010069,3167.993682658688,,,,3150.712398368372,,0.0,0.0,81.63137665662623,,,,,,92.0498819714347,,-7.9501180285652975,,2.2344972541882515,,,,,,,3169.1855329787427,0.09808422978434539,0.09803615863450688,3.434798978165743
2012-12-28,3194.1298828125,3195.739990234375,3173.429931640625,3191.800048828125,3191.800048828125,167595200.0,292435652.88578933,2339133400.0,,1896853542.254167,-24.961385086867455,53.121712948831906,564322.3001430173,3156.894221104898,85.84277491375212,1012.2781507914365,,,,,,0.0,0.0,3170.1683268229162,3188.9153483072914,3151.4213053385415,1.1827145786396063,1.0769375690756497,1.0,0.0,,,,,,20.757116263085937,0.19195541916058378,,,,3167.066691080729,,3162.740651076002,,1.2317084922268895,0.6699966231191485,0.561711869107741,,,,-2.828504520707383,-4.005335778997389,1.1768312582900058,3173.0699462890625,,,3130.7650146484375,,0.0,35.748350253331026,5.071197314809498,,3176.02226010069,3167.993682658688,,,,3158.9839323665724,,0.0,0.0,83.20706178820089,,,,,,95.22836605983909,94.28586021682791,-4.771633940160908,,2.3560677946993116,,,,,,,3171.5296494112918,0.24718248694137746,0.2468774935222129,3.6904716866427822
2012-12-31,3173.030029296875,3176.179931640625,3160.800048828125,3167.080078125,3167.080078125,176554200.0,260065327.62704274,2162579200.0,,1002386657.4301902,-140.20553647813716,22.080086653570493,-953117.4945411485,3160.2007492364714,79.76192274721487,1012.2781507914365,,,,,,0.0,0.0,3170.695003255208,3189.2770100911457,3152.1129964192705,1.1721093840221333,0.4027304972459471,0.0,0.0,,,,,,21.781404636777346,0.2822968729674166,,,,3169.1925252278647,,3163.408255237386,,1.0752588530172726,0.7842594135638813,0.29099943945339135,,,,-1.850015624920711,-3.2868957276384965,1.4368801027177855,3173.8900146484375,,,3130.7650146484375,,0.0,32.19144064155107,8.620347022581285,,3176.02226010069,3167.993682658688,,,,,3195.739990234375,0.0,1.0,64.49337459105249,,,,,,63.84064019910734,83.7062960767937,-36.15935980089266,,0.8120146681607238,,,,,,,3171.5059077165724,-0.7744836871031779,-0.7774983876748465,2.8874058983493933
2013-01-02,3188.590087890625,3210.02001953125,3186.280029296875,3201.739990234375,3201.739990234375,367657600.0,371259831.46192384,2530236800.0,,2679614292.417842,191.51757553142107,34.77489775435465,2656190.220275058,3167.1902991396996,80.74190380270093,1012.2781507914365,,,,,,0.0,0.0,3174.55234375,3193.2263427734374,3155.8783447265623,1.1764807759558646,1.227954586755954,1.0,0.0,,,,,,23.897258313724613,0.2822968729674166,,,,3172.9583536783853,,3169.305445236923,,1.0873151081003878,0.6957616798506701,0.3915534282497177,,,,0.18489879068518644,-2.4189470980575756,2.603845888742762,3181.030029296875,,,3137.905029296875,,0.0,38.21619203007286,7.506247156808124,,3176.02226010069,3167.993682658688,,,,3160.800048828125,,1.0,0.0,73.4945395577888,,,,,,90.43103375307186,83.1666800040061,-9.56896624692814,,1.431624422461695,,,,,,,3173.8778332550755,1.094380667819883,1.088435657292841,4.013385778122314
2013-01-03,3225.3798828125,3231.389892578125,3209.699951171875,3224.800048828125,3224.800048828125,387268000.0,523208098.542809,2917504800.0,,3572586932.2844896,125.42838905530829,40.49736147042935,6812814.173263194,3176.637893260058,81.23531041469909,1012.2781507914365,,,,,,0.0,0.0,3180.5443359375,3199.811328125,3161.27734375,1.2115531275448015,1.6484852555070175,1.0,0.0,,,,,,24.472522716727152,0.2822968729674166,,,,3177.6558634440103,,3177.8430765586463,,1.1301684580931595,0.6409550269007864,0.48921343119237304,,,,2.834122995251524,-1.3683330793957558,4.20245607464728,3192.554931640625,,,3148.5899658203125,,0.0,41.1847987697625,6.84810973332908,,3176.02226010069,3167.993682658688,,,,3160.800048828125,,0.0,0.0,77.56888475940481,,,,,,92.64278588522615,82.30481994580178,-7.357214114773848,,1.7791183142343105,,,,,,,3180.2663356224452,0.7202352053597538,0.7176538985143921,4.762526800783018
2013-01-04,3231.340087890625,3231.340087890625,3217.97998046875,3225.219970703125,3225.219970703125,200690400.0,540030401.1358685,3118195200.0,0.11215588381833493,3074256554.681349,27.39460504523615,35.39362834916715,2815373.6578594497,3181.90388891268,80.73176140849237,1012.4099660149125,3162.0810302734376,3234.5363012823877,3089.6257592644874,4.582758652625967,0.9357097803270108,0.0,0.0,3186.7719970703124,3204.868994140625,3168.675,1.135757254485073,1.5622749587522737,1.0,0.0,3065.7900390625,3231.389892578125,3148.5899658203125,5.237052812062344,0.9627419847058147,23.361281187241936,0.2822968729674166,,,,3183.1991984049478,,3185.131829503951,,1.1001465400098753,0.6836023875764604,0.4165441524334149,,,-5.290991210937591,5.107583476113583,-0.28901365347753255,5.3965971295911155,3193.669921875,,,3148.5899658203125,,0.0,39.50403547502588,6.568636436823411,165.24270413247595,3176.02226010069,3167.993682658688,,,,3163.623642578125,,0.0,0.0,77.63630012595956,,,,,,92.38187107178923,91.81856357002908,-7.618128928210771,,2.1059303054907486,,,,,,,3185.8097939281247,0.013021640679777846,0.013020792937723513,4.776168600590069
2013-01-07,3233.93994140625,3237.780029296875,3218.260009765625,3218.260009765625,3218.260009765625,213496400.0,326534001.13586855,2904698800.0,0.04078754326773996,2422801817.6844597,30.72041481131012,33.17561211604377,-434587.82782921265,3186.406640878922,73.57613803289665,1012.4099660149125,3169.084033203125,3234.4874471656676,3103.680619240582,4.127591018559192,0.875943498841389,0.0,0.0,3192.4233317057287,3210.292325846354,3174.554337565104,1.1194626955114606,1.2229471859626606,1.0,0.0,3089.679931640625,3237.780029296875,3163.72998046875,4.673277707519769,0.868197119109555,22.97715502164274,0.2881282117386163,,,,3188.3216959635415,,3190.228472621132,,1.069296997498178,0.6945150787616454,0.37478191873653266,,,-10.513964843749818,7.265622412119484,0.790220070179184,6.4754023419403,3196.864990234375,,,3151.7850341796875,,0.0,39.111075763588694,6.172293470841477,154.90281156709565,3176.02226010069,3167.993682658688,,,,3166.334292578125,,0.0,0.0,73.68353099054087,,,,,,77.66080204744782,87.5618196681544,-22.339197952552183,,1.947230254229397,,,,,,,3188.0450422547074,-0.21579802310298657,-0.21603120256177277,4.550063700066942
