Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_vpt,volume_nvi,volatility_bbhi,volatility_bbli,volatility_kch,volatility_kcl,volatility_kcp,volatility_kchi,volatility_kcli,volatility_atr,trend_ichimoku_b,trend_adx,trend_adx_pos,trend_adx_neg,trend_visual_ichimoku_b,trend_psar_up_indicator,trend_psar_down_indicator,others_dr,others_cr
2008-06-02,0.012588845785659972,0.011803506912982643,0.012523623552150595,0.011799344815005424,0.007599938812113396,0.001780140813427838,0.532561001615263,0.006993256074951922,0.3303325941923853,0.8951088648771501,0.0,0.0,0.011668776287893725,0.012534025530421926,0.36300933580913547,0.0,0.0,0.0,0.012505713425075043,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.0,0.011799344815005424
2008-06-03,0.011096009885734073,0.011564833397736837,0.011362342442942685,0.011201630078649098,0.0071926249610085435,0.006426201099076097,0.5312840967194152,0.006360304324849046,0.3289877876482548,0.8951088648771501,0.0,0.0,0.01178344463746437,0.01168718690356636,0.3503687829392061,0.0,0.0,0.0,0.011858209674966633,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8045546821799796,0.011201630078649098
2008-06-04,0.011385663724569388,0.010848811196602207,0.011726665689741013,0.011113079309457121,0.007132283726775887,0.0011962331791438275,0.530826824553578,0.006242437788370686,0.3348880510101075,0.8916928370065446,0.0,0.0,0.011407382322873163,0.011745263613984886,0.34782824071642476,0.0,0.0,0.0,0.011858209674966633,0.0,0.0,0.0,0.21488278321530158,0.0,1.0,0.8244879497920331,0.011113079309457123
2008-06-05,0.010806354346982454,0.010892207434626943,0.010588154457727322,0.010471088344022089,0.006694801783362967,0.008307145066999245,0.5291809014076587,0.005424237019465801,0.3346278253195051,0.8916928370065446,0.0,0.0,0.011365460859563473,0.011302259988017638,0.31181686488168153,0.0,0.0,0.0,0.011426540185347757,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8020710738165532,0.010471088344022089
2008-06-06,0.010605823720147973,0.01006769712152629,0.011043558950532798,0.010426813803908818,0.006664630324643886,0.0032251647568579656,0.5279347057228646,0.0051065465698897205,0.3346211187945097,0.8899365322484751,0.0,0.0,0.011053267639435396,0.011286052576363198,0.3129511872136053,0.0,0.0,0.0,0.011426540185347757,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8262159972432089,0.01042681380390882
2008-06-09,0.009915108627643696,0.00959035009103468,0.010018898841720478,0.010183298766389522,0.0064986898264971955,0.004899676732862525,0.5298844272805272,0.004623938022902387,0.33528782867457074,0.8899365322484751,0.0,0.0,0.01083404198606567,0.011076706298935472,0.3068795114976718,0.0,0.0,0.0,0.011109136291310318,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8179027134222782,0.010183298766389522
2008-06-10,0.0129007821274118,0.012107273957566948,0.009563494348915002,0.009408482491649241,0.005970693506927029,0.010425619872376772,0.5255446128229576,0.0035970944736991146,0.3339448689458517,0.8899365322484751,0.0,0.0,0.011173114381722998,0.010525460238174626,0.2747653320862082,0.0,1.0,0.0,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,1.0,0.0,0.7953925932319369,0.009408482491649243
2008-06-11,0.009491766570974523,0.009395071158416396,0.010132749964921845,0.009585584030033196,0.006091379341803357,0.003131332033258607,0.5244121467542134,0.003905543595370306,0.33424180159466904,0.8972926597697791,0.0,0.0,0.010926208036514305,0.010474667250969173,0.29550593412411996,0.0,0.0,0.0,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8357930497241203,0.009585584030033196
2008-06-12,0.009246674338139627,0.00959035009103468,0.009768426718123521,0.010050473457084274,0.006408177133545457,0.0017699532605799078,0.5249550039581959,0.00407991425103856,0.33575169728861426,0.9166024068216627,0.0,0.0,0.010807327221554083,0.010380236385958107,0.34823457450223805,0.0,0.0,0.0,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,0.0,1.0,0.8481959913910826,0.010050473457084276
2008-06-13,0.00980370291272635,0.01006769712152629,0.010451533457331736,0.010426813803908818,0.006664630324643886,0.0021565440818092666,0.525265572538347,0.004292359177674959,0.3357926609648503,0.9166024068216627,0.0,0.0,0.010745513258764397,0.010380056388446073,0.3866339863349817,0.0,0.0,0.024381497788789903,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8440201298632132,0.01042681380390882
2008-06-16,0.010806354346982454,0.010262976054144574,0.011043558950532798,0.010781015191711287,0.006906000311191032,0.0012332300815915745,0.525476894146441,0.004413869437727246,0.3357227258022195,0.9310701070491344,0.0,0.0,0.010597554445782576,0.01024715534702576,0.4346175805899184,0.0,0.0,0.02313569823006318,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.842831544659986,0.010781015191711289
2008-06-17,0.011385663724569388,0.010696928502008662,0.011202949828122607,0.010714601692575942,0.006860743964715163,0.0038696615212375626,0.5242563291790965,0.004032704267341583,0.335542196123799,0.9310701070491344,0.0,0.0,0.010473269029331812,0.01027146632539783,0.43477825468316755,0.0,0.0,0.022548981423545514,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8253317041634911,0.010714601692575945
2008-06-18,0.01120741560065142,0.010696928502008662,0.011726665689741013,0.011245904618762365,0.0072227997861386405,0.0017388544150441201,0.5243068537388319,0.0042040120829042165,0.3356217908207074,0.95283453495138,0.0,0.0,0.010456993632713771,0.010287673706139026,0.4915259685318424,0.0,0.0,0.02165089614151319,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8499398254883103,0.011245904618762367
2008-06-19,0.010806354346982454,0.010501649569390377,0.011043558950532798,0.010648189882406043,0.006815487618239295,0.0013334970490948895,0.524049163008798,0.004072626803890705,0.33553534742590374,0.9283495968033593,0.0,0.0,0.010380054952883279,0.010388159924250455,0.4291139263928178,0.0,0.0,0.021130426655333562,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.8040003364044934,0.010648189882406045
2008-06-20,0.010360731487313073,0.009633744673662202,0.009927817595713326,0.009696272069281808,0.006166807146998309,0.008392934985718659,0.5230092345440531,0.003245976820901349,0.3340582413230883,0.9283495968033593,0.0,0.0,0.010368958037676505,0.010234999517794049,0.3333556142654049,0.0,0.0,0.021566547070274705,0.011032959550469297,0.0,0.0,0.0,0.21488278321530158,0.0,0.0,0.7887418416045662,0.00969627206928181
2008-06-23,0.009692297197809004,0.008982816001866071,0.009677345472116369,0.009563446759976564,0.006076291087635556,0.0021077510655376,0.5237073829724619,0.003038337384775493,0.33413861012503593,0.9226721767991097,0.0,0.0,0.010287580603051669,0.010209067696242836,0.3226670434012816,0.0,0.0,0.020643357459226006,0.011032959550469297,0.0,0.3208418353815371,0.758515953844854,0.21488278321530158,0.0,0.0,0.8223345688687373,0.009563446759976564
2008-06-24,0.009246674338139627,0.009199792225798115,0.009905047718519107,0.009563446759976564,0.006076291087635556,0.004765629984863441,0.523532020245968,0.003507744034755842,0.33546297808021563,0.9226721767991097,0.0,0.0,0.009874035551724208,0.01048054242107804,0.3020963662178277,0.0,0.0,0.019812486809282177,0.011032959550469297,0.0,0.32875892391375366,0.7267617212137414,0.21488278321530158,0.0,0.0,0.8280589430605966,0.009563446759976564
2008-06-25,0.00951404737397473,0.008874327889900047,0.009745656840929302,0.009319933411422707,0.005910352272694373,0.0015973010491570872,0.5234518524722348,0.003350377422432584,0.3354437051483877,0.9122635614259336,0.0,0.0,0.009819290702307255,0.010454610661353309,0.26776725163319404,0.0,1.0,0.018735777943992806,0.011032959550469297,0.0,0.3182375177155211,0.7278282566169093,0.21488278321530158,0.0,0.0,0.8175002530124694,0.009319933411422706
2008-06-26,0.009692297197809004,0.009199792225798115,0.010132749964921845,0.009497033260841219,0.006031034741159687,0.001986572805346428,0.5224648211615724,0.0035460823436641257,0.33550563427682256,0.9122635614259336,0.0,0.0,0.00972385716379881,0.010515388570982127,0.2878872594737544,0.0,0.0,0.017972317481228836,0.011032959550469297,0.0,0.33981453412952495,0.6982917566405916,0.21488278321530158,0.0,0.0,0.8358247700654976,0.009497033260841222
2008-06-27,0.009090707017221866,0.008744142486620265,0.009358561979706482,0.008810767755292916,0.005563383022233191,0.0010471731953688457,0.5220267622745417,0.003442896316657533,0.3354478438357781,0.8831693754187068,0.0,0.0,0.009560362680815872,0.010399505208239616,0.1826594298590545,0.0,1.0,0.017614128345081186,0.010918693954887856,0.0,0.3215953337762906,0.7852720942184711,0.21488278321530158,0.0,0.0,0.7982116092195959,0.008810767755292917
2008-06-30,0.008801051478470247,0.00854886355400198,0.00831113199369994,0.008013814210496004,0.00502030013170073,0.002043944813490036,0.521349744596517,0.003241540983507002,0.3350922441404218,0.8831693754187068,0.0,1.0,0.009411663971891637,0.010037268891582463,0.11862451469553043,0.0,1.0,0.018730800734523535,0.010334670983586931,0.0,0.28830252153499575,0.8664912969967901,0.21488278321530158,0.0,0.0,0.792266464364684,0.008013814210496005
2008-07-01,0.007776119241213936,0.008114911106137893,0.007536944008484576,0.007283272475868994,0.004522475270849648,0.007999373733593348,0.5185113968065123,0.0024536517701301535,0.3341228976838382,0.8831693754187068,0.0,1.0,0.00918306745090191,0.009582650201750698,0.09003179708969852,0.0,1.0,0.020311423557184533,0.009903001493968056,0.0,0.2542832848910516,0.8783413740368092,0.21488278321530158,0.0,0.0,0.7939568368827776,0.007283272475868993
2008-07-02,0.008578240048635558,0.008114911106137893,0.00740032300808899,0.008545117136682427,0.005382354269918699,0.0031597499438344124,0.5197904665568566,0.0027648996939668253,0.335191608648535,0.9408550053949171,0.0,0.0,0.009021792260653399,0.009060770600532453,0.33059761956121525,0.0,0.0,0.021980676489402395,0.009826824753127034,0.0,0.22381097782682197,0.7921690728939836,0.21488278321530158,0.0,0.0,0.8891689548206236,0.008545117136682427
2008-07-03,0.007909805759131486,0.007659261366960043,0.00740032300808899,0.007526785824422847,0.004688412402585322,0.0021962219192169954,0.5197026096969386,0.0025485470058163595,0.3358780980669039,0.8943016655929112,0.0,0.0,0.008766563210897603,0.008640187391709256,0.25457649072663163,0.0,1.0,0.022989619344752542,0.009826824753127034,0.0,0.20129655528756046,0.7124802685160744,0.21488278321530158,0.0,0.0,0.7817389357620095,0.0075267858244228505
2008-07-04,0.007263652272627624,0.007247006210409718,0.0071953906388804705,0.006818383048817912,0.004205675795902041,0.009034214628146277,0.5162375258721993,0.0016587391475455888,0.33387448871993636,0.8943016655929112,0.0,1.0,0.008522431076348584,0.008324142261639415,0.20768205924129932,0.0,1.0,0.02311647272640833,0.009712559157545594,0.0,0.18605066827736927,0.6861173531778539,0.21488278321530158,0.0,0.0,0.7941747000022291,0.006818383048817914
2008-07-07,0.007063121645793143,0.007355494322375738,0.007673565008880166,0.007858849942168681,0.004914700026183945,0.0011458316018961717,0.5166347946911213,0.001771641770749322,0.33452031945004584,0.9436368095315688,0.0,0.0,0.008373732423866184,0.008098048301801941,0.3463171976231847,0.0,0.0,0.023066178129728575,0.009712559157545594,0.0,0.1827315923869503,0.6376349938405121,0.21488278321530158,0.0,0.0,0.8796782522810466,0.007858849942168684
2008-07-08,0.007909805759131486,0.011022392837906729,0.008083429747297205,0.00976268556841715,0.006212060127063164,0.0061495286112059865,0.516844749983007,0.002377344805429782,0.33795928299383754,0.9436368095315688,0.0,0.0,0.008747328625602725,0.007709880039940602,0.5185528169385071,0.0,0.0,0.028735968564791232,0.009712559157545594,0.0,0.42608794279789197,0.5027016185818106,0.013141042573869346,1.0,0.0,0.9176169769536271,0.009762685568417152
2008-07-09,0.009268955141139835,0.008809234360561548,0.00926748073369933,0.008943593064598163,0.005653894031979422,0.003262161659305713,0.5163045395073536,0.0020560106322797733,0.33726098890282163,0.9081620797801848,0.0,0.0,0.008756945918250165,0.007632894502264641,0.45148150063603787,0.0,0.0,0.02795926488096718,0.009712559157545594,0.39027020354496766,0.4020038093878972,0.47428698481432224,0.012460643618792247,0.0,0.0,0.7928651510364554,0.008943593064598163
2008-07-10,0.008801051478470247,0.008331887330069936,0.009244710856505111,0.008921455794541528,0.005638807461017128,0.0008863170977699447,0.5165363894912695,0.001968666881681563,0.33504707800840594,0.9072033191163635,0.0,0.0,0.008677048162626492,0.007550236508073561,0.4560556870736079,0.0,0.0,0.025944533581029806,0.009712559157545594,0.3770176492208664,0.39308943061778506,0.46655771761266907,0.012460643618792247,0.0,0.0,0.8270709621542298,0.008921455794541528
